ubicageo_f,rnspni1,divter1,divter2,divter3,divter4,divter5
20011,0,NA,NA,NA,NA,NA
20012,0,NA,NA,NA,NA,NA
20013,0,NA,NA,NA,NA,NA
20014,0,NA,NA,NA,NA,NA
20015,0,NA,NA,NA,NA,NA
20016,0,NA,NA,NA,NA,NA
20017,0,NA,NA,NA,NA,NA
20018,0,NA,NA,NA,NA,NA
20019,0,NA,NA,NA,NA,NA
20020,0,NA,NA,NA,NA,NA
20021,0,NA,NA,NA,NA,NA
20022,0,NA,NA,NA,NA,NA
20023,0,NA,NA,NA,NA,NA
20024,0,NA,NA,NA,NA,NA
20025,0,NA,NA,NA,NA,NA
20026,0,NA,NA,NA,NA,NA
20027,0,NA,NA,NA,NA,NA
20028,0,NA,NA,NA,NA,NA
20029,0,NA,NA,NA,NA,NA
20030,0,NA,NA,NA,NA,NA
20031,0,NA,NA,NA,NA,NA
20032,0,NA,NA,NA,NA,NA
20033,2,NA,NA,NA,NA,NA
20034,0,NA,NA,NA,NA,NA
20035,0,NA,NA,NA,NA,NA
20036,0,NA,NA,NA,NA,NA
20037,0,NA,NA,NA,NA,NA
20038,0,NA,NA,NA,NA,NA
20039,0,NA,NA,NA,NA,NA
20040,0,NA,NA,NA,NA,NA
20041,0,NA,NA,NA,NA,NA
20042,0,NA,NA,NA,NA,NA
20043,0,NA,NA,NA,NA,NA
20044,0,NA,NA,NA,NA,NA
20045,0,NA,NA,NA,NA,NA
20046,0,NA,NA,NA,NA,NA
20047,0,NA,NA,NA,NA,NA
20048,0,NA,NA,NA,NA,NA
20049,0,NA,NA,NA,NA,NA
20050,0,NA,NA,NA,NA,NA
20051,0,NA,NA,NA,NA,NA
20052,0,NA,NA,NA,NA,NA
20053,0,NA,NA,NA,NA,NA
20054,0,NA,NA,NA,NA,NA
20055,0,NA,NA,NA,NA,NA
20056,0,NA,NA,NA,NA,NA
20057,0,NA,NA,NA,NA,NA
20058,0,NA,NA,NA,NA,NA
20059,1,0,1,0,0,0
20060,0,NA,NA,NA,NA,NA
20061,0,NA,NA,NA,NA,NA
20062,0,NA,NA,NA,NA,NA
20063,0,NA,NA,NA,NA,NA
20064,0,NA,NA,NA,NA,NA
20065,0,NA,NA,NA,NA,NA
20066,0,NA,NA,NA,NA,NA
20067,1,0,10,0,0,0
20068,0,NA,NA,NA,NA,NA
20069,0,NA,NA,NA,NA,NA
20070,0,NA,NA,NA,NA,NA
20071,0,NA,NA,NA,NA,NA
20072,0,NA,NA,NA,NA,NA
20073,0,NA,NA,NA,NA,NA
20074,0,NA,NA,NA,NA,NA
20075,0,NA,NA,NA,NA,NA
20076,0,NA,NA,NA,NA,NA
20077,0,NA,NA,NA,NA,NA
20078,0,NA,NA,NA,NA,NA
20079,0,NA,NA,NA,NA,NA
20080,0,NA,NA,NA,NA,NA
20081,0,NA,NA,NA,NA,NA
20082,0,NA,NA,NA,NA,NA
20083,0,NA,NA,NA,NA,NA
20084,0,NA,NA,NA,NA,NA
20085,0,NA,NA,NA,NA,NA
20086,0,NA,NA,NA,NA,NA
20087,0,NA,NA,NA,NA,NA
20088,0,NA,NA,NA,NA,NA
20089,0,NA,NA,NA,NA,NA
20090,0,NA,NA,NA,NA,NA
20091,0,NA,NA,NA,NA,NA
20092,0,NA,NA,NA,NA,NA
20093,0,NA,NA,NA,NA,NA
20094,0,NA,NA,NA,NA,NA
20095,0,NA,NA,NA,NA,NA
20096,0,NA,NA,NA,NA,NA
20097,0,NA,NA,NA,NA,NA
20098,0,NA,NA,NA,NA,NA
20099,0,NA,NA,NA,NA,NA
20100,0,NA,NA,NA,NA,NA
20101,0,NA,NA,NA,NA,NA
20102,0,NA,NA,NA,NA,NA
20103,3,NA,NA,NA,NA,NA
20104,0,NA,NA,NA,NA,NA
20105,0,NA,NA,NA,NA,NA
20106,0,NA,NA,NA,NA,NA
20107,0,NA,NA,NA,NA,NA
20108,0,NA,NA,NA,NA,NA
20109,0,NA,NA,NA,NA,NA
20110,0,NA,NA,NA,NA,NA
20111,0,NA,NA,NA,NA,NA
20112,0,NA,NA,NA,NA,NA
20113,0,NA,NA,NA,NA,NA
20114,0,NA,NA,NA,NA,NA
20115,0,NA,NA,NA,NA,NA
20116,0,NA,NA,NA,NA,NA
20117,0,NA,NA,NA,NA,NA
20118,3,NA,NA,NA,NA,NA
20119,0,NA,NA,NA,NA,NA
20120,0,NA,NA,NA,NA,NA
20121,0,NA,NA,NA,NA,NA
20122,0,NA,NA,NA,NA,NA
20123,0,NA,NA,NA,NA,NA
20124,0,NA,NA,NA,NA,NA
20125,0,NA,NA,NA,NA,NA
20126,0,NA,NA,NA,NA,NA
20127,0,NA,NA,NA,NA,NA
20128,0,NA,NA,NA,NA,NA
20129,0,NA,NA,NA,NA,NA
20130,0,NA,NA,NA,NA,NA
20131,0,NA,NA,NA,NA,NA
20132,0,NA,NA,NA,NA,NA
20133,0,NA,NA,NA,NA,NA
20134,0,NA,NA,NA,NA,NA
20135,0,NA,NA,NA,NA,NA
20136,0,NA,NA,NA,NA,NA
20137,0,NA,NA,NA,NA,NA
20138,0,NA,NA,NA,NA,NA
20139,0,NA,NA,NA,NA,NA
20140,0,NA,NA,NA,NA,NA
20141,0,NA,NA,NA,NA,NA
20142,0,NA,NA,NA,NA,NA
20143,0,NA,NA,NA,NA,NA
20144,0,NA,NA,NA,NA,NA
20145,0,NA,NA,NA,NA,NA
20146,0,NA,NA,NA,NA,NA
20147,0,NA,NA,NA,NA,NA
20148,0,NA,NA,NA,NA,NA
20149,0,NA,NA,NA,NA,NA
20150,0,NA,NA,NA,NA,NA
20151,0,NA,NA,NA,NA,NA
20152,0,NA,NA,NA,NA,NA
20153,0,NA,NA,NA,NA,NA
20154,0,NA,NA,NA,NA,NA
20155,0,NA,NA,NA,NA,NA
20156,0,NA,NA,NA,NA,NA
20157,0,NA,NA,NA,NA,NA
20158,0,NA,NA,NA,NA,NA
20159,0,NA,NA,NA,NA,NA
20160,0,NA,NA,NA,NA,NA
20161,0,NA,NA,NA,NA,NA
20162,0,NA,NA,NA,NA,NA
20163,0,NA,NA,NA,NA,NA
20164,0,NA,NA,NA,NA,NA
20165,0,NA,NA,NA,NA,NA
20166,0,NA,NA,NA,NA,NA
20167,0,NA,NA,NA,NA,NA
20168,0,NA,NA,NA,NA,NA
20169,0,NA,NA,NA,NA,NA
20170,0,NA,NA,NA,NA,NA
20171,0,NA,NA,NA,NA,NA
20172,0,NA,NA,NA,NA,NA
20173,0,NA,NA,NA,NA,NA
20174,0,NA,NA,NA,NA,NA
20175,0,NA,NA,NA,NA,NA
20176,0,NA,NA,NA,NA,NA
20177,0,NA,NA,NA,NA,NA
20178,0,NA,NA,NA,NA,NA
20179,0,NA,NA,NA,NA,NA
20180,0,NA,NA,NA,NA,NA
20181,0,NA,NA,NA,NA,NA
20182,0,NA,NA,NA,NA,NA
20183,0,NA,NA,NA,NA,NA
20184,1,0,6,0,0,1
20185,0,NA,NA,NA,NA,NA
20186,0,NA,NA,NA,NA,NA
20187,0,NA,NA,NA,NA,NA
20188,0,NA,NA,NA,NA,NA
20189,0,NA,NA,NA,NA,NA
20190,0,NA,NA,NA,NA,NA
20191,0,NA,NA,NA,NA,NA
20192,0,NA,NA,NA,NA,NA
20193,0,NA,NA,NA,NA,NA
20194,0,NA,NA,NA,NA,NA
20195,0,NA,NA,NA,NA,NA
20196,0,NA,NA,NA,NA,NA
20197,0,NA,NA,NA,NA,NA
20198,0,NA,NA,NA,NA,NA
20199,0,NA,NA,NA,NA,NA
20200,0,NA,NA,NA,NA,NA
20201,0,NA,NA,NA,NA,NA
20202,0,NA,NA,NA,NA,NA
20203,0,NA,NA,NA,NA,NA
20204,0,NA,NA,NA,NA,NA
20205,0,NA,NA,NA,NA,NA
20206,0,NA,NA,NA,NA,NA
20207,0,NA,NA,NA,NA,NA
20208,0,NA,NA,NA,NA,NA
20209,0,NA,NA,NA,NA,NA
20210,0,NA,NA,NA,NA,NA
20211,0,NA,NA,NA,NA,NA
20212,0,NA,NA,NA,NA,NA
20213,0,NA,NA,NA,NA,NA
20214,0,NA,NA,NA,NA,NA
20215,0,NA,NA,NA,NA,NA
20216,0,NA,NA,NA,NA,NA
20217,0,NA,NA,NA,NA,NA
20218,0,NA,NA,NA,NA,NA
20219,0,NA,NA,NA,NA,NA
20220,0,NA,NA,NA,NA,NA
20221,0,NA,NA,NA,NA,NA
20222,0,NA,NA,NA,NA,NA
20223,0,NA,NA,NA,NA,NA
20224,0,NA,NA,NA,NA,NA
20225,0,NA,NA,NA,NA,NA
20226,0,NA,NA,NA,NA,NA
20227,3,NA,NA,NA,NA,NA
20228,0,NA,NA,NA,NA,NA
20229,0,NA,NA,NA,NA,NA
20230,0,NA,NA,NA,NA,NA
20231,0,NA,NA,NA,NA,NA
20232,0,NA,NA,NA,NA,NA
20233,0,NA,NA,NA,NA,NA
20234,0,NA,NA,NA,NA,NA
20235,0,NA,NA,NA,NA,NA
20236,0,NA,NA,NA,NA,NA
20237,97,NSS,NSS,NSS,NSS,NSS
20238,0,NA,NA,NA,NA,NA
20239,0,NA,NA,NA,NA,NA
20240,0,NA,NA,NA,NA,NA
20241,0,NA,NA,NA,NA,NA
20242,0,NA,NA,NA,NA,NA
20243,0,NA,NA,NA,NA,NA
20244,0,NA,NA,NA,NA,NA
20245,0,NA,NA,NA,NA,NA
20246,0,NA,NA,NA,NA,NA
20247,0,NA,NA,NA,NA,NA
20248,0,NA,NA,NA,NA,NA
20249,0,NA,NA,NA,NA,NA
20250,0,NA,NA,NA,NA,NA
20251,0,NA,NA,NA,NA,NA
20252,0,NA,NA,NA,NA,NA
20253,0,NA,NA,NA,NA,NA
20254,0,NA,NA,NA,NA,NA
20255,0,NA,NA,NA,NA,NA
20256,0,NA,NA,NA,NA,NA
20257,0,NA,NA,NA,NA,NA
20258,0,NA,NA,NA,NA,NA
20259,0,NA,NA,NA,NA,NA
20260,0,NA,NA,NA,NA,NA
20261,0,NA,NA,NA,NA,NA
20262,0,NA,NA,NA,NA,NA
20263,0,NA,NA,NA,NA,NA
20264,0,NA,NA,NA,NA,NA
20265,0,NA,NA,NA,NA,NA
20266,0,NA,NA,NA,NA,NA
20267,0,NA,NA,NA,NA,NA
20268,0,NA,NA,NA,NA,NA
20269,0,NA,NA,NA,NA,NA
20270,0,NA,NA,NA,NA,NA
20271,0,NA,NA,NA,NA,NA
20272,0,NA,NA,NA,NA,NA
20273,0,NA,NA,NA,NA,NA
20274,0,NA,NA,NA,NA,NA
20275,0,NA,NA,NA,NA,NA
20276,0,NA,NA,NA,NA,NA
20277,0,NA,NA,NA,NA,NA
20278,0,NA,NA,NA,NA,NA
20279,0,NA,NA,NA,NA,NA
20280,0,NA,NA,NA,NA,NA
20281,0,NA,NA,NA,NA,NA
20282,0,NA,NA,NA,NA,NA
20283,0,NA,NA,NA,NA,NA
20284,0,NA,NA,NA,NA,NA
20285,0,NA,NA,NA,NA,NA
20286,0,NA,NA,NA,NA,NA
20287,0,NA,NA,NA,NA,NA
20288,0,NA,NA,NA,NA,NA
20289,0,NA,NA,NA,NA,NA
20290,0,NA,NA,NA,NA,NA
20291,0,NA,NA,NA,NA,NA
20292,0,NA,NA,NA,NA,NA
20293,0,NA,NA,NA,NA,NA
20294,0,NA,NA,NA,NA,NA
20295,0,NA,NA,NA,NA,NA
20296,0,NA,NA,NA,NA,NA
20297,0,NA,NA,NA,NA,NA
20298,0,NA,NA,NA,NA,NA
20299,0,NA,NA,NA,NA,NA
20300,0,NA,NA,NA,NA,NA
20301,0,NA,NA,NA,NA,NA
20302,0,NA,NA,NA,NA,NA
20303,0,NA,NA,NA,NA,NA
20304,0,NA,NA,NA,NA,NA
20305,0,NA,NA,NA,NA,NA
20306,0,NA,NA,NA,NA,NA
20307,0,NA,NA,NA,NA,NA
20308,0,NA,NA,NA,NA,NA
20309,0,NA,NA,NA,NA,NA
20310,0,NA,NA,NA,NA,NA
20311,0,NA,NA,NA,NA,NA
20312,0,NA,NA,NA,NA,NA
20313,0,NA,NA,NA,NA,NA
20314,0,NA,NA,NA,NA,NA
20315,0,NA,NA,NA,NA,NA
20316,0,NA,NA,NA,NA,NA
20317,0,NA,NA,NA,NA,NA
20318,3,NA,NA,NA,NA,NA
20319,0,NA,NA,NA,NA,NA
20320,0,NA,NA,NA,NA,NA
20321,0,NA,NA,NA,NA,NA
20322,0,NA,NA,NA,NA,NA
20323,0,NA,NA,NA,NA,NA
20324,3,NA,NA,NA,NA,NA
20325,0,NA,NA,NA,NA,NA
20326,0,NA,NA,NA,NA,NA
20327,0,NA,NA,NA,NA,NA
20328,0,NA,NA,NA,NA,NA
20329,0,NA,NA,NA,NA,NA
20330,0,NA,NA,NA,NA,NA
20331,0,NA,NA,NA,NA,NA
20332,0,NA,NA,NA,NA,NA
20333,0,NA,NA,NA,NA,NA
20334,0,NA,NA,NA,NA,NA
20335,0,NA,NA,NA,NA,NA
20336,0,NA,NA,NA,NA,NA
20337,0,NA,NA,NA,NA,NA
20338,1,12,3,24,NSS,0
20339,0,NA,NA,NA,NA,NA
20340,0,NA,NA,NA,NA,NA
20341,0,NA,NA,NA,NA,NA
20342,0,NA,NA,NA,NA,NA
20343,0,NA,NA,NA,NA,NA
20344,0,NA,NA,NA,NA,NA
20345,0,NA,NA,NA,NA,NA
20346,0,NA,NA,NA,NA,NA
20347,0,NA,NA,NA,NA,NA
20348,0,NA,NA,NA,NA,NA
20349,0,NA,NA,NA,NA,NA
20350,0,NA,NA,NA,NA,NA
20351,0,NA,NA,NA,NA,NA
20352,0,NA,NA,NA,NA,NA
20353,0,NA,NA,NA,NA,NA
20354,0,NA,NA,NA,NA,NA
20355,0,NA,NA,NA,NA,NA
20356,0,NA,NA,NA,NA,NA
20357,0,NA,NA,NA,NA,NA
20358,0,NA,NA,NA,NA,NA
20359,0,NA,NA,NA,NA,NA
20360,0,NA,NA,NA,NA,NA
20361,0,NA,NA,NA,NA,NA
20362,0,NA,NA,NA,NA,NA
20363,0,NA,NA,NA,NA,NA
20364,0,NA,NA,NA,NA,NA
20365,0,NA,NA,NA,NA,NA
20366,0,NA,NA,NA,NA,NA
20367,0,NA,NA,NA,NA,NA
20368,0,NA,NA,NA,NA,NA
20369,0,NA,NA,NA,NA,NA
20370,0,NA,NA,NA,NA,NA
20371,0,NA,NA,NA,NA,NA
20372,0,NA,NA,NA,NA,NA
20373,0,NA,NA,NA,NA,NA
20374,0,NA,NA,NA,NA,NA
20375,0,NA,NA,NA,NA,NA
20376,0,NA,NA,NA,NA,NA
20377,0,NA,NA,NA,NA,NA
20378,0,NA,NA,NA,NA,NA
20379,0,NA,NA,NA,NA,NA
20380,0,NA,NA,NA,NA,NA
20381,0,NA,NA,NA,NA,NA
20382,0,NA,NA,NA,NA,NA
20383,0,NA,NA,NA,NA,NA
20384,0,NA,NA,NA,NA,NA
20385,0,NA,NA,NA,NA,NA
20386,0,NA,NA,NA,NA,NA
20387,0,NA,NA,NA,NA,NA
20388,0,NA,NA,NA,NA,NA
20389,0,NA,NA,NA,NA,NA
20390,0,NA,NA,NA,NA,NA
20391,0,NA,NA,NA,NA,NA
20392,0,NA,NA,NA,NA,NA
20393,0,NA,NA,NA,NA,NA
20394,0,NA,NA,NA,NA,NA
20395,0,NA,NA,NA,NA,NA
20396,0,NA,NA,NA,NA,NA
20397,0,NA,NA,NA,NA,NA
20398,0,NA,NA,NA,NA,NA
20399,1,0,0,8,0,0
20400,0,NA,NA,NA,NA,NA
20401,97,NSS,NSS,NSS,NSS,NSS
20402,0,NA,NA,NA,NA,NA
20403,0,NA,NA,NA,NA,NA
20404,0,NA,NA,NA,NA,NA
20405,0,NA,NA,NA,NA,NA
20406,0,NA,NA,NA,NA,NA
20407,0,NA,NA,NA,NA,NA
20408,0,NA,NA,NA,NA,NA
20409,0,NA,NA,NA,NA,NA
20410,0,NA,NA,NA,NA,NA
20411,0,NA,NA,NA,NA,NA
20412,0,NA,NA,NA,NA,NA
20413,0,NA,NA,NA,NA,NA
20414,0,NA,NA,NA,NA,NA
20415,0,NA,NA,NA,NA,NA
20416,0,NA,NA,NA,NA,NA
20417,0,NA,NA,NA,NA,NA
20418,0,NA,NA,NA,NA,NA
20419,0,NA,NA,NA,NA,NA
20420,0,NA,NA,NA,NA,NA
20421,0,NA,NA,NA,NA,NA
20422,0,NA,NA,NA,NA,NA
20423,0,NA,NA,NA,NA,NA
20424,0,NA,NA,NA,NA,NA
20425,0,NA,NA,NA,NA,NA
20426,0,NA,NA,NA,NA,NA
20427,0,NA,NA,NA,NA,NA
20428,0,NA,NA,NA,NA,NA
20429,0,NA,NA,NA,NA,NA
20430,0,NA,NA,NA,NA,NA
20431,0,NA,NA,NA,NA,NA
20432,0,NA,NA,NA,NA,NA
20433,0,NA,NA,NA,NA,NA
20434,0,NA,NA,NA,NA,NA
20435,0,NA,NA,NA,NA,NA
20436,0,NA,NA,NA,NA,NA
20437,0,NA,NA,NA,NA,NA
20438,0,NA,NA,NA,NA,NA
20439,0,NA,NA,NA,NA,NA
20440,0,NA,NA,NA,NA,NA
20441,0,NA,NA,NA,NA,NA
20442,0,NA,NA,NA,NA,NA
20443,0,NA,NA,NA,NA,NA
20444,0,NA,NA,NA,NA,NA
20445,0,NA,NA,NA,NA,NA
20446,0,NA,NA,NA,NA,NA
20447,0,NA,NA,NA,NA,NA
20448,0,NA,NA,NA,NA,NA
20449,0,NA,NA,NA,NA,NA
20450,0,NA,NA,NA,NA,NA
20451,0,NA,NA,NA,NA,NA
20452,0,NA,NA,NA,NA,NA
20453,0,NA,NA,NA,NA,NA
20454,0,NA,NA,NA,NA,NA
20455,0,NA,NA,NA,NA,NA
20456,0,NA,NA,NA,NA,NA
20457,0,NA,NA,NA,NA,NA
20458,0,NA,NA,NA,NA,NA
20459,0,NA,NA,NA,NA,NA
20460,0,NA,NA,NA,NA,NA
20461,0,NA,NA,NA,NA,NA
20462,0,NA,NA,NA,NA,NA
20463,0,NA,NA,NA,NA,NA
20464,0,NA,NA,NA,NA,NA
20465,0,NA,NA,NA,NA,NA
20466,0,NA,NA,NA,NA,NA
20467,0,NA,NA,NA,NA,NA
20468,0,NA,NA,NA,NA,NA
20469,0,NA,NA,NA,NA,NA
20470,0,NA,NA,NA,NA,NA
20471,0,NA,NA,NA,NA,NA
20472,0,NA,NA,NA,NA,NA
20473,0,NA,NA,NA,NA,NA
20474,0,NA,NA,NA,NA,NA
20475,0,NA,NA,NA,NA,NA
20476,0,NA,NA,NA,NA,NA
20477,0,NA,NA,NA,NA,NA
20478,0,NA,NA,NA,NA,NA
20479,0,NA,NA,NA,NA,NA
20480,0,NA,NA,NA,NA,NA
20481,0,NA,NA,NA,NA,NA
20482,0,NA,NA,NA,NA,NA
20483,0,NA,NA,NA,NA,NA
20484,0,NA,NA,NA,NA,NA
20485,0,NA,NA,NA,NA,NA
20486,0,NA,NA,NA,NA,NA
20487,0,NA,NA,NA,NA,NA
20488,0,NA,NA,NA,NA,NA
20489,0,NA,NA,NA,NA,NA
20490,0,NA,NA,NA,NA,NA
20491,0,NA,NA,NA,NA,NA
20492,0,NA,NA,NA,NA,NA
20493,0,NA,NA,NA,NA,NA
20494,0,NA,NA,NA,NA,NA
20495,0,NA,NA,NA,NA,NA
20496,0,NA,NA,NA,NA,NA
20497,0,NA,NA,NA,NA,NA
20498,0,NA,NA,NA,NA,NA
20499,0,NA,NA,NA,NA,NA
20500,0,NA,NA,NA,NA,NA
20501,0,NA,NA,NA,NA,NA
20502,0,NA,NA,NA,NA,NA
20503,0,NA,NA,NA,NA,NA
20504,0,NA,NA,NA,NA,NA
20505,0,NA,NA,NA,NA,NA
20506,0,NA,NA,NA,NA,NA
20507,0,NA,NA,NA,NA,NA
20508,0,NA,NA,NA,NA,NA
20509,0,NA,NA,NA,NA,NA
20510,0,NA,NA,NA,NA,NA
20511,0,NA,NA,NA,NA,NA
20512,0,NA,NA,NA,NA,NA
20513,0,NA,NA,NA,NA,NA
20514,0,NA,NA,NA,NA,NA
20515,0,NA,NA,NA,NA,NA
20516,0,NA,NA,NA,NA,NA
20517,0,NA,NA,NA,NA,NA
20518,0,NA,NA,NA,NA,NA
20519,0,NA,NA,NA,NA,NA
20520,0,NA,NA,NA,NA,NA
20521,0,NA,NA,NA,NA,NA
20522,0,NA,NA,NA,NA,NA
20523,0,NA,NA,NA,NA,NA
20524,0,NA,NA,NA,NA,NA
20525,0,NA,NA,NA,NA,NA
20526,0,NA,NA,NA,NA,NA
20527,0,NA,NA,NA,NA,NA
20528,0,NA,NA,NA,NA,NA
20529,0,NA,NA,NA,NA,NA
20530,0,NA,NA,NA,NA,NA
20531,0,NA,NA,NA,NA,NA
20532,0,NA,NA,NA,NA,NA
20533,0,NA,NA,NA,NA,NA
20534,0,NA,NA,NA,NA,NA
20535,0,NA,NA,NA,NA,NA
20536,0,NA,NA,NA,NA,NA
20537,0,NA,NA,NA,NA,NA
20538,0,NA,NA,NA,NA,NA
20539,0,NA,NA,NA,NA,NA
20540,0,NA,NA,NA,NA,NA
20541,0,NA,NA,NA,NA,NA
20542,0,NA,NA,NA,NA,NA
20543,0,NA,NA,NA,NA,NA
20544,0,NA,NA,NA,NA,NA
20545,0,NA,NA,NA,NA,NA
20546,0,NA,NA,NA,NA,NA
20547,0,NA,NA,NA,NA,NA
20548,0,NA,NA,NA,NA,NA
20549,0,NA,NA,NA,NA,NA
20550,0,NA,NA,NA,NA,NA
20551,0,NA,NA,NA,NA,NA
20552,0,NA,NA,NA,NA,NA
20553,0,NA,NA,NA,NA,NA
20554,0,NA,NA,NA,NA,NA
20555,0,NA,NA,NA,NA,NA
20556,0,NA,NA,NA,NA,NA
20557,0,NA,NA,NA,NA,NA
20558,0,NA,NA,NA,NA,NA
20559,0,NA,NA,NA,NA,NA
20560,0,NA,NA,NA,NA,NA
20561,0,NA,NA,NA,NA,NA
20562,0,NA,NA,NA,NA,NA
20563,0,NA,NA,NA,NA,NA
20564,0,NA,NA,NA,NA,NA
20565,0,NA,NA,NA,NA,NA
20566,0,NA,NA,NA,NA,NA
20567,0,NA,NA,NA,NA,NA
20568,97,NSS,NSS,NSS,NSS,NSS
20569,0,NA,NA,NA,NA,NA
20570,3,NA,NA,NA,NA,NA
21001,0,NA,NA,NA,NA,NA
21002,0,NA,NA,NA,NA,NA
21003,2,NA,NA,NA,NA,NA
21004,0,NA,NA,NA,NA,NA
21005,0,NA,NA,NA,NA,NA
21006,0,NA,NA,NA,NA,NA
21007,0,NA,NA,NA,NA,NA
21008,0,NA,NA,NA,NA,NA
21009,3,NA,NA,NA,NA,NA
21010,0,NA,NA,NA,NA,NA
21011,0,NA,NA,NA,NA,NA
21012,0,NA,NA,NA,NA,NA
21013,0,NA,NA,NA,NA,NA
21014,0,NA,NA,NA,NA,NA
21015,0,NA,NA,NA,NA,NA
21016,0,NA,NA,NA,NA,NA
21017,0,NA,NA,NA,NA,NA
21018,0,NA,NA,NA,NA,NA
21019,1,0,5,0,0,0
21020,0,NA,NA,NA,NA,NA
21021,0,NA,NA,NA,NA,NA
21022,0,NA,NA,NA,NA,NA
21023,0,NA,NA,NA,NA,NA
21024,0,NA,NA,NA,NA,NA
21025,0,NA,NA,NA,NA,NA
21026,0,NA,NA,NA,NA,NA
21027,0,NA,NA,NA,NA,NA
21028,0,NA,NA,NA,NA,NA
21029,0,NA,NA,NA,NA,NA
21030,0,NA,NA,NA,NA,NA
21031,0,NA,NA,NA,NA,NA
21032,0,NA,NA,NA,NA,NA
21033,0,NA,NA,NA,NA,NA
21034,2,NA,NA,NA,NA,NA
21035,0,NA,NA,NA,NA,NA
21036,0,NA,NA,NA,NA,NA
21037,0,NA,NA,NA,NA,NA
21038,0,NA,NA,NA,NA,NA
21039,0,NA,NA,NA,NA,NA
21040,0,NA,NA,NA,NA,NA
21041,3,NA,NA,NA,NA,NA
21042,0,NA,NA,NA,NA,NA
21043,0,NA,NA,NA,NA,NA
21044,0,NA,NA,NA,NA,NA
21045,0,NA,NA,NA,NA,NA
21046,1,0,1,0,0,0
21047,0,NA,NA,NA,NA,NA
21048,2,NA,NA,NA,NA,NA
21049,0,NA,NA,NA,NA,NA
21050,0,NA,NA,NA,NA,NA
21051,0,NA,NA,NA,NA,NA
21052,0,NA,NA,NA,NA,NA
21053,0,NA,NA,NA,NA,NA
21054,0,NA,NA,NA,NA,NA
21055,0,NA,NA,NA,NA,NA
21056,0,NA,NA,NA,NA,NA
21057,0,NA,NA,NA,NA,NA
21058,0,NA,NA,NA,NA,NA
21059,0,NA,NA,NA,NA,NA
21060,0,NA,NA,NA,NA,NA
21061,0,NA,NA,NA,NA,NA
21062,3,NA,NA,NA,NA,NA
21063,0,NA,NA,NA,NA,NA
21064,0,NA,NA,NA,NA,NA
21065,0,NA,NA,NA,NA,NA
21066,0,NA,NA,NA,NA,NA
21067,0,NA,NA,NA,NA,NA
21068,0,NA,NA,NA,NA,NA
21069,0,NA,NA,NA,NA,NA
21070,0,NA,NA,NA,NA,NA
21071,0,NA,NA,NA,NA,NA
21072,0,NA,NA,NA,NA,NA
21073,0,NA,NA,NA,NA,NA
21074,0,NA,NA,NA,NA,NA
21075,0,NA,NA,NA,NA,NA
21076,0,NA,NA,NA,NA,NA
21077,0,NA,NA,NA,NA,NA
21078,0,NA,NA,NA,NA,NA
21079,0,NA,NA,NA,NA,NA
21080,0,NA,NA,NA,NA,NA
21081,0,NA,NA,NA,NA,NA
21082,0,NA,NA,NA,NA,NA
21083,0,NA,NA,NA,NA,NA
21084,0,NA,NA,NA,NA,NA
21085,0,NA,NA,NA,NA,NA
21086,0,NA,NA,NA,NA,NA
21087,0,NA,NA,NA,NA,NA
21088,0,NA,NA,NA,NA,NA
21089,0,NA,NA,NA,NA,NA
21090,0,NA,NA,NA,NA,NA
21091,0,NA,NA,NA,NA,NA
21092,0,NA,NA,NA,NA,NA
21093,0,NA,NA,NA,NA,NA
21094,0,NA,NA,NA,NA,NA
21095,0,NA,NA,NA,NA,NA
21096,0,NA,NA,NA,NA,NA
21097,0,NA,NA,NA,NA,NA
21098,0,NA,NA,NA,NA,NA
21099,0,NA,NA,NA,NA,NA
21100,0,NA,NA,NA,NA,NA
21101,0,NA,NA,NA,NA,NA
21102,0,NA,NA,NA,NA,NA
21103,0,NA,NA,NA,NA,NA
21104,0,NA,NA,NA,NA,NA
21105,0,NA,NA,NA,NA,NA
21106,0,NA,NA,NA,NA,NA
21107,0,NA,NA,NA,NA,NA
21108,0,NA,NA,NA,NA,NA
21109,0,NA,NA,NA,NA,NA
21110,0,NA,NA,NA,NA,NA
21111,0,NA,NA,NA,NA,NA
21112,0,NA,NA,NA,NA,NA
21113,1,0,4,0,0,0
21114,1,0,10,192,0,0
21115,0,NA,NA,NA,NA,NA
21116,0,NA,NA,NA,NA,NA
21117,0,NA,NA,NA,NA,NA
21118,0,NA,NA,NA,NA,NA
21119,0,NA,NA,NA,NA,NA
21120,0,NA,NA,NA,NA,NA
21121,0,NA,NA,NA,NA,NA
21122,0,NA,NA,NA,NA,NA
21123,0,NA,NA,NA,NA,NA
21124,0,NA,NA,NA,NA,NA
21125,0,NA,NA,NA,NA,NA
21126,0,NA,NA,NA,NA,NA
21127,0,NA,NA,NA,NA,NA
21128,3,NA,NA,NA,NA,NA
21129,0,NA,NA,NA,NA,NA
21130,0,NA,NA,NA,NA,NA
21131,0,NA,NA,NA,NA,NA
21132,0,NA,NA,NA,NA,NA
21133,0,NA,NA,NA,NA,NA
21134,0,NA,NA,NA,NA,NA
21135,0,NA,NA,NA,NA,NA
21136,0,NA,NA,NA,NA,NA
21137,0,NA,NA,NA,NA,NA
21138,0,NA,NA,NA,NA,NA
21139,0,NA,NA,NA,NA,NA
