ubicageo_f,rnspni1,dirurl1
7031,1,https://www.chilon.gob.mx/wp-content/uploads/2020/11/Proyecto-Reglamento-del-S.P.C.P.-2019-Chilon-Chips..pdf
7032,0,NO APLICA
7033,0,NO APLICA
7034,0,NO APLICA
7035,1,NO APLICA
7036,0,NO APLICA
7037,0,NO APLICA
7038,0,NO APLICA
7039,0,NO APLICA
7040,0,NO APLICA
7041,3,NO APLICA
7042,0,NO APLICA
7043,0,NO APLICA
7044,0,NO APLICA
7045,1,NO APLICA
7046,0,NO APLICA
7047,0,NO APLICA
7048,2,NO APLICA
7049,0,NO APLICA
7050,1,NO APLICA
7051,0,NO APLICA
7052,2,NO APLICA
7053,3,NO APLICA
7054,0,NO APLICA
7055,2,NO APLICA
7056,0,NO APLICA
7057,0,NO APLICA
7058,0,NO APLICA
7059,1,NO APLICA
7060,2,NO APLICA
7061,0,NO APLICA
7062,0,NO APLICA
7063,0,NO APLICA
7064,0,NO APLICA
7065,1,NO APLICA
7066,0,NO APLICA
7067,0,NO APLICA
7068,0,NO APLICA
7069,97,NO IDENTIFICADO
7070,0,NO APLICA
7071,0,NO APLICA
7072,1,NO APLICA
7073,2,NO APLICA
7074,1,NO APLICA
7075,0,NO APLICA
7076,1,NO APLICA
7077,9,NO IDENTIFICADO
7078,1,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Chiapas/Todos%20los%20Municipios/wo101563.pdf
7079,0,NO APLICA
7080,0,NO APLICA
7081,3,NO APLICA
7082,1,NO APLICA
7083,0,NO APLICA
7084,0,NO APLICA
7085,0,NO APLICA
7086,0,NO APLICA
7087,0,NO APLICA
7088,0,NO APLICA
7089,1,NO APLICA
7090,1,NO APLICA
7091,1,NO APLICA
7092,0,NO APLICA
7093,0,NO APLICA
7094,0,NO APLICA
7096,1,NO APLICA
7097,1,NO APLICA
7098,9,NO IDENTIFICADO
7099,1,https://www.latrinitariachiapas.gob.mx/
7100,1,NO APLICA
7101,1,https://www.tuxtla.gob.mx/1Normatividad-vigente
7102,0,NO APLICA
7103,0,NO APLICA
7104,0,NO APLICA
7105,97,NO IDENTIFICADO
7106,0,NO APLICA
7107,0,NO APLICA
7108,1,NO APLICA
7109,1,NO APLICA
7110,2,NO APLICA
7111,1,NO APLICA
7112,0,NO APLICA
7113,0,NO APLICA
7114,1,NO APLICA
7115,1,NO APLICA
7116,1,NO APLICA
7117,1,NO APLICA
7118,0,NO APLICA
7119,0,NO APLICA
7120,9,NO IDENTIFICADO
7121,0,NO APLICA
7122,0,NO APLICA
7123,0,NO APLICA
7124,0,NO APLICA
7125,0,NO APLICA
8001,0,NO APLICA
8002,0,NO APLICA
8003,0,NO APLICA
8004,0,NO APLICA
8005,0,NO APLICA
8006,0,NO APLICA
8007,0,NO APLICA
8008,0,NO APLICA
8009,0,NO APLICA
8010,2,NO APLICA
8011,1,NO APLICA
8012,0,NO APLICA
8013,0,NO APLICA
8014,0,NO APLICA
8015,0,NO APLICA
8016,1,NO APLICA
8017,1,https://docplayer.es/86682664-Reglamento-de-la-comision-de-honor-y-justicia-de-la-direccion-de-seguridad-publica-y-vialidad-del-municipio-de-cuauhtemoc-chihuahua.html
8018,0,NO APLICA
8019,2,NO APLICA
8020,0,NO APLICA
8021,1,https://www.congresochihuahua.gob.mx
8022,0,NO APLICA
8023,3,NO APLICA
8024,0,NO APLICA
8025,0,NO APLICA
8026,0,NO APLICA
8027,0,NO APLICA
8028,0,NO APLICA
8029,0,NO APLICA
8030,0,NO APLICA
8031,0,NO APLICA
8032,1,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Chihuahua/wo89067.pdf
8033,0,NO APLICA
8034,0,NO APLICA
8035,97,NO IDENTIFICADO
8036,0,NO APLICA
8037,1,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Chihuahua/wo89067.pdf
8038,0,NO APLICA
8039,1,NO APLICA
8040,0,NO APLICA
8041,0,NO APLICA
8042,0,NO APLICA
8043,0,NO APLICA
8044,0,NO APLICA
8045,1,NO APLICA
8046,0,NO APLICA
8047,0,NO APLICA
8048,0,NO APLICA
8049,0,NO APLICA
8050,0,NO APLICA
8051,0,NO APLICA
8052,0,NO APLICA
8053,0,NO APLICA
8054,0,NO APLICA
8055,0,NO APLICA
8056,0,NO APLICA
8057,0,NO APLICA
8058,1,NO APLICA
8059,0,NO APLICA
8060,0,NO APLICA
8061,0,NO APLICA
8062,0,NO APLICA
8063,0,NO APLICA
8064,0,NO APLICA
8065,0,NO APLICA
8066,0,NO APLICA
8067,0,NO APLICA
9002,0,NO APLICA
9003,0,NO APLICA
9004,0,NO APLICA
9005,0,NO APLICA
9006,0,NO APLICA
9007,0,NO APLICA
9008,0,NO APLICA
9009,0,NO APLICA
9010,0,NO APLICA
9011,0,NO APLICA
9012,0,NO APLICA
9013,0,NO APLICA
9014,0,NO APLICA
9015,0,NO APLICA
9016,0,NO APLICA
9017,0,NO APLICA
10001,1,NO APLICA
10002,0,NO APLICA
10003,0,NO APLICA
10004,0,NO APLICA
10005,1,http://api-transparencia.durangocapital.gob.mx/?action=preview&uid=5c6a5a5e1a4cd8.85025136&key=2fe548d5ae881ccfbe2be3f5429d7852
10006,0,NO APLICA
10007,3,NO APLICA
10008,0,NO APLICA
10009,0,NO APLICA
10010,0,NO APLICA
10011,0,NO APLICA
10012,1,https://www.lerdo.gob.mx/transparencia2017/REGLAMENTOSMUNICIPIOHISTORICO/documentosreglamentossayto2017APARTADO1/REGLAMENTOHONORYJUSTICIAMAR2012.pdf
10013,0,NO APLICA
10014,0,NO APLICA
10015,0,NO APLICA
10016,0,NO APLICA
10017,0,NO APLICA
10018,0,NO APLICA
10019,0,NO APLICA
10020,0,NO APLICA
10021,0,NO APLICA
10022,0,NO APLICA
10023,1,NO APLICA
10024,0,NO APLICA
10025,0,NO APLICA
10026,0,NO APLICA
10027,0,NO APLICA
10028,0,NO APLICA
10029,0,NO APLICA
10030,0,NO APLICA
10031,0,NO APLICA
10032,0,NO APLICA
10033,0,NO APLICA
10034,1,NO APLICA
10035,0,NO APLICA
10036,0,NO APLICA
10037,0,NO APLICA
10038,0,NO APLICA
10039,0,NO APLICA
11001,1,https://conoceabasolo.gob.mx/aba/wp-content/uploads/2021/09/reglamento_del_consejo_de_honor_y_justicia_de_seguridad_publica.pdf
11002,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=67
11003,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11004,2,NO APLICA
11005,2,NO APLICA
11006,0,NO APLICA
11007,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11008,97,NO IDENTIFICADO
11009,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/descarga_file.php?nombre=Reglamento%20del%20Consejo%20de%20Honor%20y%20Justicia%20para%20la%20Instituci%C3%B3n%20Policial%20del%20Municipio%20de%20Comonfort%20(jul%202013).pdf&archivo=76c538125fc5c9ec6ad1d05650a57de5.pdf&id_archivo=4214
11010,97,NO IDENTIFICADO
11011,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11012,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=77
11013,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11014,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11015,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11016,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=81
11017,1,NO APLICA
11018,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11019,2,NO APLICA
11020,1,"https://apps.leon.gob.mx/aplicaciones/normasleyes/public/documentos/202205051005160.REGLAMENTO%20DEL%20HONOR%20Y%20JUSTICIA%20LE%C3%93N,%20GUANAJUATO.pdf?s_tip_id=&s_norm_nombre=honor"
11021,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11022,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=86
11023,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11024,0,NO APLICA
11025,1,http://purisimadelrincon.mx/transparencia/wp-content/uploads/REG-DEL-CONSEJO-DE-HONOR-Y-JUSTICIA-DE-LA-DIR.-DE-SEG.-PUBLICA-DEL-MPIO.-DE-PURISIMA-DEL-RINCON-GTO.pdf
11026,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11027,1,https://www.salamanca.gob.mx
11028,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11029,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=93
11030,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11031,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11032,1,NO APLICA
11033,1,"https://sanluisdelapaz-gto.com.mx/cdn/marco-juridico/el_consejo_de_honor_y_justicia_de_los_cuerpos_de_seguridad_publica_municipal_de_san_luis_de_la_paz_(feb_2015).pdf#:~:text=ART%C3%8DCULO%201.-El%20presente%20Reglamento%20tiene%20por%20objeto%20instaurar,de%20sus%20obligaciones%20o%20que%20beneficien%20a%20lasociedad."
11034,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=98
11035,0,NO APLICA
11036,1,NO APLICA
11037,1,https://silaodelavictoria.gob.mx/web/uploads/all/8c12c-reglamento-direccion-seguridad-publica.pdf
11038,97,NO IDENTIFICADO
11039,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11040,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=104
11041,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11042,1,https://cga-ssp.guanajuato.gob.mx/SSP/rm_doc/M_20170621163422.pdf
11043,1,NO APLICA
11044,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=108
11045,0,NO APLICA
11046,1,https://normatividadestatalymunicipal.guanajuato.gob.mx/archivos.php?arcid=110
12001,1,https://acapulco.gob.mx/transparencia/descargar.php?d=/transparencia/wp-content/uploads/marcojuridico/reglamentos/Reglamento_Consejo_de_Honor_y_Justicia.pdf
12002,0,NO APLICA
12003,0,NO APLICA
12004,0,NO APLICA
12005,0,NO APLICA
12006,0,NO APLICA
12007,0,NO APLICA
12008,0,NO APLICA
12009,0,NO APLICA
12010,0,NO APLICA
12011,2,NO APLICA
12012,0,NO APLICA
12013,0,NO APLICA
12014,0,NO APLICA
12015,0,NO APLICA
12016,0,NO APLICA
12017,0,NO APLICA
12018,0,NO APLICA
12019,0,NO APLICA
12020,0,NO APLICA
12021,1,NO APLICA
12022,0,NO APLICA
12023,0,NO APLICA
12024,0,NO APLICA
12025,0,NO APLICA
12026,0,NO APLICA
12027,0,NO APLICA
12028,1,NO APLICA
12029,1,NO APLICA
12030,0,NO APLICA
12031,0,NO APLICA
12032,0,NO APLICA
12033,0,NO APLICA
12034,0,NO APLICA
12035,3,NO APLICA
12036,0,NO APLICA
12037,0,NO APLICA
12038,1,NO APLICA
12039,0,NO APLICA
12040,0,NO APLICA
12041,0,NO APLICA
12042,0,NO APLICA
12043,0,NO APLICA
12044,0,NO APLICA
12045,0,NO APLICA
12046,0,NO APLICA
12047,0,NO APLICA
12048,0,NO APLICA
12049,0,NO APLICA
12050,0,NO APLICA
12051,3,NO APLICA
12052,0,NO APLICA
12053,2,NO APLICA
12054,0,NO APLICA
12055,0,NO APLICA
12056,0,NO APLICA
12057,0,NO APLICA
12058,0,NO APLICA
12059,0,NO APLICA
12060,0,NO APLICA
12061,0,NO APLICA
12062,0,NO APLICA
12063,0,NO APLICA
12064,0,NO APLICA
12065,0,NO APLICA
12066,0,NO APLICA
12067,0,NO APLICA
12068,0,NO APLICA
12069,0,NO APLICA
12070,0,NO APLICA
12071,0,NO APLICA
12072,0,NO APLICA
12073,0,NO APLICA
12074,0,NO APLICA
12075,0,NO APLICA
12076,0,NO APLICA
12077,0,NO APLICA
12078,0,NO APLICA
12079,0,NO APLICA
12080,0,NO APLICA
12081,0,NO APLICA
12082,0,NO APLICA
12083,0,NO APLICA
12084,0,NO APLICA
12085,0,NO APLICA
13001,0,NO APLICA
13002,0,NO APLICA
13003,2,NO APLICA
13004,0,NO APLICA
13005,2,NO APLICA
13006,0,NO APLICA
13007,0,NO APLICA
13008,1,https://periodico.hidalgo.gob.mx/?tribe_events=Periodico-Oficial-Ordinario-0-del-22-de-enero-de-2018
13009,0,NO APLICA
13010,1,NO APLICA
13011,0,NO APLICA
13012,0,NO APLICA
13013,0,NO APLICA
13014,0,NO APLICA
13015,3,NO APLICA
13016,1,https://www.dof.gob.mx/nota_detalle.php?codigo=5644454&fecha=03/03/2022#gsc.tab=0
13017,0,NO APLICA
13018,0,NO APLICA
13019,0,NO APLICA
13020,0,NO APLICA
13021,0,NO APLICA
13022,0,NO APLICA
13023,0,NO APLICA
13024,2,NO APLICA
13025,0,NO APLICA
13026,0,NO APLICA
13027,0,NO APLICA
13028,1,https://huejutla.gob.mx/transparencia/huejutla/ayuntamiento_69_I_210806130327_09-reglamento-del-servicio-profesional-de-carrera-policial-para-la-sercretaria-de-seguridad-y-publica-y-transito.pdf
13029,0,NO APLICA
13030,1,NO APLICA
13031,0,NO APLICA
13032,0,NO APLICA
13033,2,NO APLICA
13034,0,NO APLICA
13035,0,NO APLICA
13036,0,NO APLICA
13037,0,NO APLICA
13038,1,https://www.mineraldelchico.gob.mx/images/LEYES/Reglamento__de_la_Comisi%C3%B3n_de_Honor_y_Justicia.pdf
13039,0,NO APLICA
13040,0,NO APLICA
13041,0,NO APLICA
13042,0,NO APLICA
13043,0,NO APLICA
13044,0,NO APLICA
13045,0,NO APLICA
13046,0,NO APLICA
13047,0,NO APLICA
13048,1,https://datos.pachuca.gob.mx/transparencia/4/PDFS/Reglamento_honoryjusticia.pdf
13049,0,NO APLICA
13050,0,NO APLICA
13051,1,NO APLICA
13052,0,NO APLICA
13053,0,NO APLICA
13054,1,https://periodico.hidalgo.gob.mx/?p=37647
13055,2,NO APLICA
13056,1,http://santiagotulantepec.hidalgo.gob.mx/transparencia/leyGeneral/Art69/FraccionINormatividad/Reglamento%20de%20la%20Comisi%C3%B3n%20de%20Honor%20y%20Justicia%20para%20la%20Direcci%C3%B3n%20de%20Seguridad%20P%C3%BAblica%20y%20Tr%C3%A1nsito.pdf
13057,0,NO APLICA
13058,3,NO APLICA
13059,0,NO APLICA
13060,0,NO APLICA
13061,0,NO APLICA
13062,3,NO APLICA
13063,1,https://periodico.hidalgo.gob.mx/?tribe_events=periodico-oficial-alcance-1-del-23-de-septiembre-de-2019
13064,0,NO APLICA
13065,0,NO APLICA
13066,0,NO APLICA
13067,0,NO APLICA
13068,0,NO APLICA
13069,1,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Hidalgo/Todos%20los%20Municipios/wo120806.pdf
13070,0,NO APLICA
13071,0,NO APLICA
13072,0,NO APLICA
13073,0,NO APLICA
13074,0,NO APLICA
13075,3,NO APLICA
13076,1,https://www.tula.gob.mx/TRANSPARENCIA-69-nuevo/01-normatividad/archivos/58-RSPCPMTA-2014-05-12.pdf
13077,1,https://periodico.hidalgo.gob.mx/?tribe_events=Periodico-Oficial-Ordinario-0-del-25-de-junio-de-2018
13078,1,NO APLICA
13079,0,NO APLICA
13080,1,http://periodico.hidalgo.gob.mx/?tribe_events=Periodico-Oficial-Alcance-7-del-13-de-septiembre-de-2021
13081,0,NO APLICA
13082,0,NO APLICA
13083,3,NO APLICA
13084,0,NO APLICA
14001,2,NO APLICA
14002,2,NO APLICA
14003,3,NO APLICA
14004,0,NO APLICA
14005,0,NO APLICA
14006,0,NO APLICA
14007,0,NO APLICA
14008,1,https://arandas.gob.mx/Transparencia/Articulo%208/Fracci%C3%B3n%20II/D.%20Los%20reglamentos%20federales%2C%20estatales%20y%20municipales/Reglamentos/2018%20REGLAMENTO%20INTERNO%20DE%20LA%20COMISAR%C3%8DA%20DE%20SEGURIDAD%20P%C3%9ABLICA%20DE%20ARANDAS%20JALISCO.pdf
14009,0,NO APLICA
14010,0,NO APLICA
14011,0,NO APLICA
14012,0,NO APLICA
14013,2,NO APLICA
14014,0,NO APLICA
14015,1,NO APLICA
14016,0,NO APLICA
14017,0,NO APLICA
14018,1,https://drive.google.com/file/d/1Id73X7O1MZh5zpTZkKDz6VUYBhUrw00m/view
14019,0,NO APLICA
14020,1,NO APLICA
14021,2,NO APLICA
14022,1,NO APLICA
14023,1,NO APLICA
14024,0,NO APLICA
14025,0,NO APLICA
14026,0,NO APLICA
14027,0,NO APLICA
14028,0,NO APLICA
14029,0,NO APLICA
14030,0,NO APLICA
14031,2,NO APLICA
14032,0,NO APLICA
14033,2,NO APLICA
14034,0,NO APLICA
14035,0,NO APLICA
14036,0,NO APLICA
14037,1,NO APLICA
14038,1,http://congresomich.gob.mx/file/REG-de-la-CHJ-de-la-SSP_reforma22.pdf
14039,1,https://transparencia.guadalajara.gob.mx/sites/default/files/reglamentos/Reg.VigilarActuacionElementosOperativosComisariaGuadalajara.pdf
14040,0,NO APLICA
14041,0,NO APLICA
14042,0,NO APLICA
14043,0,NO APLICA
14044,0,NO APLICA
14045,0,NO APLICA
14046,2,NO APLICA
14047,1,NO APLICA
14048,0,NO APLICA
14049,0,NO APLICA
14050,1,NO APLICA
14051,0,NO APLICA
14052,2,NO APLICA
14053,1,NO APLICA
14054,0,NO APLICA
14055,0,NO APLICA
14056,0,NO APLICA
14057,0,NO APLICA
14058,2,NO APLICA
14059,1,NO APLICA
14060,0,NO APLICA
14061,0,NO APLICA
14062,2,NO APLICA
14063,1,http://transparencia.ocotlan.gob.mx
14064,0,NO APLICA
14065,1,https://www.pihuamo.gob.mx
14066,2,NO APLICA
14067,1,NO APLICA
14068,2,NO APLICA
14069,0,NO APLICA
14070,1,https://elsalto.gob.mx/portal-api/public/transparencia/docs/1625601939413.pdf
14071,0,NO APLICA
14072,2,NO APLICA
14073,0,NO APLICA
14074,0,NO APLICA
14075,0,NO APLICA
14076,0,NO APLICA
14077,1,NO APLICA
14078,1,https://sanmiguelelalto.gob.mx/sistema/v2/uploads/actas/d50e_reglamento-del-gobierno-y-la-administracion-publica-municipal-de-san-miguel-el-alto-jalisco.pdf
14079,0,NO APLICA
14080,0,NO APLICA
14081,0,NO APLICA
14082,1,NO APLICA
14083,2,NO APLICA
14084,1,https://solucionarchivos.com/talpa/loader?id=1w2upcT1GmswsFT2uJqstvyCnBNMNmEEc
14085,0,NO APLICA
14086,0,NO APLICA
14087,3,NO APLICA
14088,0,NO APLICA
14089,0,NO APLICA
14090,0,NO APLICA
14091,0,NO APLICA
14092,0,NO APLICA
14093,1,https://tepatitlan.gob.mx/transparencia1821/documentos/cimtra/
14094,0,NO APLICA
14095,0,NO APLICA
14096,3,NO APLICA
14097,3,NO APLICA
14098,1,https://www.tlaquepaque.gob.mx/area_de_interes/area_de_interes_posts?id_categoria=10&id_subcategoria=47&pagina=5
14099,2,NO APLICA
14100,1,NO APLICA
14101,1,HTTPS://TRANSPARENCIA.TONALA.GOB.MX/COMISION-DE-HONOR-Y-JUSTICIA-2021-2024/
14102,0,NO APLICA
14103,0,NO APLICA
14104,0,NO APLICA
14105,2,NO APLICA
14106,0,NO APLICA
14107,0,NO APLICA
14108,0,NO APLICA
14109,2,NO APLICA
14110,3,NO APLICA
14111,0,NO APLICA
14112,1,NO APLICA
14113,0,NO APLICA
14114,0,NO APLICA
14115,1,https://transparenciasitgej.jalisco.gob.mx/api/api/banco_archivos/25133/downloadWeb
14116,0,NO APLICA
14117,1,https://transparenciasitgej.jalisco.gob.mx/api/api/banco_archivos/40477/downloadWeb
14118,0,NO APLICA
14119,0,NO APLICA
14120,1,https://servicios.zapopan.gob.mx:8000/wwwportal/publicfiles/descargasEnlaces/10-2020/Reglamento%20Interno%20de%20la%20Comisi%C3%B3n%20de%20Honor%20y%20Justicia%20de%20la%20Comisar%C3%ADa%20General%20de%20Seguridad%20P%C3%BAblica..pdf
14121,1,NO APLICA
14122,3,NO APLICA
14123,0,NO APLICA
14124,1,NO APLICA
14125,0,NO APLICA
15001,2,NO APLICA
15002,0,NO APLICA
15003,1,NO APLICA
15004,0,NO APLICA
15005,2,NO APLICA
15006,1,NO APLICA
15007,0,NO APLICA
15008,0,NO APLICA
15009,1,NO APLICA
15010,2,NO APLICA
15011,1,NO APLICA
15012,2,NO APLICA
15013,1,https://atizapan.gob.mx/wp-content/uploads/2021/05/GACETA-173-1.pdf
15014,2,NO APLICA
15015,0,NO APLICA
15016,2,NO APLICA
15017,1,NO APLICA
15018,2,NO APLICA
15019,3,NO APLICA
15020,2,NO APLICA
15021,1,NO APLICA
15022,0,NO APLICA
15023,1,https://www.coyotepec.gob.mx/contenidos/coyotepec/docs/223_46-reglamento-interno-de-la-comision-de-honor-y-justicia-2022_2343232033.pdf
15024,1,NO APLICA
15025,0,NO APLICA
15026,0,NO APLICA
15027,3,NO APLICA
15028,3,NO APLICA
15029,2,NO APLICA
15030,2,NO APLICA
15031,1,https://legislacion.edomex.gob.mx/sites/legislacion.edomex.gob.mx/files/files/pdf/ley/vig/leyvig015.pdf
15032,0,NO APLICA
15033,3,NO APLICA
15034,2,NO APLICA
15035,2,NO APLICA
15036,2,NO APLICA
15037,1,NO APLICA
15038,9,NO IDENTIFICADO
15039,1,NO APLICA
15040,3,NO APLICA
15041,0,NO APLICA
15042,2,NO APLICA
15043,1,https://legislacion.edomex.gob.mx/sites/legislacion.edomex.gob.mx/files/files/pdf/ley/vig/leyvig015.pdf
15044,9,NO IDENTIFICADO
15045,2,NO APLICA
15046,0,NO APLICA
15047,1,NO APLICA
15048,1,https://legislacion.edomex.gob.mx/sites/legislacion.edomex.gob.mx/files/files/pdf/ley/vig/leyvig015.pdf
15049,9,NO IDENTIFICADO
15050,1,https://legislacion.edomex.gob.mx/sites/legislacion.edomex.gob.mx/files/files/pdf/rgl/vig/rglvig099.pdf
15051,1,NO APLICA
15052,1,NO APLICA
15053,3,NO APLICA
15054,1,NO APLICA
15055,2,NO APLICA
15056,0,NO APLICA
15057,1,https://naucalpan.gob.mx/wp-content/uploads/2020/07/16-.-REGLAMENTO-INTERNO-DE-LA-COMISION-DE-HONOR-Y-JUSTICIA-DE-LA-DIRECCION-GENERAL-DE-SEGURIDAD-CIUDADANA-TRANSITO-Y-PROTECCION-CIVIL-DEL-H.-AYUNTAMIENTO-DE-NAUCALPAN-DE-JUAREZ-MEX-1.pdf
15058,1,NO APLICA
15059,3,NO APLICA
15060,9,NO IDENTIFICADO
15061,1,NO APLICA
15062,2,NO APLICA
15063,0,NO APLICA
15064,9,NO IDENTIFICADO
15065,3,NO APLICA
15066,1,NO APLICA
15067,1,https://legislacion.edomex.gob.mx/sites/legislacion.edomex.gob.mx/files/files/pdf/ley/vig/leyvig015.pdf
15068,1,NO APLICA
15069,1,NO APLICA
15070,2,NO APLICA
