ubicageo_f,numeral,nombre1,colonia1,latitud1,longitu1,correo1,telefo1
2001,1,ESTACION CENTRAL,OBRERA,31.868382,-116.613721,SDIRECTORDSPM@ENSENADA.GOB.MX,6461823000
2001,2,SUR,EX EJIDO CHAPULTEPEC,31.783802,-116.581405,ESUR@ENSENADA.GOB.MX,6461548724
2001,3,PUNTABANDA,PUNTA BANDA I,31.830106,-116.602910,PUNTABANDA@ENSENADA.GOB.MX,6461767814
2001,4,ORIENTE,FRACCIONAMIENTO MAR,31.875777,-116.566676,EORIENTE@ENSENADA.GOB.MX,6461200966
2001,5,17 DE ABRIL,17 DE ABRIL,31.873919,-116.562222,EORIENTE@ENSENADA.GOB.MX,6461200967
2001,6,CENTRO,ZONA CENTRO,31.866587,-116.628658,ECENTRO@ENSENADA.GOB.MX,6461784941
2001,7,NORTE,EJIDO RUIZ CORTINEZ,31.893230,-116.583117,ESTACIONNORTE777@GMAIL.COM,6461780447
2001,8,PONIENTE,LOS ENCINOS,31.904530,-116.596589,ESTACIONENCINOS2@GMAIL.COM,6461826009
2001,9,LOMA LINDA,LOMA LINDA,31.882941,-116.629549,ELOMALINDA@ENSENADA.GOB.MX,6461780501
2001,10,COP,ZONA CENTRO,31.866587,-116.628658,COP@ENSENADA.GOB.MX,6461788645
2002,1,COMANDANCIA CENTRAL,EX-EJIDO XOCHIMILCO,32.610242,-115.478267,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 5 8 1 2 0 0
2002,2,ESTACION CARBAJAL,CARBAJAL,32.618161,-115.429121,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 8 9 4 2 1
2002,3,ESTACION HIDALGO,HIDALGO,32.610588,-115.444609,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 7 2 8 3 3
2002,4,ESTACION INDEPENDENCIA,INDEPENDENCIA,32.631747,-115.431929,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 6 1 4 3 8
2002,5,ESTACION LOMAS ALTAS,BUENOS AIRES,32.566627,-115.478308,DSPM.MEXICALI@GMAIL.COM,68 6 8 4 4 0 5 0 8
2002,6,ESTACION VILLAS DEL SOL,VILLAS DEL SOL,32.608915,-115.452509,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 6 9 0 0 6
2002,7,SUBCOMANDANCIA NOROESTE - ZONA CENTRO,ZONA CENTRO,32.658765,-115.492748,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 4 1 0 9 2
2002,8,ESTACION INDUSTRIAL,INDUSTRIAL,32.656582,-115.461586,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 4 7 9 5 8
2002,9,ESTACION BAJA CALIFORNIA,BAJA CALIFORNIA,32.656886,-115.516003,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 3 9 9 1 9
2002,10,ESTACION ESPERANZA,NUEVA ESPERANZA,32.647135,-115.494022,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 7 7 0 9 0
2002,11,SUBCOMANDANCIA NORESTE,FLORES MAGÓN,32.664354,-115.378847,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 8 1 2 0 0
2002,12,ESTACION PRIMERO DE DICIEMBRE,PRIMERO DE DICIEMBRE,32.646265,-115.442525,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 4 9 1 3 0
2002,13,ESTACION MIRAFLORES,MIRAFLORES,32.649031,-115.419710,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 7 2 8 3 3
2002,14,ESTACION PIMSA,PARQUE INDUSTRIAL,32.668825,-115.408998,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 6 1 5 3 4
2002,15,SUBCOMANDANCIA ESTE,GONZALEZ ORTEGA,32.587363,-115.400528,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 3 5 6 1 7
2002,16,ESTACION ANGELES DE PUEBLA,VALLE DEL PEDREGAL,32.576771,-115.356565,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 2 0 6 3 8
2002,17,ESTACION ROBLEDO,ROBLEDO,32.577460,-115.402156,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 3 4 6 7 0
2002,18,ESTACION RIVERA CAMPESTRE,RIVERA CAMPESTRE,32.581702,-115.431274,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 1 4 5 0 5
2002,19,ESTACION PASEOS DEL SOL,PASEOS DEL SOL,32.612558,-115.401639,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 1 3 4 1 9
2002,20,ESTACION OASIS,OASIS CAMPESTRE,32.612068,-115.321799,DSPM.MEXICALI@GMAIL.COM,68 6 5 9 1 1 0 2 7
2002,21,ESTACION CARRANZA,VENUSTIANO CARRANZA,32.608245,-115.413866,DSPM.MEXICALI@GMAIL.COM,68 6 5 8 0 0 9 6 8
2002,22,ESTACION BUGAMBILIAS,BUGAMBILIAS,32.599246,-115.375751,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 2 9 8 6 0
2002,23,SUBCOMANDANCIA OESTE,LOS MILAGROS,32.621453,-115.573062,DSPM.MEXICALI@GMAIL.COM,68 6 5 6 8 0 7 1 1
2002,24,ESTACION BARCELONA,BARCELONA,32.604473,-115.494126,DSPM.MEXICALI@GMAIL.COM,68 6 8 3 9 8 8 7 1
2002,25,ESTACION LUCIO BLANCO,LUCIO BLANCO,32.606875,-115.498047,DSPM.MEXICALI@GMAIL.COM,68 6 8 3 9 8 7 7 6
2002,26,ESTACION MAYOS,LUIS DONALDO COLOSIO,32.654705,-115.525937,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 4 0 5 3 8
2002,27,ESTACION NACIONALISTA,NACIONALISTA,32.634258,-115.520653,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 6 7 6 1 1
2002,28,ESTACION PAPAGO,PAPAGO,32.614591,-115.510074,DSPM.MEXICALI@GMAIL.COM,68 6 5 5 5 5 8 3 0
2002,29,ESTACION VIRREYES,FRACC. VIRREYES,32.622448,-115.512532,DSPM.MEXICALI@GMAIL.COM,68 6 2 3 5 6 6 6 9
2002,30,COMANDANCIA VALLE SUR -GUADALUPE VICTORIA,EJIDO GUADALUPE VICTORIA,32.265540,-115.111120,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 1 6 4 1 3 4
2002,31,JEFATURA CARRANZA,EJIDO OVIEDO MOTA REACOMODO,32.239875,-115.164664,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 1 6 6 3 3 1
2002,32,JEFATURA CERRO PRIETO,EJIDO CERRO PRIETO,32.472112,-115.311006,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 2 2 4 2 4 5
2002,33,JEFATURA COLONIAS NUEVAS,EJIDO COLONIAS NUEVAS,32.194945,-115.001174,DSPM.MEXICALI@GMAIL.COM,6 5 3 5 1 5 3 9 5 1
2002,34,JEFATURA DELTA,EJIDO DELTA,32.355913,-115.196215,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 2 3 2 2 6 2
2002,35,JEFATURA NAYARIT,EJIDO NAYARIT,32.314016,-115.248017,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 2 3 4 3 1 4
2002,36,JEFATURA NUEVO LEON,EJIDO NUEVO LEÓN,32.410646,-115.190272,DSPM.MEXICALI@GMAIL.COM,6 8 6 5 2 3 0 5 8 5
2002,37,JEFATURA TOLUCA,EJIDO TOLUCA,32.430025,-115.084453,DSPM.MEXICALI@GMAIL.COM,6 5 8 5 1 6 8 4 3 6
2002,38,SUBCOMANDANCIA VALLE NORTE -ALGODONES,EJIDO BATAQUEZ,32.552002,-115.065802,DSPM.MEXICALI@GMAIL.COM,6 5 8 5 1 4 2 9 1 7
2002,39,JEFATURA BATAQUEZ,EJIDO VICENTE GUERRERO,32.715533,-114.734237,DSPM.MEXICALI@GMAIL.COM,6 5 8 5 1 7 3 1 9 9
2002,40,JEFATURA BENITO JUAREZ,EJIDO BENITO JUAREZ,32.570241,-115.000452,DSPM.MEXICALI@GMAIL.COM,6 5 8 5 1 7 4 0 5 0
2002,41,JEFATURA CIUDAD MORELOS,EJIDO MORELOS,32.631582,-114.864740,DSPM.MEXICALI@GMAIL.COM,6 5 8 5 1 4 7 9 9 5
2002,42,JEFATURA HECHICERA,EJIDO HECHICERA,32.552296,-115.154293,DSPM.MEXICALI@GMAIL.COM,65 8 5 1 4 2 1 2 5
2002,43,JEFATURA HERMOSILLO,EJIDO HERMOSILLO,32.512364,-114.918598,DSPM.MEXICALI@GMAIL.COM,65 8 5 1 7 8 3 6 9
2002,44,JEFATURA SINALOA,EJIDO SINALOA,32.546261,-115.271348,DSPM.MEXICALI@GMAIL.COM,68 6 5 2 2 2 2 8 8
2003,1,DIRECCION DE SEGURIDAD CIUDADANA,ESTEBAN CANTU,32.574640,-116.618500,TECATEUDAI@GMAIL.COM,6651134472
2004,1,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,MARRON,32.522760,-117.020320,SUBTECNICA.SSPCM@GMAIL.COM,664688 5541
2004,2,DIRECCION GENERAL DE POLICIA Y TRANSITO MUNICIPAL,CIUDAD INDUSTRIAL,32.541960,-116.912700,SUBTECNICA.SSPCM@GMAIL.COM,6649791885
2004,3,COMANDANCIA REGIONAL SUR,CAÑADA VERDE,32.480101,-116.989870,SUBTECNICA.SSPCM@GMAIL.COM,6646228705
2004,4,DISTRITOS ZONA CENTRO,ZONA NORTE,32.539960,-117.047809,SUBTECNICA.SSPCM@GMAIL.COM,"6646883848
6649737000"
2004,5,DISTRITOS PLAYAS DE TIJUANA,SECCION JARDINES,32.522490,-117.112350,SUBTECNICA.SSPCM@GMAIL.COM,6646316845
2004,6,DISTRITO SAN ANTONIO DE LOS BUENOS,TERRAZAS DEL RUBI,32.480430,-117.032130,SUBTECNICA.SSPCM@GMAIL.COM,6646356125
2004,7,DISTRITO MESA DE OTAY,ALTABRISA,32.529490,-116.979050,SUBTECNICA.SSPCM@GMAIL.COM,6646474204
2004,8,DISTRITO LA PRESA ABELARDO L RODRIGUEZ,VILLA FONTANA XIII SECCION,32.505060,-116.866360,SUBTECNICA.SSPCM@GMAIL.COM,6646278745
2004,9,DISTRITO LOS PINOS,LA PRESA ALR,32.447970,-116.909380,SUBTECNICA.SSPCM@GMAIL.COM,"6646236098
6646828316"
2004,10,DISTRITO PRESA RURAL,EL REFUGIO,32.458580,-116.821970,SUBTECNICA.SSPCM@GMAIL.COM,6649716642
2004,11,DISTRITO CENTENARIO,CIUDAD INDUSTRIAL,32.537920,-116.922269,SUBTECNICA.SSPCM@GMAIL.COM,6646472647
2004,12,DISTRITO CERRO COLORADO,AZTECA,32.467210,-116.911960,SUBTECNICA.SSPCM@GMAIL.COM,664 6259378
2004,13,DISTRITO NATURA,NATURA SECCION BOSQUES,32.375230,-116.934150,SUBTECNICA.SSPCM@GMAIL.COM,"664 5247060
664 5263825"
2004,14,DISTRITO SANTA FE,PORTICOS DE SAN ANTONIO,32.439310,-117.043040,SUBTECNICA.SSPCM@GMAIL.COM,6642622236
2004,15,DISTRITO FLORIDO MARIANO,CAÑADAS DEL FLORIDO,32.472210,-116.850550,SUBTECNICA.SSPCM@GMAIL.COM,6642866967
2004,16,SECCION TRANSITO,ZONA NORTE,32.540060,-117.047989,SUBTECNICA.SSPCM@GMAIL.COM,664 547 3388
2004,17,SECCION HECHOS DE TRANSITO,ZONA NORTE,32.537530,-117.034060,SUBTECNICA.SSPCM@GMAIL.COM,6644394209
2004,18,UNIDAD CANINA,TERCERA ETAPA DEL RIO,32.500130,-116.934416,SUBTECNICA.SSPCM@GMAIL.COM,6647785107
2004,19,DISTRITO LA MESA,CAÑADA VERDE,32.480780,-116.989710,SUBTECNICA.SSPCM@GMAIL.COM,6646885541
2004,20,DISTRITO SANCHEZ TABOADA,CAÑADA VERDE,32.480820,-116.989840,SUBTECNICA.SSPCM@GMAIL.COM,6646885541
2004,21,POLICIA TURISTICA,ZONA CENTRO,32.539570,-117.037420,SUBTECNICA.SSPCM@GMAIL.COM,"6646883848
6649737000"
2005,1,SECRETARIA DE SEGURIDAD CIUDADANA,AMPLIACION BENITO JUAREZ,32.392840,-117.048010,SSC.ROSARITO@HOTMAIL.COM,661 6149600
2005,2,DIRECCION DE PLANEACION PREVENCION Y COMBATE AL DELITO DE LA SECRETARIA DE SEGURIDAD CIUDADANA,CHULA VISTA,32.362760,-117.051870,SUB.OPERATIVODSPM@GMAIL.COM,661 6149600
2005,3,SUB COMANDANCIA DEL SECTOR DE PRIMO TAPIA,PRIMO TAPIA,32.226150,-116.919630,SUB.OPERATIVODSPM@GMAIL.COM,661 6149600
2006,1,CAMALU,CAMALÚ,30.842561,-116.062359,DELEGACIONCAMALU@GMAIL.COM,6161654451
2006,2,VICENTE GUERRERO,VICENTE GUERRERO,30.725883,-115.988889,ESTACIONVTEGRO@OUTLOOK.COM,6161662034
2006,3,SAN QUINTIN,SAN QUINTIN,30.556250,-115.939860,BARANDILLASQ@HOTMAIL.COM,6161652034
2006,4,EL ROSARIO,EL ROSARIO,30.063830,-115.721050,SSPMELROSARIO@HOTMAIL.COM,6161668858
2006,5,EL MARMOL,EL MARMOL,29.734420,-114.724889,ELMARMOLDSPM2020@GMAIL.COM,6161653577
2006,6,BAHIA DE LOS ANGELES,BAHIA DE LOS ANGELES,28.948150,-113.560470,SUB.ESTACIONBAHIADELOSANGELES@GMAIL.COM,NO APLICA
2006,7,PUNTA PRIETA,PUNTA PRIETA,28.928350,-114.154347,NO APLICA,NO APLICA
2006,8,VILLA JESUS MARIA,VILLA DE JESUS MARIA,28.280910,-114.001430,COMANDANCIAVILLAJESUSMARIA@GMAIL.COM,6161653577
2007,1,COMANDANCIA SAN FELIPE,ZONA CENTRO,31.015944,-114.840261,COMANDANCIA@SANFELIPE.GOB.MX,6865771134
3001,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA POLICIA PREVENTIVA Y TRANSITO MUNICIPAL,CENTRO,25.039746,-111.671326,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,2,COMANDANCIA CD INSURGENTES,CD INSURGENTES,25.154802,-111.463720,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,3,COMANDANCIA VILLA MORELOS,VILLA MORELOS,24.931750,-111.626790,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,4,COMANDANCIA LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,25.192268,-112.114760,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,5,COMANDANCIA PUERTO SAN CARLOS,PUERTO SAN CARLOS,24.790200,-112.108650,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,6,COMANDANCIA DE IGNACIO ZARAGOZA,IGNACIO ZARAGOZA,25.397157,-111.842434,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,7,COMANDANCIA DE LA POZA,LA POZA GRANDE,25.770283,-112.025230,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,8,COMANDANCIA DE BENITO JUAREZ,BENITO JUAREZ,25.035090,-111.674550,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,9,COMANDANCIA DE LAS BARRANCAS,LAS BARRANCAS,26.001820,-112.197511,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,10,COMANDANCIA DE LA PURISIMA,LA PURISIMA,26.185930,-112.076797,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,11,COMANDANCIA DE SAN ISIDRO,SAN ISIDRO,25.249376,-111.776568,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3001,12,COMANDANCIA DE SAN JUANICO,SAN JUANICO,26.257301,-112.480890,DIRECCIONSSPCOMONDU@HOTMAIL.COM,6131326883
3002,1,COMANDANCIA SANTA ROSALIA,SANTA ROSALIA,27.352539,-112.273600,NO APLICA,NO APLICA
3002,2,COMANDANCIA GUERRERO NEGRO,GUERRERO NEGRO,27.973710,-114.039630,NO APLICA,NO APLICA
3002,3,COMANDANCIA DE VIZCAINO,VIZCAINO,27.603530,-113.575230,NO APLICA,NO APLICA
3002,4,COMANDANCIA DE BAHIA TORTUGA,BAHIA TORTUGA,27.697790,-114.900890,NO APLICA,NO APLICA
3002,5,COMANDANCIA DE SAN IGNACIO,SAN IGNACIO,27.282680,-112.895480,NO APLICA,NO APLICA
3002,6,COMANDANCIA DE BAHIA ASUNCION,BAHIA ASUNCION,27.142350,-114.297840,NO APLICA,NO APLICA
3002,7,COMANDANCIA DE MULEGE,SANTA ROSALIA,27.326040,-112.262100,NO APLICA,NO APLICA
3002,8,COMANDANCIA DE BOCANA,MULEGE,26.802820,-113.710870,NO APLICA,NO APLICA
3002,9,COMANDANCIA DE PUNTA ABREOJOS,PUNTA ABREOJOS,26.723300,-113.571520,NO APLICA,NO APLICA
3002,10,COMANDANCIA DE SAN LUCAS,EJIDO SAN LUCAS,27.223330,-112.225439,NO APLICA,NO APLICA
3002,11,COMANDANCIA DE SAN BRUNO,SAN BRUNO,27.161410,-112.160470,NO APLICA,NO APLICA
3002,12,COMANDANCIA DE SAN JOSE DE MAGDALENA,SAN JOSE DE MAGDALENA,27.061720,-112.236650,NO APLICA,NO APLICA
3002,13,COMANDANCIA DE ISLA SAN MARCOS,SAN MARCOS,27.242939,-112.087220,NO APLICA,NO APLICA
3002,14,COMANDANCIA DE BONFIL,ALFREDO BONFIL,27.381290,-112.436625,NO APLICA,NO APLICA
3002,15,COMANDANCIA DE PALO VERDE,PALO VERDE,27.031889,-112.083230,NO APLICA,NO APLICA
3003,1,SECTOR CENTRAL CENTRO DE DETENCIONES,EMILIANO ZAPATA,24.132691,-110.318411,NO APLICA,NO APLICA
3003,2,BELLA VISTA,BELLAVISTA,24.130061,-110.305891,NO APLICA,NO APLICA
3003,3,NAVARRO RUBIO,NAVARRO RUBIO,24.158665,-110.295239,NO APLICA,NO APLICA
3003,4,20 DE NOVIEMBRE,20 DE NOVIEMBRE,24.137256,-110.287837,NO APLICA,NO APLICA
3003,5,LEGASPY,LA RINCONADA,24.134829,-110.296587,NO APLICA,NO APLICA
3003,6,CIVILIZADORES,CIVILIZADORES,24.122912,-110.325989,NO APLICA,NO APLICA
3003,7,DIANA LAURA,DIANA LAURA,24.083919,-110.313852,NO APLICA,NO APLICA
3003,8,CAMINO REAL,CAMINO REAL,24.055966,-110.298504,NO APLICA,6121962061
3003,9,CENTENARIO,EJIDO EL CENTENARIO,24.102399,-110.412976,NO APLICA,NO APLICA
3003,10,SAN PEDRO,DELEGACION SAN PEDRO,23.924165,-110.263830,NO APLICA,NO APLICA
3003,11,CARRIZAL,EJIDO EL CARRIZAL,23.785305,-110.313013,NO APLICA,NO APLICA
3003,12,TODOS SANTOS,CENTRO,24.450549,-110.225077,NO APLICA,NO APLICA
3003,13,SAN ANTONIO,SAN ANTONIO,23.805144,-110.058212,NO APLICA,NO APLICA
3003,14,EL SARGENTO,EL SARGENTO,24.081857,-109.993177,NO APLICA,NO APLICA
3003,15,LOS PLANES,SAN JUAN DE LOS PLANES,23.967099,-109.934148,NO APLICA,NO APLICA
3003,16,LOS BARRILES,DELEGACION LOS BARRILES,23.680611,-109.704577,NO APLICA,NO APLICA
3003,17,LAS POCITAS,DELEGACION LAS POCITAS,24.393776,-110.107147,NO APLICA,NO APLICA
3003,18,LA FUENTE,LA FUENTE,24.064850,-110.304281,NO APLICA,NO APLICA
3003,19,CENTRO HISTORICO,ZONA CENTRO,24.158611,-110.315511,NO APLICA,NO APLICA
3003,20,PESCADERO,SUBDELEGACION PESCADERO,23.365079,-110.166939,NO APLICA,NO APLICA
3008,1,DIRECCION GENERAL SAN JOSE DEL CABO,GUAYMITAS,23.076140,-109.707460,NO APLICA,6241457450
3008,2,COMANDANCIA MAGISTERIAL,MAGISTERIAL,23.053770,-109.706280,NO APLICA,6241232736
3008,3,SUBCOMANDANCIA LOMAS DEL ROSARITO,ROSARITO,23.073660,-109.710972,NO APLICA,6241309844
3008,4,COMANDANCIA VISTA HERMOSA,VISTA HERMOSA,23.102710,-109.729930,NO APLICA,NO APLICA
3008,5,COMANDANCIA SAN JOSE VIEJO,SAN JOSE VIEJO,23.117020,-109.711140,NO APLICA,NO APLICA
3008,6,COMANDANCIA LA PLAYA,EL RINCON DE LA PLAYA,23.068330,-109.668110,NO APLICA,NO APLICA
3008,7,COMANDANCIA DELEGACIONAL CABO SAN LUCAS,CANGREJOS,22.919910,-109.971110,NO APLICA,6241467600
3008,8,COMANDANCIA MEDANO,CENTRO,22.890010,-109.909150,NO APLICA,6241433977
3008,9,COMANDANCIA POLICIA TURISTICA,CENTRO,22.890010,-109.909150,NO APLICA,6241046843
3008,10,COMANDANCIA AURORA,AURORAS,22.893750,-109.937430,NO APLICA,6241439591
3008,11,SUBCOMANDANCIA 4 DE MARZO,4 DE MARZO,22.890579,-109.933857,NO APLICA,NO APLICA
3008,12,SUBCOMANDANCIA LOMAS DEL SOL,LOMAS DEL SOL,22.915940,-109.928590,NO APLICA,6241468600
3008,13,SUBCOMANDANCIA MESA COLORADA,MEZA COLORADA,22.938990,-109.933380,NO APLICA,NO APLICA
3008,14,COMANDANCIA DELEGACIONAL MIRAFLORES,DELEGACION DE MIRAFLORES,23.366570,-109.777860,NO APLICA,6241735061
3008,15,COMANDANCIA DELEGACIONAL SANTIAGO,DELEGACION DE SANTIAGO,23.480870,-109.713310,NO APLICA,6241302028
3008,16,SUBCOMANDANCIA DELEGACIONAL BUENA VISTA,BUENA VISTA,23.657350,-109.698280,NO APLICA,6241410222
3008,17,COMANDANCIA DELEGACIONAL LA RIBERA,DELEGACION DE LA RIBERA,23.598550,-109.584940,NO APLICA,6241300093
3008,18,DIRECCION DE TRANSITO SAN JOSE DEL CABO,GUAYMITAS,23.076140,-109.707460,NO APLICA,6241457450
3008,19,MODULO DE TRANSITO CABO SAN LUCAS,NO SE SABE,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO SE SABE,NO SE SABE
3009,1,BARANDILLA CENTRAL,CENTRO,26.008860,-111.353700,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
3009,2,SECTOR 2,OBRERA,26.005170,-111.351270,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
3009,3,SECTOR 4,INFONAVIT,26.022659,-111.349076,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
3009,4,SAN JAVIER,SAN JAVIER,25.863739,-111.544219,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
3009,5,LIGUI,LIGÜI,25.735850,-111.268580,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
3009,6,AGUA VERDE,AGUA VERDE,25.511860,-111.071120,SEGURIDADPUBLICA@LORETO.GOB.MX,6131350035
4001,1,DIRECCION DE SEGURIDAD PUBLICA DEL MUNICIPIO DE CALKINI,SAN MARTIN,20.358435,-90.0527599,JGABRIELAGARCIA8@GMAIL.COM,7443081962
4002,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
4003,1,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO DEL MUNICIPIO DE CARMEN,BENITO JUAREZ,18.642960,-091.819380,NO APLICA,9381380600
4004,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,ARROCERA,19.331965,-090.726721,MARIOAHD2002@GMAIL.COM,9828280745
4005,1,SEGURIDAD PUBLICA DE HECELCHAKAN,CENTRO,20.177058,-90.1343039,SPPOLICIA75@GMAIL.COM,221 685 4917
4006,1,SECRETARIA DE SEGURIDAD PUBLICA,CAMPO DE AVIACION,19.748533,-89.8398751,SECRETARIADESEGURIDADPUBLICA@HOPELCHEN.GOB.MX,911
4007,1,SEGURIDAD PUBLICA,CENTRO,18.255270,-92.0918999,NO SE SABE,NO SE SABE
4008,1,DIRECCION DE SEGURIDAD PUBLICA,PROCESADORA,20.037246,-090.220373,SPM_TENABO@HOTMAIL.COM,911
