ubicageo_f,rangedad_i,sexostt,sexos1,sexos2,sexos3,sexosne
11014,12,0,0,0,0,
11014,13,2396,0,0,2396,
11014,91,,,,,
11014,92,,,,,
11014,99,,,,,
11015,1,0,0,0,0,
11015,2,0,0,0,0,
11015,3,0,0,0,0,
11015,4,0,0,0,0,
11015,5,0,0,0,0,
11015,6,0,0,0,0,
11015,7,0,0,0,0,
11015,8,0,0,0,0,
11015,9,0,0,0,0,
11015,10,0,0,0,0,
11015,11,0,0,0,0,
11015,12,0,0,0,0,
11015,13,474,0,0,474,
11015,91,,,,,
11015,92,,,,,
11015,99,,,,,
11016,1,NA,NA,NA,NA,
11016,2,NA,NA,NA,NA,
11016,3,NA,NA,NA,NA,
11016,4,NA,NA,NA,NA,
11016,5,NA,NA,NA,NA,
11016,6,NA,NA,NA,NA,
11016,7,NA,NA,NA,NA,
11016,8,NA,NA,NA,NA,
11016,9,NA,NA,NA,NA,
11016,10,NA,NA,NA,NA,
11016,11,NA,NA,NA,NA,
11016,12,NA,NA,NA,NA,
11016,13,NA,NA,NA,NA,
11016,91,,,,,
11016,92,,,,,
11016,99,,,,,
11017,1,6,3,3,0,
11017,2,42,36,6,0,
11017,3,52,45,7,0,
11017,4,159,138,21,0,
11017,5,124,116,8,0,
11017,6,87,77,10,0,
11017,7,60,51,9,0,
11017,8,48,45,3,0,
11017,9,17,16,1,0,
11017,10,28,26,2,0,
11017,11,7,7,0,0,
11017,12,4,2,2,0,
11017,13,0,0,0,0,
11017,91,,,,,
11017,92,,,,,
11017,99,,,,,
11018,1,0,0,0,0,
11018,2,8,5,3,0,
11018,3,0,0,0,0,
11018,4,0,0,0,0,
11018,5,12,7,5,0,
11018,6,0,0,0,0,
11018,7,10,5,5,0,
11018,8,2,2,0,0,
11018,9,0,0,0,0,
11018,10,0,0,0,0,
11018,11,0,0,0,0,
11018,12,0,0,0,0,
11018,13,0,0,0,0,
11018,91,,,,,
11018,92,,,,,
11018,99,,,,,
11019,1,0,0,0,0,
11019,2,0,0,0,0,
11019,3,0,0,0,0,
11019,4,0,0,0,0,
11019,5,3,3,0,0,
11019,6,4,4,0,0,
11019,7,0,0,0,0,
11019,8,3,3,0,0,
11019,9,0,0,0,0,
11019,10,0,0,0,0,
11019,11,0,0,0,0,
11019,12,0,0,0,0,
11019,13,0,0,0,0,
11019,91,,,,,
11019,92,,,,,
11019,99,,,,,
11020,1,54,53,1,0,
11020,2,563,537,26,0,
11020,3,1318,1242,76,0,
11020,4,4379,4140,239,0,
11020,5,4339,4096,243,0,
11020,6,3357,3167,190,0,
11020,7,2822,2679,143,0,
11020,8,1921,1851,70,0,
11020,9,1205,1175,30,0,
11020,10,647,635,12,0,
11020,11,256,252,4,0,
11020,12,124,119,5,0,
11020,13,52,0,0,52,
11020,91,,,,,
11020,92,,,,,
11020,99,,,,,
11021,1,0,0,0,0,
11021,2,0,0,0,0,
11021,3,NSS,NSS,NSS,0,
11021,4,NSS,NSS,NSS,0,
11021,5,NSS,NSS,NSS,0,
11021,6,NSS,NSS,NSS,0,
11021,7,NSS,NSS,NSS,0,
11021,8,NSS,NSS,NSS,0,
11021,9,NSS,NSS,NSS,0,
11021,10,NSS,NSS,NSS,0,
11021,11,NSS,NSS,NSS,0,
11021,12,NSS,NSS,NSS,0,
11021,13,0,0,0,0,
11021,91,,,,,
11021,92,16,13,3,,
11021,99,16,13,3,,
11022,1,0,0,0,0,
11022,2,0,0,0,0,
11022,3,0,0,0,0,
11022,4,0,0,0,0,
11022,5,1,1,0,0,
11022,6,0,0,0,0,
11022,7,0,0,0,0,
11022,8,0,0,0,0,
11022,9,1,1,0,0,
11022,10,1,1,0,0,
11022,11,0,0,0,0,
11022,12,0,0,0,0,
11022,13,0,0,0,0,
11022,91,,,,,
11022,92,,,,,
11022,99,,,,,
11023,1,2,1,1,0,
11023,2,5,4,1,0,
11023,3,28,27,1,0,
11023,4,41,40,1,0,
11023,5,28,26,2,0,
11023,6,23,21,2,0,
11023,7,28,26,2,0,
11023,8,26,25,1,0,
11023,9,15,14,1,0,
11023,10,5,5,0,0,
11023,11,7,6,1,0,
11023,12,6,6,0,0,
11023,13,0,0,0,0,
11023,91,,,,,
11023,92,,,,,
11023,99,,,,,
11024,1,NA,NA,NA,NA,
11024,2,NA,NA,NA,NA,
11024,3,NA,NA,NA,NA,
11024,4,NA,NA,NA,NA,
11024,5,NA,NA,NA,NA,
11024,6,NA,NA,NA,NA,
11024,7,NA,NA,NA,NA,
11024,8,NA,NA,NA,NA,
11024,9,NA,NA,NA,NA,
11024,10,NA,NA,NA,NA,
11024,11,NA,NA,NA,NA,
11024,12,NA,NA,NA,NA,
11024,13,NA,NA,NA,NA,
11024,91,,,,,
11024,92,,,,,
11024,99,,,,,
11025,1,1,1,0,0,
11025,2,3,3,0,0,
11025,3,3,3,0,0,
11025,4,4,4,0,0,
11025,5,6,6,0,0,
11025,6,10,10,0,0,
11025,7,4,3,1,0,
11025,8,4,4,0,0,
11025,9,0,0,0,0,
11025,10,2,2,0,0,
11025,11,2,2,0,0,
11025,12,1,1,0,0,
11025,13,0,0,0,0,
11025,91,,,,,
11025,92,,,,,
11025,99,,,,,
11026,1,NA,NA,NA,NA,
11026,2,NA,NA,NA,NA,
11026,3,NA,NA,NA,NA,
11026,4,NA,NA,NA,NA,
11026,5,NA,NA,NA,NA,
11026,6,NA,NA,NA,NA,
11026,7,NA,NA,NA,NA,
11026,8,NA,NA,NA,NA,
11026,9,NA,NA,NA,NA,
11026,10,NA,NA,NA,NA,
11026,11,NA,NA,NA,NA,
11026,12,NA,NA,NA,NA,
11026,13,NA,NA,NA,NA,
11026,91,,,,,
11026,92,,,,,
11026,99,,,,,
11027,1,NSS,NSS,NSS,NSS,
11027,2,NSS,NSS,NSS,NSS,
11027,3,NSS,NSS,NSS,NSS,
11027,4,NSS,NSS,NSS,NSS,
11027,5,NSS,NSS,NSS,NSS,
11027,6,NSS,NSS,NSS,NSS,
11027,7,NSS,NSS,NSS,NSS,
11027,8,NSS,NSS,NSS,NSS,
11027,9,NSS,NSS,NSS,NSS,
11027,10,NSS,NSS,NSS,NSS,
11027,11,NSS,NSS,NSS,NSS,
11027,12,NSS,NSS,NSS,NSS,
11027,13,NSS,NSS,NSS,NSS,
11027,91,,,,,
11027,92,,,,,
11027,99,,,,,
11028,1,0,0,0,0,
11028,2,0,0,0,0,
11028,3,NSS,NSS,NSS,NSS,
11028,4,NSS,NSS,NSS,NSS,
11028,5,NSS,NSS,NSS,NSS,
11028,6,NSS,NSS,NSS,NSS,
11028,7,NSS,NSS,NSS,NSS,
11028,8,NSS,NSS,NSS,NSS,
11028,9,NSS,NSS,NSS,NSS,
11028,10,NSS,NSS,NSS,NSS,
11028,11,NSS,NSS,NSS,NSS,
11028,12,NSS,NSS,NSS,NSS,
11028,13,0,0,0,0,
11028,91,,,,,
11028,92,107,48,5,54,
11028,99,107,48,5,54,
11029,1,0,0,0,0,
11029,2,0,0,0,0,
11029,3,0,0,0,0,
11029,4,0,0,0,0,
11029,5,6,5,1,0,
11029,6,1,1,0,0,
11029,7,3,3,0,0,
11029,8,3,3,0,0,
11029,9,1,1,0,0,
11029,10,1,1,0,0,
11029,11,0,0,0,0,
11029,12,0,0,0,0,
11029,13,0,0,0,0,
11029,91,,,,,
11029,92,,,,,
11029,99,,,,,
11030,1,0,0,0,0,
11030,2,0,0,0,0,
11030,3,0,0,0,0,
11030,4,1,1,0,0,
11030,5,0,0,0,0,
11030,6,1,1,0,0,
11030,7,0,0,0,0,
11030,8,0,0,0,0,
11030,9,1,1,0,0,
11030,10,2,2,0,0,
11030,11,0,0,0,0,
11030,12,0,0,0,0,
11030,13,0,0,0,0,
11030,91,,,,,
11030,92,,,,,
11030,99,,,,,
11031,1,0,0,0,0,
11031,2,7,6,1,0,
11031,3,4,4,0,0,
11031,4,15,15,0,0,
11031,5,58,55,3,0,
11031,6,40,38,2,0,
11031,7,26,24,2,0,
11031,8,12,12,0,0,
11031,9,10,10,0,0,
11031,10,5,5,0,0,
11031,11,0,0,0,0,
11031,12,0,0,0,0,
11031,13,0,0,0,0,
11031,91,,,,,
11031,92,,,,,
11031,99,,,,,
11032,1,0,0,0,0,
11032,2,0,0,0,0,
11032,3,0,0,0,0,
11032,4,5,5,0,0,
11032,5,4,4,0,0,
11032,6,10,10,0,0,
11032,7,12,12,0,0,
11032,8,0,0,0,0,
11032,9,3,3,0,0,
11032,10,0,0,0,0,
11032,11,0,0,0,0,
11032,12,0,0,0,0,
11032,13,0,0,0,0,
11032,91,,,,,
11032,92,,,,,
11032,99,,,,,
11033,1,0,0,0,0,
11033,2,0,0,0,0,
11033,3,1,1,0,0,
11033,4,10,10,0,0,
11033,5,6,6,0,0,
11033,6,6,6,0,0,
11033,7,3,3,0,0,
11033,8,0,0,0,0,
11033,9,2,2,0,0,
11033,10,1,1,0,0,
11033,11,0,0,0,0,
11033,12,1,1,0,0,
11033,13,0,0,0,0,
11033,91,,,,,
11033,92,,,,,
11033,99,,,,,
11034,1,0,0,0,0,
11034,2,0,0,0,0,
11034,3,0,0,0,0,
11034,4,2,2,0,0,
11034,5,1,1,0,0,
11034,6,0,0,0,0,
11034,7,0,0,0,0,
11034,8,0,0,0,0,
11034,9,0,0,0,0,
11034,10,0,0,0,0,
11034,11,0,0,0,0,
11034,12,0,0,0,0,
11034,13,0,0,0,0,
11034,91,,,,,
11034,92,,,,,
11034,99,,,,,
11035,1,NSS,NSS,NSS,NSS,
11035,2,NSS,NSS,NSS,NSS,
11035,3,NSS,NSS,NSS,NSS,
11035,4,NSS,NSS,NSS,NSS,
11035,5,NSS,NSS,NSS,NSS,
11035,6,NSS,NSS,NSS,NSS,
11035,7,NSS,NSS,NSS,NSS,
11035,8,NSS,NSS,NSS,NSS,
11035,9,NSS,NSS,NSS,NSS,
11035,10,NSS,NSS,NSS,NSS,
11035,11,NSS,NSS,NSS,NSS,
11035,12,NSS,NSS,NSS,NSS,
11035,13,NSS,NSS,NSS,NSS,
11035,91,,,,,
11035,92,,,,,
11035,99,,,,,
11036,1,NA,NA,NA,NA,
11036,2,NA,NA,NA,NA,
11036,3,NA,NA,NA,NA,
11036,4,NA,NA,NA,NA,
11036,5,NA,NA,NA,NA,
11036,6,NA,NA,NA,NA,
11036,7,NA,NA,NA,NA,
11036,8,NA,NA,NA,NA,
11036,9,NA,NA,NA,NA,
11036,10,NA,NA,NA,NA,
11036,11,NA,NA,NA,NA,
11036,12,NA,NA,NA,NA,
11036,13,NA,NA,NA,NA,
11036,91,,,,,
11036,92,,,,,
11036,99,,,,,
11037,1,NSS,NSS,NSS,NSS,
11037,2,NSS,NSS,NSS,NSS,
11037,3,NSS,NSS,NSS,NSS,
11037,4,NSS,NSS,NSS,NSS,
11037,5,NSS,NSS,NSS,NSS,
11037,6,NSS,NSS,NSS,NSS,
11037,7,NSS,NSS,NSS,NSS,
11037,8,NSS,NSS,NSS,NSS,
11037,9,NSS,NSS,NSS,NSS,
11037,10,NSS,NSS,NSS,NSS,
11037,11,NSS,NSS,NSS,NSS,
11037,12,NSS,NSS,NSS,NSS,
11037,13,NSS,NSS,NSS,NSS,
11037,91,,,,,
11037,92,,,,,
11037,99,,,,,
11038,1,0,0,0,0,
11038,2,0,0,0,0,
11038,3,0,0,0,0,
11038,4,0,0,0,0,
11038,5,0,0,0,0,
11038,6,0,0,0,0,
11038,7,0,0,0,0,
11038,8,0,0,0,0,
11038,9,1,1,0,0,
11038,10,0,0,0,0,
11038,11,0,0,0,0,
11038,12,0,0,0,0,
11038,13,0,0,0,0,
11038,91,,,,,
11038,92,,,,,
11038,99,,,,,
11039,1,NA,NA,NA,NA,
11039,2,NA,NA,NA,NA,
11039,3,NA,NA,NA,NA,
11039,4,NA,NA,NA,NA,
11039,5,NA,NA,NA,NA,
11039,6,NA,NA,NA,NA,
11039,7,NA,NA,NA,NA,
11039,8,NA,NA,NA,NA,
11039,9,NA,NA,NA,NA,
11039,10,NA,NA,NA,NA,
11039,11,NA,NA,NA,NA,
11039,12,NA,NA,NA,NA,
11039,13,NA,NA,NA,NA,
11039,91,,,,,
11039,92,,,,,
11039,99,,,,,
11040,1,0,0,0,0,
11040,2,0,0,0,0,
11040,3,0,0,0,0,
11040,4,0,0,0,0,
11040,5,1,1,0,0,
11040,6,1,1,0,0,
11040,7,0,0,0,0,
11040,8,0,0,0,0,
11040,9,0,0,0,0,
11040,10,0,0,0,0,
11040,11,0,0,0,0,
11040,12,0,0,0,0,
11040,13,0,0,0,0,
11040,91,,,,,
11040,92,,,,,
11040,99,,,,,
11041,1,0,0,0,0,
11041,2,0,0,0,0,
11041,3,0,0,0,0,
11041,4,1,1,0,0,
11041,5,0,0,0,0,
11041,6,2,2,0,0,
11041,7,0,0,0,0,
11041,8,0,0,0,0,
11041,9,0,0,0,0,
11041,10,0,0,0,0,
11041,11,0,0,0,0,
11041,12,1,1,0,0,
11041,13,7,0,0,7,
11041,91,,,,,
11041,92,,,,,
11041,99,,,,,
11042,1,NSS,NSS,NSS,NSS,
11042,2,NSS,NSS,NSS,NSS,
11042,3,NSS,NSS,NSS,NSS,
11042,4,NSS,NSS,NSS,NSS,
11042,5,NSS,NSS,NSS,NSS,
11042,6,NSS,NSS,NSS,NSS,
11042,7,NSS,NSS,NSS,NSS,
11042,8,NSS,NSS,NSS,NSS,
11042,9,NSS,NSS,NSS,NSS,
11042,10,NSS,NSS,NSS,NSS,
11042,11,NSS,NSS,NSS,NSS,
11042,12,NSS,NSS,NSS,NSS,
11042,13,NSS,NSS,NSS,NSS,
11042,91,,,,,
11042,92,,,,,
11042,99,,,,,
11043,1,0,0,0,0,
11043,2,0,0,0,0,
11043,3,2,2,0,0,
11043,4,4,4,0,0,
11043,5,0,0,0,0,
11043,6,1,1,0,0,
11043,7,0,0,0,0,
11043,8,0,0,0,0,
11043,9,0,0,0,0,
11043,10,0,0,0,0,
11043,11,0,0,0,0,
11043,12,0,0,0,0,
11043,13,0,0,0,0,
11043,91,,,,,
11043,92,,,,,
11043,99,,,,,
11044,1,0,0,0,0,
11044,2,0,0,0,0,
11044,3,0,0,0,0,
11044,4,0,0,0,0,
11044,5,0,0,0,0,
11044,6,0,0,0,0,
11044,7,0,0,0,0,
11044,8,0,0,0,0,
11044,9,0,0,0,0,
11044,10,0,0,0,0,
11044,11,0,0,0,0,
11044,12,0,0,0,0,
11044,13,8,0,0,8,
11044,91,,,,,
11044,92,,,,,
11044,99,,,,,
11045,1,NSS,NSS,NSS,NSS,
11045,2,NSS,NSS,NSS,NSS,
11045,3,NSS,NSS,NSS,NSS,
11045,4,NSS,NSS,NSS,NSS,
11045,5,NSS,NSS,NSS,NSS,
11045,6,NSS,NSS,NSS,NSS,
11045,7,NSS,NSS,NSS,NSS,
11045,8,NSS,NSS,NSS,NSS,
11045,9,NSS,NSS,NSS,NSS,
11045,10,NSS,NSS,NSS,NSS,
11045,11,NSS,NSS,NSS,NSS,
11045,12,NSS,NSS,NSS,NSS,
11045,13,NSS,NSS,NSS,NSS,
11045,91,,,,,
11045,92,,,,,
11045,99,,,,,
11046,1,NSS,NSS,NSS,NSS,
11046,2,NSS,NSS,NSS,NSS,
11046,3,NSS,NSS,NSS,NSS,
11046,4,NSS,NSS,NSS,NSS,
11046,5,NSS,NSS,NSS,NSS,
11046,6,NSS,NSS,NSS,NSS,
11046,7,NSS,NSS,NSS,NSS,
11046,8,NSS,NSS,NSS,NSS,
11046,9,NSS,NSS,NSS,NSS,
11046,10,NSS,NSS,NSS,NSS,
11046,11,NSS,NSS,NSS,NSS,
11046,12,NSS,NSS,NSS,NSS,
11046,13,NSS,NSS,NSS,NSS,
11046,91,,,,,
11046,92,,,,,
11046,99,,,,,
12001,1,0,0,0,0,
12001,2,6,5,1,0,
12001,3,10,9,1,0,
12001,4,29,27,2,0,
12001,5,26,26,0,0,
12001,6,42,38,4,0,
12001,7,20,20,0,0,
12001,8,15,14,1,0,
12001,9,16,15,1,0,
12001,10,9,9,0,0,
12001,11,4,4,0,0,
12001,12,6,6,0,0,
12001,13,5,5,0,0,
12001,91,,,,,
12001,92,,,,,
12001,99,,,,,
12002,1,NA,NA,NA,NA,
12002,2,NA,NA,NA,NA,
12002,3,NA,NA,NA,NA,
12002,4,NA,NA,NA,NA,
12002,5,NA,NA,NA,NA,
12002,6,NA,NA,NA,NA,
12002,7,NA,NA,NA,NA,
12002,8,NA,NA,NA,NA,
12002,9,NA,NA,NA,NA,
12002,10,NA,NA,NA,NA,
12002,11,NA,NA,NA,NA,
12002,12,NA,NA,NA,NA,
12002,13,NA,NA,NA,NA,
12002,91,,,,,
12002,92,,,,,
12002,99,,,,,
12003,1,NA,NA,NA,NA,
12003,2,NA,NA,NA,NA,
12003,3,NA,NA,NA,NA,
12003,4,NA,NA,NA,NA,
12003,5,NA,NA,NA,NA,
12003,6,NA,NA,NA,NA,
12003,7,NA,NA,NA,NA,
12003,8,NA,NA,NA,NA,
12003,9,NA,NA,NA,NA,
12003,10,NA,NA,NA,NA,
12003,11,NA,NA,NA,NA,
12003,12,NA,NA,NA,NA,
12003,13,NA,NA,NA,NA,
12003,91,,,,,
12003,92,,,,,
12003,99,,,,,
12004,1,NA,NA,NA,NA,
12004,2,NA,NA,NA,NA,
12004,3,NA,NA,NA,NA,
12004,4,NA,NA,NA,NA,
12004,5,NA,NA,NA,NA,
12004,6,NA,NA,NA,NA,
12004,7,NA,NA,NA,NA,
12004,8,NA,NA,NA,NA,
12004,9,NA,NA,NA,NA,
12004,10,NA,NA,NA,NA,
12004,11,NA,NA,NA,NA,
12004,12,NA,NA,NA,NA,
12004,13,NA,NA,NA,NA,
12004,91,,,,,
12004,92,,,,,
12004,99,,,,,
12005,1,NA,NA,NA,NA,
12005,2,NA,NA,NA,NA,
12005,3,NA,NA,NA,NA,
12005,4,NA,NA,NA,NA,
12005,5,NA,NA,NA,NA,
12005,6,NA,NA,NA,NA,
12005,7,NA,NA,NA,NA,
12005,8,NA,NA,NA,NA,
12005,9,NA,NA,NA,NA,
12005,10,NA,NA,NA,NA,
12005,11,NA,NA,NA,NA,
12005,12,NA,NA,NA,NA,
12005,13,NA,NA,NA,NA,
12005,91,,,,,
12005,92,,,,,
12005,99,,,,,
12006,1,NA,NA,NA,NA,
12006,2,NA,NA,NA,NA,
12006,3,NA,NA,NA,NA,
12006,4,NA,NA,NA,NA,
12006,5,NA,NA,NA,NA,
12006,6,NA,NA,NA,NA,
12006,7,NA,NA,NA,NA,
12006,8,NA,NA,NA,NA,
12006,9,NA,NA,NA,NA,
12006,10,NA,NA,NA,NA,
12006,11,NA,NA,NA,NA,
12006,12,NA,NA,NA,NA,
12006,13,NA,NA,NA,NA,
12006,91,,,,,
12006,92,,,,,
12006,99,,,,,
12007,1,NA,NA,NA,NA,
12007,2,NA,NA,NA,NA,
12007,3,NA,NA,NA,NA,
12007,4,NA,NA,NA,NA,
12007,5,NA,NA,NA,NA,
12007,6,NA,NA,NA,NA,
12007,7,NA,NA,NA,NA,
12007,8,NA,NA,NA,NA,
12007,9,NA,NA,NA,NA,
12007,10,NA,NA,NA,NA,
12007,11,NA,NA,NA,NA,
12007,12,NA,NA,NA,NA,
12007,13,NA,NA,NA,NA,
12007,91,,,,,
12007,92,,,,,
12007,99,,,,,
12008,1,0,0,0,0,
12008,2,0,0,0,0,
12008,3,0,0,0,0,
12008,4,0,0,0,0,
12008,5,1,1,0,0,
12008,6,4,4,0,0,
12008,7,0,0,0,0,
12008,8,2,2,0,0,
12008,9,1,1,0,0,
12008,10,0,0,0,0,
12008,11,0,0,0,0,
12008,12,0,0,0,0,
12008,13,0,0,0,0,
12008,91,,,,,
12008,92,,,,,
12008,99,,,,,
12009,1,NA,NA,NA,NA,
12009,2,NA,NA,NA,NA,
12009,3,NA,NA,NA,NA,
12009,4,NA,NA,NA,NA,
12009,5,NA,NA,NA,NA,
12009,6,NA,NA,NA,NA,
12009,7,NA,NA,NA,NA,
12009,8,NA,NA,NA,NA,
12009,9,NA,NA,NA,NA,
12009,10,NA,NA,NA,NA,
12009,11,NA,NA,NA,NA,
12009,12,NA,NA,NA,NA,
12009,13,NA,NA,NA,NA,
12009,91,,,,,
12009,92,,,,,
12009,99,,,,,
12010,1,NA,NA,NA,NA,
12010,2,NA,NA,NA,NA,
12010,3,NA,NA,NA,NA,
12010,4,NA,NA,NA,NA,
12010,5,NA,NA,NA,NA,
12010,6,NA,NA,NA,NA,
12010,7,NA,NA,NA,NA,
12010,8,NA,NA,NA,NA,
12010,9,NA,NA,NA,NA,
12010,10,NA,NA,NA,NA,
12010,11,NA,NA,NA,NA,
12010,12,NA,NA,NA,NA,
12010,13,NA,NA,NA,NA,
12010,91,,,,,
12010,92,,,,,
12010,99,,,,,
12011,1,0,0,0,0,
12011,2,0,0,0,0,
12011,3,0,0,0,0,
12011,4,0,0,0,0,
12011,5,0,0,0,0,
12011,6,0,0,0,0,
12011,7,0,0,0,0,
12011,8,1,1,0,0,
12011,9,0,0,0,0,
12011,10,1,0,1,0,
12011,11,0,0,0,0,
12011,12,0,0,0,0,
12011,13,0,0,0,0,
12011,91,,,,,
12011,92,,,,,
12011,99,,,,,
12012,1,NA,NA,NA,NA,
12012,2,NA,NA,NA,NA,
12012,3,NA,NA,NA,NA,
12012,4,NA,NA,NA,NA,
12012,5,NA,NA,NA,NA,
12012,6,NA,NA,NA,NA,
12012,7,NA,NA,NA,NA,
12012,8,NA,NA,NA,NA,
12012,9,NA,NA,NA,NA,
12012,10,NA,NA,NA,NA,
12012,11,NA,NA,NA,NA,
12012,12,NA,NA,NA,NA,
12012,13,NA,NA,NA,NA,
12012,91,,,,,
12012,92,,,,,
12012,99,,,,,
12013,1,0,0,0,0,
12013,2,0,0,0,0,
12013,3,0,0,0,0,
12013,4,0,0,0,0,
12013,5,1,1,0,0,
12013,6,0,0,0,0,
12013,7,0,0,0,0,
12013,8,0,0,0,0,
12013,9,0,0,0,0,
12013,10,0,0,0,0,
12013,11,0,0,0,0,
12013,12,0,0,0,0,
12013,13,0,0,0,0,
12013,91,,,,,
12013,92,,,,,
12013,99,,,,,
12014,1,0,0,0,0,
12014,2,0,0,0,0,
12014,3,0,0,0,0,
12014,4,0,0,0,0,
12014,5,0,0,0,0,
12014,6,1,1,0,0,
12014,7,0,0,0,0,
12014,8,0,0,0,0,
12014,9,0,0,0,0,
12014,10,0,0,0,0,
12014,11,0,0,0,0,
12014,12,0,0,0,0,
12014,13,0,0,0,0,
12014,91,,,,,
12014,92,,,,,
12014,99,,,,,
12015,1,0,0,0,0,
12015,2,0,0,0,0,
12015,3,0,0,0,0,
12015,4,0,0,0,0,
12015,5,0,0,0,0,
12015,6,2,2,0,0,
12015,7,0,0,0,0,
12015,8,0,0,0,0,
12015,9,0,0,0,0,
12015,10,0,0,0,0,
12015,11,0,0,0,0,
12015,12,0,0,0,0,
12015,13,0,0,0,0,
12015,91,,,,,
12015,92,,,,,
12015,99,,,,,
12016,1,NA,NA,NA,NA,
12016,2,NA,NA,NA,NA,
12016,3,NA,NA,NA,NA,
12016,4,NA,NA,NA,NA,
12016,5,NA,NA,NA,NA,
12016,6,NA,NA,NA,NA,
12016,7,NA,NA,NA,NA,
12016,8,NA,NA,NA,NA,
12016,9,NA,NA,NA,NA,
12016,10,NA,NA,NA,NA,
12016,11,NA,NA,NA,NA,
12016,12,NA,NA,NA,NA,
12016,13,NA,NA,NA,NA,
12016,91,,,,,
12016,92,,,,,
12016,99,,,,,
12017,1,NA,NA,NA,NA,
12017,2,NA,NA,NA,NA,
12017,3,NA,NA,NA,NA,
12017,4,NA,NA,NA,NA,
12017,5,NA,NA,NA,NA,
12017,6,NA,NA,NA,NA,
12017,7,NA,NA,NA,NA,
12017,8,NA,NA,NA,NA,
12017,9,NA,NA,NA,NA,
12017,10,NA,NA,NA,NA,
12017,11,NA,NA,NA,NA,
12017,12,NA,NA,NA,NA,
12017,13,NA,NA,NA,NA,
12017,91,,,,,
12017,92,,,,,
12017,99,,,,,
12018,1,NA,NA,NA,NA,
12018,2,NA,NA,NA,NA,
12018,3,NA,NA,NA,NA,
12018,4,NA,NA,NA,NA,
12018,5,NA,NA,NA,NA,
12018,6,NA,NA,NA,NA,
12018,7,NA,NA,NA,NA,
12018,8,NA,NA,NA,NA,
12018,9,NA,NA,NA,NA,
12018,10,NA,NA,NA,NA,
12018,11,NA,NA,NA,NA,
12018,12,NA,NA,NA,NA,
12018,13,NA,NA,NA,NA,
12018,91,,,,,
12018,92,,,,,
12018,99,,,,,
12019,1,0,0,0,0,
12019,2,0,0,0,0,
12019,3,0,0,0,0,
12019,4,1,1,0,0,
12019,5,0,0,0,0,
12019,6,0,0,0,0,
12019,7,0,0,0,0,
12019,8,0,0,0,0,
12019,9,0,0,0,0,
12019,10,0,0,0,0,
12019,11,0,0,0,0,
12019,12,0,0,0,0,
12019,13,0,0,0,0,
12019,91,,,,,
12019,92,,,,,
12019,99,,,,,
12020,1,NA,NA,NA,NA,
12020,2,NA,NA,NA,NA,
12020,3,NA,NA,NA,NA,
12020,4,NA,NA,NA,NA,
12020,5,NA,NA,NA,NA,
12020,6,NA,NA,NA,NA,
12020,7,NA,NA,NA,NA,
12020,8,NA,NA,NA,NA,
12020,9,NA,NA,NA,NA,
12020,10,NA,NA,NA,NA,
12020,11,NA,NA,NA,NA,
12020,12,NA,NA,NA,NA,
12020,13,NA,NA,NA,NA,
12020,91,,,,,
12020,92,,,,,
12020,99,,,,,
12021,1,0,0,0,0,
12021,2,0,0,0,0,
12021,3,3,3,0,0,
12021,4,0,0,0,0,
12021,5,2,2,0,0,
12021,6,1,1,0,0,
12021,7,0,0,0,0,
12021,8,1,1,0,0,
12021,9,0,0,0,0,
12021,10,0,0,0,0,
12021,11,0,0,0,0,
12021,12,0,0,0,0,
12021,13,0,0,0,0,
12021,91,,,,,
12021,92,,,,,
12021,99,,,,,
12022,1,0,0,0,0,
12022,2,0,0,0,0,
12022,3,0,0,0,0,
12022,4,1,1,0,0,
12022,5,0,0,0,0,
12022,6,0,0,0,0,
12022,7,0,0,0,0,
12022,8,0,0,0,0,
12022,9,0,0,0,0,
12022,10,0,0,0,0,
12022,11,0,0,0,0,
12022,12,0,0,0,0,
12022,13,0,0,0,0,
12022,91,,,,,
12022,92,,,,,
12022,99,,,,,
12023,1,NA,NA,NA,NA,
12023,2,NA,NA,NA,NA,
12023,3,NA,NA,NA,NA,
12023,4,NA,NA,NA,NA,
12023,5,NA,NA,NA,NA,
12023,6,NA,NA,NA,NA,
12023,7,NA,NA,NA,NA,
12023,8,NA,NA,NA,NA,
12023,9,NA,NA,NA,NA,
12023,10,NA,NA,NA,NA,
12023,11,NA,NA,NA,NA,
12023,12,NA,NA,NA,NA,
12023,13,NA,NA,NA,NA,
12023,91,,,,,
12023,92,,,,,
12023,99,,,,,
12024,1,0,0,0,0,
12024,2,0,0,0,0,
12024,3,0,0,0,0,
12024,4,0,0,0,0,
12024,5,0,0,0,0,
12024,6,0,0,0,0,
12024,7,1,1,0,0,
12024,8,0,0,0,0,
12024,9,0,0,0,0,
12024,10,0,0,0,0,
12024,11,0,0,0,0,
12024,12,0,0,0,0,
12024,13,0,0,0,0,
12024,91,,,,,
12024,92,,,,,
12024,99,,,,,
12025,1,NA,NA,NA,NA,
12025,2,NA,NA,NA,NA,
12025,3,NA,NA,NA,NA,
12025,4,NA,NA,NA,NA,
12025,5,NA,NA,NA,NA,
12025,6,NA,NA,NA,NA,
12025,7,NA,NA,NA,NA,
12025,8,NA,NA,NA,NA,
12025,9,NA,NA,NA,NA,
12025,10,NA,NA,NA,NA,
12025,11,NA,NA,NA,NA,
12025,12,NA,NA,NA,NA,
12025,13,NA,NA,NA,NA,
12025,91,,,,,
