ubicageo_f,rnspni1,dirurl1
7037,1,NO APLICA
7038,1,NO APLICA
7039,1,NO APLICA
7040,1,NO APLICA
7041,3,NO APLICA
7042,2,NO APLICA
7043,1,NO APLICA
7044,2,NO APLICA
7045,1,NO APLICA
7046,3,NO APLICA
7047,1,NO APLICA
7048,2,NO APLICA
7049,1,NO APLICA
7050,2,NO APLICA
7051,1,NO APLICA
7052,3,NO APLICA
7053,1,NO APLICA
7054,1,NO APLICA
7055,1,NO APLICA
7056,2,NO APLICA
7057,1,NO APLICA
7058,2,NO APLICA
7059,1,https://WWW.OCOSINGO.GOB.MX
7060,1,NO APLICA
7061,3,NO APLICA
7062,1,NO APLICA
7063,2,NO APLICA
7064,3,NO APLICA
7065,3,NO APLICA
7066,2,NO APLICA
7067,1,NO APLICA
7068,3,NO APLICA
7069,2,NO APLICA
7070,1,NO APLICA
7071,2,NO APLICA
7072,1,NO APLICA
7073,1,NO APLICA
7074,1,NO APLICA
7075,3,NO APLICA
7076,2,NO APLICA
7077,2,NO APLICA
7078,3,NO APLICA
7079,1,NO APLICA
7080,1,NO APLICA
7081,3,NO APLICA
7082,1,NO APLICA
7083,1,NO APLICA
7084,2,NO APLICA
7085,1,NO APLICA
7086,1,NO APLICA
7087,1,NO APLICA
7088,1,NO APLICA
7089,1,NO APLICA
7090,1,NO APLICA
7091,1,NO APLICA
7092,2,NO APLICA
7093,1,NO APLICA
7094,1,NO APLICA
7096,2,NO APLICA
7097,1,NO APLICA
7098,1,NO APLICA
7099,1,http://www.sesesp.chiapas.gob.mx/
7100,1,NO APLICA
7101,1,NO APLICA
7102,1,NO APLICA
7103,1,NO APLICA
7104,1,NO APLICA
7105,1,NO APLICA
7106,1,NO APLICA
7107,1,NO APLICA
7108,1,NO APLICA
7109,1,NO APLICA
7110,2,NO APLICA
7111,3,NO APLICA
7112,3,NO APLICA
7113,2,NO APLICA
7114,2,NO APLICA
7115,2,NO APLICA
7116,3,NO APLICA
7117,1,NO APLICA
7118,1,NO APLICA
7119,3,NO APLICA
7120,3,NO APLICA
7121,1,NO APLICA
7122,1,NO APLICA
7123,2,NO APLICA
7124,3,NO APLICA
7125,2,NO APLICA
8001,3,NO APLICA
8002,1,NO APLICA
8003,1,NO APLICA
8004,1,NO APLICA
8005,3,NO APLICA
8006,3,NO APLICA
8007,2,NO APLICA
8008,3,NO APLICA
8009,3,NO APLICA
8010,2,NO APLICA
8011,1,NO APLICA
8012,1,https://www.congresochihuahua.gob.mx/
8013,1,NO APLICA
8014,3,NO APLICA
8015,9,NO IDENTIFICADO
8016,1,NO APLICA
8017,3,NO APLICA
8018,2,NO APLICA
8019,1,NO APLICA
8020,2,NO APLICA
8021,1,NO APLICA
8022,3,NO APLICA
8023,3,NO APLICA
8024,2,NO APLICA
8025,3,NO APLICA
8026,1,NO APLICA
8027,1,NO APLICA
8028,2,NO APLICA
8029,2,NO APLICA
8030,3,NO APLICA
8031,2,NO APLICA
8032,1,NO APLICA
8033,2,NO APLICA
8034,3,NO APLICA
8035,1,NO APLICA
8036,3,NO APLICA
8037,2,NO APLICA
8038,1,NO APLICA
8039,1,NO APLICA
8040,3,NO APLICA
8041,1,NO APLICA
8042,3,NO APLICA
8043,2,NO APLICA
8044,2,NO APLICA
8045,2,NO APLICA
8046,1,NO APLICA
8047,1,NO APLICA
8048,9,NO IDENTIFICADO
8049,2,NO APLICA
8050,3,NO APLICA
8051,3,NO APLICA
8052,2,NO APLICA
8053,3,NO APLICA
8054,1,https://www.congresochihuahua.gob.mx/
8055,1,NO APLICA
8056,2,NO APLICA
8057,3,NO APLICA
8058,1,NO APLICA
8059,3,NO APLICA
8060,1,NO APLICA
8061,3,NO APLICA
8062,2,NO APLICA
8063,1,NO APLICA
8064,1,NO APLICA
8065,3,NO APLICA
8066,3,NO APLICA
8067,3,NO APLICA
9002,0,NO APLICA
9003,0,NO APLICA
9004,0,NO APLICA
9005,0,NO APLICA
9006,0,NO APLICA
9007,0,NO APLICA
9008,0,NO APLICA
9009,0,NO APLICA
9010,0,NO APLICA
9011,0,NO APLICA
9012,0,NO APLICA
9013,0,NO APLICA
9014,0,NO APLICA
9015,0,NO APLICA
9016,0,NO APLICA
9017,0,NO APLICA
10001,1,NO APLICA
10002,1,NO APLICA
10003,2,NO APLICA
10004,2,NO APLICA
10005,3,NO APLICA
10006,2,NO APLICA
10007,1,NO APLICA
10008,2,NO APLICA
10009,1,NO APLICA
10010,2,NO APLICA
10011,2,NO APLICA
10012,1,NO APLICA
10013,2,NO APLICA
10014,3,NO APLICA
10015,9,NO IDENTIFICADO
10016,1,NO APLICA
10017,3,NO APLICA
10018,2,NO APLICA
10019,2,NO APLICA
10020,2,NO APLICA
10021,3,NO APLICA
10022,1,NO APLICA
10023,9,NO IDENTIFICADO
10024,2,NO APLICA
10025,2,NO APLICA
10026,1,NO APLICA
10027,3,NO APLICA
10028,2,NO APLICA
10029,3,NO APLICA
10030,2,NO APLICA
10031,3,NO APLICA
10032,2,NO APLICA
10033,2,NO APLICA
10034,1,NO APLICA
10035,1,https://docs.google.com/document/d/1pcH9V3mkfcPIR6c1HXK-e7gVOXnri0D0/edit?usp=share_link&ouid=106139378835892299728&rtpof=true&sd=true
10036,3,NO APLICA
10037,2,NO APLICA
10038,3,NO APLICA
10039,1,NO APLICA
11001,2,NO APLICA
11002,2,NO APLICA
11003,2,NO APLICA
11004,1,NO APLICA
11005,2,NO APLICA
11006,3,NO APLICA
11007,1,NO APLICA
11008,9,NO IDENTIFICADO
11009,1,NO APLICA
11010,9,NO IDENTIFICADO
11011,1,NO APLICA
11012,3,NO APLICA
11013,3,NO APLICA
11014,3,NO APLICA
11015,1,NO APLICA
11016,3,NO APLICA
11017,1,NO APLICA
11018,1,NO APLICA
11019,2,NO APLICA
11020,1,NO APLICA
11021,1,NO APLICA
11022,2,NO APLICA
11023,1,NO APLICA
11024,9,NO IDENTIFICADO
11025,1,NO APLICA
11026,3,NO APLICA
11027,2,NO APLICA
11028,2,NO APLICA
11029,1,NO APLICA
11030,3,NO APLICA
11031,1,NO APLICA
11032,2,NO APLICA
11033,3,NO APLICA
11034,1,NO APLICA
11035,3,NO APLICA
11036,2,NO APLICA
11037,1,NO APLICA
11038,9,NO IDENTIFICADO
11039,9,NO IDENTIFICADO
11040,3,NO APLICA
11041,3,NO APLICA
11042,2,NO APLICA
11043,3,NO APLICA
11044,3,NO APLICA
11045,3,NO APLICA
11046,3,NO APLICA
12001,1,NO APLICA
12002,1,NO APLICA
12003,3,NO APLICA
12004,1,NO APLICA
12005,1,NO APLICA
12006,2,NO APLICA
12007,3,NO APLICA
12008,1,NO APLICA
12009,1,NO APLICA
12010,3,NO APLICA
12011,2,NO APLICA
12012,3,NO APLICA
12013,1,NO APLICA
12014,1,NO APLICA
12015,2,NO APLICA
12016,3,NO APLICA
12017,3,NO APLICA
12018,1,NO APLICA
12019,1,NO APLICA
12020,1,NO APLICA
12021,9,NO IDENTIFICADO
12022,9,NO IDENTIFICADO
12023,1,NO APLICA
12024,1,NO APLICA
12025,1,NO APLICA
12026,3,NO APLICA
12027,1,NO APLICA
12028,1,NO APLICA
12029,1,NO APLICA
12030,3,NO APLICA
12031,2,NO APLICA
12032,1,NO APLICA
12033,1,NO APLICA
12034,1,NO APLICA
12035,2,NO APLICA
12036,2,NO APLICA
12037,2,NO APLICA
12038,1,NO APLICA
12039,2,NO APLICA
12040,1,NO APLICA
12041,1,NO APLICA
12042,1,http://apango-gro.com/transparencia1.html
12043,1,NO APLICA
12044,2,NO APLICA
12045,1,NO APLICA
12046,1,NO APLICA
12047,3,NO APLICA
12048,1,NO APLICA
12049,2,NO APLICA
12050,1,https://www.pungarabato.gob.mx/index.php/gobierno/dependencias#seguridad-publica-2
12051,3,NO APLICA
12052,3,NO APLICA
12053,2,NO APLICA
12054,1,NO APLICA
12055,3,NO APLICA
12056,1,NO APLICA
12057,1,NO APLICA
12058,1,NO APLICA
12059,1,NO APLICA
12060,1,NO APLICA
12061,2,NO APLICA
12062,1,NO APLICA
12063,1,NO APLICA
12064,1,NO APLICA
12065,1,NO APLICA
12066,1,NO APLICA
12067,1,NO APLICA
12068,1,NO APLICA
12069,1,NO APLICA
12070,1,NO APLICA
12071,1,NO APLICA
12072,1,NO APLICA
12073,1,NO APLICA
12074,2,NO APLICA
12075,3,NO APLICA
12076,1,NO APLICA
12077,1,NO APLICA
12078,1,NO APLICA
12079,1,NO APLICA
12080,3,NO APLICA
12081,1,NO APLICA
12082,0,NO APLICA
12083,0,NO APLICA
12084,0,NO APLICA
12085,0,NO APLICA
13001,3,NO APLICA
13002,1,NO APLICA
13003,2,NO APLICA
13004,1,NO APLICA
13005,1,NO APLICA
13006,1,NO APLICA
13007,1,NO APLICA
13008,1,NO APLICA
13009,1,NO APLICA
13010,3,NO APLICA
13011,3,NO APLICA
13012,3,NO APLICA
13013,2,NO APLICA
13014,3,NO APLICA
13015,1,NO APLICA
13016,2,NO APLICA
13017,3,NO APLICA
13018,1,NO APLICA
13019,3,NO APLICA
13020,3,NO APLICA
13021,1,http://emilianozapata.hidalgo.gob.mx
13022,2,NO APLICA
13023,1,NO APLICA
13024,3,NO APLICA
13025,1,NO APLICA
13026,3,NO APLICA
13027,2,NO APLICA
13028,3,NO APLICA
13029,9,NO IDENTIFICADO
13030,3,NO APLICA
13031,1,NO APLICA
13032,1,NO APLICA
13033,3,NO APLICA
13034,1,NO APLICA
13035,3,NO APLICA
13036,3,NO APLICA
13037,1,NO APLICA
13038,3,NO APLICA
13039,3,NO APLICA
13040,1,NO APLICA
13041,3,NO APLICA
13042,2,NO APLICA
13043,9,NO IDENTIFICADO
13044,3,NO APLICA
13045,2,NO APLICA
13046,1,NO APLICA
13047,3,NO APLICA
13048,2,NO APLICA
13049,1,NO APLICA
13050,2,NO APLICA
13051,1,http://www.mineraldelareforma.gob.mx/informeDeGobierno/segundo/LIBRO2oINFORME.pdf
13052,1,NO APLICA
13053,2,NO APLICA
13054,1,NO APLICA
13055,1,NO APLICA
13056,2,NO APLICA
13057,2,NO APLICA
13058,1,NO APLICA
13059,2,NO APLICA
13060,1,NO APLICA
13061,3,NO APLICA
13062,2,NO APLICA
13063,2,NO APLICA
13064,1,NO APLICA
13065,3,NO APLICA
13066,3,NO APLICA
13067,3,NO APLICA
13068,2,NO APLICA
13069,2,NO APLICA
13070,1,NO APLICA
13071,2,NO APLICA
13072,1,https://www.tlanalapa.gob.mx
13073,2,NO APLICA
13074,1,http://tlaxcoapan.hidalgo.gob.mx/2trim22d/Glosa%20Tlaxcoapan.pdf
13075,1,NO APLICA
13076,3,NO APLICA
13077,1,https://tulancingo.gob.mx/noticias/alcalde-jma-presento-segundo-informe-de-gobierno-y-afirmo-que-gracias-a-los-ciudadanos-tulancingo-sigue-avanzando/
13078,1,NO APLICA
13079,3,NO APLICA
13080,1,NO APLICA
13081,1,NO APLICA
13082,1,NO APLICA
13083,1,NO APLICA
13084,1,NO APLICA
14001,1,NO APLICA
14002,1,NO APLICA
14003,3,NO APLICA
14004,1,NO APLICA
14005,3,NO APLICA
14006,1,NO APLICA
14007,1,NO APLICA
14008,1,NO APLICA
14009,3,NO APLICA
14010,1,NO APLICA
14011,1,NO APLICA
14012,2,NO APLICA
14013,1,NO APLICA
14014,3,NO APLICA
14015,2,NO APLICA
14016,1,NO APLICA
14017,2,NO APLICA
14018,1,NO APLICA
14019,3,NO APLICA
14020,2,NO APLICA
14021,1,NO APLICA
14022,1,NO APLICA
14023,1,NO APLICA
14024,1,NO APLICA
14025,1,NO APLICA
14026,1,NO APLICA
14027,1,NO APLICA
14028,3,NO APLICA
14029,2,NO APLICA
14030,2,NO APLICA
14031,3,NO APLICA
14032,1,NO APLICA
14033,2,NO APLICA
14034,2,NO APLICA
14035,3,NO APLICA
14036,3,NO APLICA
14037,1,NO APLICA
14038,1,https://www.gob.mx/conamed/documentos/informe-de-labores-24192
14039,1,https://informe.guadalajara.gob.mx/seguridad/
14040,2,NO APLICA
14041,3,NO APLICA
14042,3,NO APLICA
14043,1,https://solucionarchivos.com/lahuerta/loader?id=1EMTGHQ_4YEzGKzEPh9fn6bAuFFv0H_Gk
14044,1,NO APLICA
14045,3,NO APLICA
14046,1,NO APLICA
14047,1,NO APLICA
14048,1,NO APLICA
14049,1,NO APLICA
14050,3,NO APLICA
14051,1,NO APLICA
14052,2,NO APLICA
14053,9,NO IDENTIFICADO
14054,1,NO APLICA
14055,3,NO APLICA
14056,1,NO APLICA
14057,1,NO APLICA
14058,2,NO APLICA
14059,3,NO APLICA
14060,2,NO APLICA
14061,2,NO APLICA
14062,1,NO APLICA
14063,1,NO APLICA
14064,1,NO APLICA
14065,1,NO APLICA
14066,1,https://www.poncitlan.gob.mx
14067,9,NO IDENTIFICADO
14068,1,https://app-sapumu.sfo2.digitaloceanspaces.com/villapurificacion/area/2023/05/13407/C7StQwwQ4l.pdf
14069,1,NO APLICA
14070,3,NO APLICA
14071,1,NO APLICA
14072,1,NO APLICA
14073,1,NO APLICA
14074,1,https://sanjulian.gob.mx/wp-content/uploads/2023/04/informe-trimestral-seguridad-publica-enero-marzo-2023.pdf
14075,1,NO APLICA
14076,3,NO APLICA
14077,3,NO APLICA
14078,1,https://sanmiguelelalto.gob.mx/servicios1/bloque/?name=informes
14079,1,https://ayuntamientogomezfarias.gob.mx/ADMIN/Documentos/Paginas/07634c83-017d-4e95-9103-f01400530f12/SEGURIDAD%20PUBLICA.docx
14080,3,NO APLICA
14081,3,NO APLICA
14082,3,NO APLICA
14083,1,NO APLICA
14084,1,NO APLICA
14085,2,NO APLICA
14086,1,NO APLICA
14087,1,https://www.tecalitlan.gob.mx
14088,2,NO APLICA
14089,1,NO APLICA
14090,1,NO APLICA
14091,2,NO APLICA
14092,1,NO APLICA
14093,3,NO APLICA
14094,1,NO APLICA
14095,1,NO APLICA
14096,2,NO APLICA
14097,9,NO IDENTIFICADO
14098,1,https://transparencia.tlaquepaque.gob.mx/?s=informe+de+gobierno
14099,3,NO APLICA
14100,1,NO APLICA
14101,1,NO APLICA
14102,3,NO APLICA
14103,3,NO APLICA
14104,3,NO APLICA
14105,1,https://1f0bca41-a134-40f2-a640-90d88029b305.filesusr.com/ugd/22c396_5f973ee1f8714624ba17a0fc016b2a23.pdf
14106,2,NO APLICA
14107,2,NO APLICA
14108,2,NO APLICA
14109,1,NO APLICA
14110,1,NO APLICA
14111,1,NO APLICA
14112,2,NO APLICA
14113,2,NO APLICA
14114,1,NO APLICA
14115,3,NO APLICA
14116,1,NO APLICA
14117,1,NO APLICA
14118,2,NO APLICA
14119,1,NO APLICA
14120,1,https://www.zapopan.gob.mx/wp-content/uploads/2022/09/Primer_Informe_Gobierno_Zapopan_Juan_Jose_Frangie_Saade_2022.pdf
14121,1,https://drive.google.com/drive/folders/1XWLoRq1Z7jwR7ORUeyNJNZhaVKeGljMa
14122,3,NO APLICA
14123,1,NO APLICA
14124,1,https://zapotlanejo.gob.mx/transparencia/archivos/1er_Informe.C.E.SeguridadP%C3%BAblica2022.pdf
14125,3,NO APLICA
15001,1,NO APLICA
15002,2,NO APLICA
15003,3,NO APLICA
15004,2,NO APLICA
15005,3,NO APLICA
15006,1,NO APLICA
15007,2,NO APLICA
15008,2,NO APLICA
15009,1,NO APLICA
15010,1,NO APLICA
15011,2,NO APLICA
15012,3,NO APLICA
15013,1,https://atizapan.gob.mx/wp-content/uploads/2022/12/LIBRO-ATIZAPAN-5dic_compressed.pdf
15014,3,NO APLICA
15015,1,NO APLICA
15016,1,NO APLICA
15017,1,NO APLICA
15018,3,NO APLICA
15019,1,NO APLICA
15020,3,NO APLICA
15021,1,NO APLICA
15022,3,NO APLICA
15023,1,https://www.coyotepec.gob.mx/contenidos/coyotepec/docs/157_7-avance-de-metas-2022-t4-firmado_23216164649.pdf
15024,1,NO APLICA
15025,3,NO APLICA
15026,1,NO APLICA
15027,1,NO APLICA
15028,1,NO APLICA
15029,2,NO APLICA
15030,2,NO APLICA
15031,1,NO APLICA
15032,3,NO APLICA
15033,3,NO APLICA
15034,3,NO APLICA
15035,1,NO APLICA
15036,1,NO APLICA
15037,2,NO APLICA
15038,3,NO APLICA
15039,1,https://www.ixtapaluca22-24.com.mx/_files/ugd/64678c_8bcf0d52cb2b4f8a99ed63c67c5b0ef3.pdf
15040,3,NO APLICA
15041,1,NO APLICA
15042,3,NO APLICA
15043,1,NO APLICA
15044,2,NO APLICA
15045,2,NO APLICA
15046,1,NO APLICA
15047,1,NO APLICA
15048,1,https://jocotitlan.gob.mx/index.php/1er-informe-de-gobierno_jocotitlan-2022-2024/
15049,9,NO IDENTIFICADO
15050,1,NO APLICA
15051,3,NO APLICA
15052,9,NO IDENTIFICADO
15053,1,NO APLICA
15054,1,NO APLICA
15055,2,NO APLICA
15056,1,NO APLICA
15057,2,NO APLICA
15058,1,NO APLICA
15059,1,NO APLICA
15060,3,NO APLICA
15061,3,NO APLICA
15062,1,https://ocoyoacac.gob.mx/sitio_veda/
15063,0,NO APLICA
15064,3,NO APLICA
15065,1,NO APLICA
15066,3,NO APLICA
15067,2,NO APLICA
15068,1,NO APLICA
15069,1,NO APLICA
15070,1,NO APLICA
15071,2,NO APLICA
15072,1,NO APLICA
15073,3,NO APLICA
15074,2,NO APLICA
15075,3,NO APLICA
15076,1,NO APLICA
15077,2,NO APLICA
15078,1,NO APLICA
15079,2,NO APLICA
15080,1,NO APLICA
15081,1,NO APLICA
15082,2,NO APLICA
15083,2,NO APLICA
15084,1,NO APLICA
15085,1,NO APLICA
15086,1,NO APLICA
15087,1,NO APLICA
15088,2,NO APLICA
15089,1,NO APLICA
15090,3,NO APLICA
15091,1,NO APLICA
15092,3,NO APLICA
15093,1,NO APLICA
15094,1,NO APLICA
15095,1,NO APLICA
15096,1,https://www.tequixquiac.gob.mx/
15097,3,NO APLICA
15098,1,NO APLICA
15099,3,NO APLICA
15100,9,NO IDENTIFICADO
15101,1,NO APLICA
15102,2,NO APLICA
15103,2,NO APLICA
15104,3,NO APLICA
15105,3,NO APLICA
15106,1,https://www2.toluca.gob.mx
15107,9,NO IDENTIFICADO
15108,1,NO APLICA
15109,3,NO APLICA
15110,3,NO APLICA
15111,1,NO APLICA
15112,3,NO APLICA
15113,1,NO APLICA
15114,3,NO APLICA
15115,2,NO APLICA
15116,2,NO APLICA
15117,2,NO APLICA
15118,1,NO APLICA
15119,9,NO IDENTIFICADO
15120,2,NO APLICA
15121,1,NO APLICA
15122,1,NO APLICA
15123,1,NO APLICA
15124,1,NO APLICA
15125,1,NO APLICA
16001,1,NO APLICA
16002,3,NO APLICA
16003,1,NO APLICA
16004,2,NO APLICA
16005,2,NO APLICA
16006,1,NO APLICA
16007,2,NO APLICA
16008,0,NO APLICA
16009,3,NO APLICA
16010,0,NO APLICA
16011,3,NO APLICA
16012,1,NO APLICA
16013,2,NO APLICA
16014,1,https://coahuayanamichoacan.com/sisofi_2021/uploads/2022/segundo_trimestre/Seguridad2.pdf
16015,1,NO APLICA
16016,1,NO APLICA
16017,3,NO APLICA
16018,2,NO APLICA
16019,1,https://consultapublicamx.plataformadetransparencia.org.mx/vut-web/faces/view/consultaPublica.xhtml?idEntidad=MTY=&idSujetoObligado=MzQ0OQ==#tarjetaInformativa
16020,1,NO APLICA
16021,1,NO APLICA
16022,1,NO APLICA
16023,1,NO APLICA
16024,2,NO APLICA
16025,1,NO APLICA
16026,1,NO APLICA
16027,1,NO APLICA
16028,1,NO APLICA
16029,3,NO APLICA
16030,1,NO APLICA
16031,2,NO APLICA
16032,1,NO APLICA
16033,1,NO APLICA
16034,9,NO IDENTIFICADO
16035,2,NO APLICA
16036,1,NO APLICA
16037,1,NO APLICA
16038,1,NO APLICA
16039,3,NO APLICA
16040,2,NO APLICA
16041,1,NO APLICA
16042,2,NO APLICA
16043,9,NO IDENTIFICADO
16044,2,NO APLICA
16045,2,NO APLICA
16046,1,NO APLICA
16047,1,NO APLICA
16048,1,NO APLICA
16049,3,NO APLICA
16050,3,NO APLICA
16051,98,NO DISPONIBLE
16052,1,NO APLICA
16053,2,NO APLICA
16054,2,NO APLICA
16055,1,NO APLICA
16056,2,NO APLICA
16057,2,NO APLICA
16058,1,NO APLICA
16059,3,NO APLICA
16060,1,NO APLICA
16061,1,NO APLICA
16062,2,NO APLICA
16063,2,NO APLICA
16064,1,NO APLICA
16065,1,NO APLICA
16066,2,NO APLICA
16067,1,NO APLICA
16068,1,NO SE SABE
16069,3,NO APLICA
16070,3,NO APLICA
16071,1,NO APLICA
16072,3,NO APLICA
16073,1,NO APLICA
16074,2,NO APLICA
16075,1,https://consultapublicamx.plataformadetransparencia.org.mx/vut-web/faces/view/consultaPublica.xhtml?idEntidad=MTY=&idSujetoObligado=MzQ0OQ==#obligaciones
16076,1,NO APLICA
16077,2,NO APLICA
16078,2,NO APLICA
16079,3,NO APLICA
16080,2,NO APLICA
16081,1,NO APLICA
16082,1,NO APLICA
16083,1,NO APLICA
16084,3,NO APLICA
16085,1,NO APLICA
16086,1,NO APLICA
16087,1,NO APLICA
16088,1,NO APLICA
16089,3,NO APLICA
16090,1,NO APLICA
16091,2,NO APLICA
16092,2,NO APLICA
16093,1,NO APLICA
16094,1,NO APLICA
16095,1,https://consultapublicamx.plataformadetransparencia.org.mx/vut-web/faces/view/consultaPublica.xhtml#tarjetaInformativa
16096,1,NO APLICA
16097,3,NO APLICA
16098,1,NO APLICA
16099,1,NO APLICA
16100,9,NO IDENTIFICADO
16101,2,NO APLICA
16102,9,NO IDENTIFICADO
16103,2,NO APLICA
16104,1,NO APLICA
16105,2,NO APLICA
16106,1,NO APLICA
16107,1,NO APLICA
16108,3,NO APLICA
16109,1,NO APLICA
16110,1,NO APLICA
16111,1,NO APLICA
16112,1,NO APLICA
16113,2,NO APLICA
17001,1,NO APLICA
17002,3,NO APLICA
17003,1,NO APLICA
17004,3,NO APLICA
17005,2,NO APLICA
17006,1,NO APLICA
17007,3,NO APLICA
17008,1,NO APLICA
17009,1,NO APLICA
17010,1,NO APLICA
17011,3,NO APLICA
17012,1,NO APLICA
17013,1,https://www.imipe.org.mx/padron-sujetos-obligados/ayuntamiento-de-jonacatepec
17014,1,NO APLICA
17015,3,NO APLICA
17016,2,NO APLICA
17017,2,NO APLICA
17018,1,NO APLICA
17019,1,NO APLICA
17020,3,NO APLICA
17021,1,NO APLICA
17022,2,NO APLICA
17023,1,NO APLICA
17024,1,NO APLICA
17025,1,NO APLICA
17026,1,NO APLICA
17027,9,NO IDENTIFICADO
17028,1,http://repositoriomorelos.mx/sites/default/files/Ayuntamientos/Xochitepec/2018/Articulo51/LTAIPEM51_FXLIV_A_Informacion_de_interes_publico/2022Diciembre/PREVENTIVA_DIC_2022.PDF
17029,3,NO APLICA
17030,3,NO APLICA
17031,0,NO APLICA
17032,3,NO APLICA
17033,2,NO APLICA
17034,2,NO APLICA
17035,0,NO APLICA
17036,3,NO APLICA
18001,1,NO APLICA
18002,3,NO APLICA
18003,1,NO APLICA
18004,1,http://e-compostela.gob.mx/pdf/convocatorias/3er_Informe_Gobierno_XL.pdf
18005,1,NO APLICA
18006,1,NO APLICA
18007,3,NO APLICA
18008,2,NO APLICA
18009,3,NO APLICA
18010,3,NO APLICA
18011,1,NO APLICA
18012,3,NO APLICA
18013,2,NO APLICA
18014,2,NO APLICA
18015,2,NO APLICA
18016,3,NO APLICA
18017,1,NO APLICA
18018,1,NO APLICA
18019,1,NO APLICA
18020,1,NO APLICA
19001,2,NO APLICA
19002,0,NO APLICA
19003,1,NO APLICA
19004,2,NO APLICA
19005,3,NO APLICA
19006,1,NO APLICA
19007,3,NO APLICA
19008,3,NO APLICA
19009,2,NO APLICA
19010,1,NO APLICA
19011,3,NO APLICA
19012,3,NO APLICA
19013,1,NO APLICA
19014,3,NO APLICA
19015,0,NO APLICA
19016,3,NO APLICA
19017,2,NO APLICA
19018,9,NO IDENTIFICADO
19019,1,https://sanpedro.gob.mx/informes-de-gobierno
19020,2,NO APLICA
19021,2,NO APLICA
19022,3,NO APLICA
19023,0,NO APLICA
19024,3,NO APLICA
19025,3,NO APLICA
19026,3,NO APLICA
19027,2,NO APLICA
19028,3,NO APLICA
19029,9,NO IDENTIFICADO
19030,3,NO APLICA
19031,1,NO APLICA
19032,1,NO APLICA
19033,3,NO APLICA
19034,1,NO APLICA
19035,3,NO APLICA
19036,3,NO APLICA
19037,3,NO APLICA
19038,3,NO APLICA
19039,2,NO APLICA
19040,0,NO APLICA
19041,3,NO APLICA
19042,3,NO APLICA
19043,2,NO APLICA
19044,1,NO APLICA
19045,3,NO APLICA
19046,3,NO APLICA
19047,3,NO APLICA
19048,2,NO APLICA
