ubicageo_f,tipoinfo_i,siaplica
20148,9,NA
20148,10,NA
20148,11,NA
20148,12,NA
20148,13,NA
20148,14,NA
20148,15,NA
20148,16,NA
20148,17,NA
20148,99,NA
20149,1,NA
20149,2,NA
20149,3,NA
20149,4,NA
20149,5,NA
20149,6,NA
20149,7,NA
20149,8,NA
20149,9,NA
20149,10,NA
20149,11,NA
20149,12,NA
20149,13,NA
20149,14,NA
20149,15,NA
20149,16,NA
20149,17,NA
20149,99,NA
20150,1,NA
20150,2,NA
20150,3,NA
20150,4,NA
20150,5,NA
20150,6,NA
20150,7,NA
20150,8,NA
20150,9,NA
20150,10,NA
20150,11,NA
20150,12,NA
20150,13,NA
20150,14,NA
20150,15,NA
20150,16,NA
20150,17,NA
20150,99,NA
20151,1,NA
20151,2,NA
20151,3,NA
20151,4,NA
20151,5,NA
20151,6,NA
20151,7,NA
20151,8,NA
20151,9,NA
20151,10,NA
20151,11,NA
20151,12,NA
20151,13,NA
20151,14,NA
20151,15,NA
20151,16,NA
20151,17,NA
20151,99,NA
20152,1,NA
20152,2,NA
20152,3,NA
20152,4,NA
20152,5,NA
20152,6,NA
20152,7,NA
20152,8,NA
20152,9,NA
20152,10,NA
20152,11,NA
20152,12,NA
20152,13,NA
20152,14,NA
20152,15,NA
20152,16,NA
20152,17,NA
20152,99,NA
20153,1,NA
20153,2,NA
20153,3,NA
20153,4,NA
20153,5,NA
20153,6,NA
20153,7,NA
20153,8,NA
20153,9,NA
20153,10,NA
20153,11,NA
20153,12,NA
20153,13,NA
20153,14,NA
20153,15,NA
20153,16,NA
20153,17,NA
20153,99,NA
20154,1,NA
20154,2,NA
20154,3,NA
20154,4,NA
20154,5,NA
20154,6,NA
20154,7,NA
20154,8,NA
20154,9,NA
20154,10,NA
20154,11,NA
20154,12,NA
20154,13,NA
20154,14,NA
20154,15,NA
20154,16,NA
20154,17,NA
20154,99,NA
20155,1,NA
20155,2,NA
20155,3,NA
20155,4,NA
20155,5,NA
20155,6,NA
20155,7,NA
20155,8,NA
20155,9,NA
20155,10,NA
20155,11,NA
20155,12,NA
20155,13,NA
20155,14,NA
20155,15,NA
20155,16,NA
20155,17,NA
20155,99,NA
20156,1,NA
20156,2,NA
20156,3,NA
20156,4,NA
20156,5,NA
20156,6,NA
20156,7,NA
20156,8,NA
20156,9,NA
20156,10,NA
20156,11,NA
20156,12,NA
20156,13,NA
20156,14,NA
20156,15,NA
20156,16,NA
20156,17,NA
20156,99,NA
20157,1,NA
20157,2,NA
20157,3,NA
20157,4,NA
20157,5,NA
20157,6,NA
20157,7,NA
20157,8,NA
20157,9,NA
20157,10,NA
20157,11,NA
20157,12,NA
20157,13,NA
20157,14,NA
20157,15,NA
20157,16,NA
20157,17,NA
20157,99,NA
20158,1,NA
20158,2,NA
20158,3,NA
20158,4,NA
20158,5,NA
20158,6,NA
20158,7,NA
20158,8,NA
20158,9,NA
20158,10,NA
20158,11,NA
20158,12,NA
20158,13,NA
20158,14,NA
20158,15,NA
20158,16,NA
20158,17,NA
20158,99,NA
20159,1,NA
20159,2,NA
20159,3,NA
20159,4,NA
20159,5,NA
20159,6,NA
20159,7,NA
20159,8,NA
20159,9,NA
20159,10,NA
20159,11,NA
20159,12,NA
20159,13,NA
20159,14,NA
20159,15,NA
20159,16,NA
20159,17,NA
20159,99,NA
20160,1,NA
20160,2,NA
20160,3,NA
20160,4,NA
20160,5,NA
20160,6,NA
20160,7,NA
20160,8,NA
20160,9,NA
20160,10,NA
20160,11,NA
20160,12,NA
20160,13,NA
20160,14,NA
20160,15,NA
20160,16,NA
20160,17,NA
20160,99,NA
20161,1,NA
20161,2,NA
20161,3,NA
20161,4,NA
20161,5,NA
20161,6,NA
20161,7,NA
20161,8,NA
20161,9,NA
20161,10,NA
20161,11,NA
20161,12,NA
20161,13,NA
20161,14,NA
20161,15,NA
20161,16,NA
20161,17,NA
20161,99,NA
20162,1,NA
20162,2,NA
20162,3,NA
20162,4,NA
20162,5,NA
20162,6,NA
20162,7,NA
20162,8,NA
20162,9,NA
20162,10,NA
20162,11,NA
20162,12,NA
20162,13,NA
20162,14,NA
20162,15,NA
20162,16,NA
20162,17,NA
20162,99,NA
20163,1,NA
20163,2,NA
20163,3,NA
20163,4,NA
20163,5,NA
20163,6,NA
20163,7,NA
20163,8,NA
20163,9,NA
20163,10,NA
20163,11,NA
20163,12,NA
20163,13,NA
20163,14,NA
20163,15,NA
20163,16,NA
20163,17,NA
20163,99,NA
20164,1,NA
20164,2,NA
20164,3,NA
20164,4,NA
20164,5,NA
20164,6,NA
20164,7,NA
20164,8,NA
20164,9,NA
20164,10,NA
20164,11,NA
20164,12,NA
20164,13,NA
20164,14,NA
20164,15,NA
20164,16,NA
20164,17,NA
20164,99,NA
20165,1,NA
20165,2,NA
20165,3,NA
20165,4,NA
20165,5,NA
20165,6,NA
20165,7,NA
20165,8,NA
20165,9,NA
20165,10,NA
20165,11,NA
20165,12,NA
20165,13,NA
20165,14,NA
20165,15,NA
20165,16,NA
20165,17,NA
20165,99,NA
20166,1,NA
20166,2,NA
20166,3,NA
20166,4,NA
20166,5,NA
20166,6,NA
20166,7,NA
20166,8,NA
20166,9,NA
20166,10,NA
20166,11,NA
20166,12,NA
20166,13,NA
20166,14,NA
20166,15,NA
20166,16,NA
20166,17,NA
20166,99,NA
20167,1,NA
20167,2,NA
20167,3,NA
20167,4,NA
20167,5,NA
20167,6,NA
20167,7,NA
20167,8,NA
20167,9,NA
20167,10,NA
20167,11,NA
20167,12,NA
20167,13,NA
20167,14,NA
20167,15,NA
20167,16,NA
20167,17,NA
20167,99,NA
20168,1,NA
20168,2,NA
20168,3,NA
20168,4,NA
20168,5,NA
20168,6,NA
20168,7,NA
20168,8,NA
20168,9,NA
20168,10,NA
20168,11,NA
20168,12,NA
20168,13,NA
20168,14,NA
20168,15,NA
20168,16,NA
20168,17,NA
20168,99,NA
20169,1,NA
20169,2,NA
20169,3,NA
20169,4,NA
20169,5,NA
20169,6,NA
20169,7,NA
20169,8,NA
20169,9,NA
20169,10,NA
20169,11,NA
20169,12,NA
20169,13,NA
20169,14,NA
20169,15,NA
20169,16,NA
20169,17,NA
20169,99,NA
20170,1,NA
20170,2,NA
20170,3,NA
20170,4,NA
20170,5,NA
20170,6,NA
20170,7,NA
20170,8,NA
20170,9,NA
20170,10,NA
20170,11,NA
20170,12,NA
20170,13,NA
20170,14,NA
20170,15,NA
20170,16,NA
20170,17,NA
20170,99,NA
20171,1,NA
20171,2,NA
20171,3,NA
20171,4,NA
20171,5,NA
20171,6,NA
20171,7,NA
20171,8,NA
20171,9,NA
20171,10,NA
20171,11,NA
20171,12,NA
20171,13,NA
20171,14,NA
20171,15,NA
20171,16,NA
20171,17,NA
20171,99,NA
20172,1,NA
20172,2,NA
20172,3,NA
20172,4,NA
20172,5,NA
20172,6,NA
20172,7,NA
20172,8,NA
20172,9,NA
20172,10,NA
20172,11,NA
20172,12,NA
20172,13,NA
20172,14,NA
20172,15,NA
20172,16,NA
20172,17,NA
20172,99,NA
20173,1,NA
20173,2,NA
20173,3,NA
20173,4,NA
20173,5,NA
20173,6,NA
20173,7,NA
20173,8,NA
20173,9,NA
20173,10,NA
20173,11,NA
20173,12,NA
20173,13,NA
20173,14,NA
20173,15,NA
20173,16,NA
20173,17,NA
20173,99,NA
20174,1,NA
20174,2,NA
20174,3,NA
20174,4,NA
20174,5,NA
20174,6,NA
20174,7,NA
20174,8,NA
20174,9,NA
20174,10,NA
20174,11,NA
20174,12,NA
20174,13,NA
20174,14,NA
20174,15,NA
20174,16,NA
20174,17,NA
20174,99,NA
20175,1,NA
20175,2,NA
20175,3,NA
20175,4,NA
20175,5,NA
20175,6,NA
20175,7,NA
20175,8,NA
20175,9,NA
20175,10,NA
20175,11,NA
20175,12,NA
20175,13,NA
20175,14,NA
20175,15,NA
20175,16,NA
20175,17,NA
20175,99,NA
20176,1,NA
20176,2,NA
20176,3,NA
20176,4,NA
20176,5,NA
20176,6,NA
20176,7,NA
20176,8,NA
20176,9,NA
20176,10,NA
20176,11,NA
20176,12,NA
20176,13,NA
20176,14,NA
20176,15,NA
20176,16,NA
20176,17,NA
20176,99,NA
20177,1,NA
20177,2,NA
20177,3,NA
20177,4,NA
20177,5,NA
20177,6,NA
20177,7,NA
20177,8,NA
20177,9,NA
20177,10,NA
20177,11,NA
20177,12,NA
20177,13,NA
20177,14,NA
20177,15,NA
20177,16,NA
20177,17,NA
20177,99,NA
20178,1,NA
20178,2,NA
20178,3,NA
20178,4,NA
20178,5,NA
20178,6,NA
20178,7,NA
20178,8,NA
20178,9,NA
20178,10,NA
20178,11,NA
20178,12,NA
20178,13,NA
20178,14,NA
20178,15,NA
20178,16,NA
20178,17,NA
20178,99,NA
20179,1,NA
20179,2,NA
20179,3,NA
20179,4,NA
20179,5,NA
20179,6,NA
20179,7,NA
20179,8,NA
20179,9,NA
20179,10,NA
20179,11,NA
20179,12,NA
20179,13,NA
20179,14,NA
20179,15,NA
20179,16,NA
20179,17,NA
20179,99,NA
20180,1,NA
20180,2,NA
20180,3,NA
20180,4,NA
20180,5,NA
20180,6,NA
20180,7,NA
20180,8,NA
20180,9,NA
20180,10,NA
20180,11,NA
20180,12,NA
20180,13,NA
20180,14,NA
20180,15,NA
20180,16,NA
20180,17,NA
20180,99,NA
20181,1,NA
20181,2,NA
20181,3,NA
20181,4,NA
20181,5,NA
20181,6,NA
20181,7,NA
20181,8,NA
20181,9,NA
20181,10,NA
20181,11,NA
20181,12,NA
20181,13,NA
20181,14,NA
20181,15,NA
20181,16,NA
20181,17,NA
20181,99,NA
20182,1,NA
20182,2,NA
20182,3,NA
20182,4,NA
20182,5,NA
20182,6,NA
20182,7,NA
20182,8,NA
20182,9,NA
20182,10,NA
20182,11,NA
20182,12,NA
20182,13,NA
20182,14,NA
20182,15,NA
20182,16,NA
20182,17,NA
20182,99,NA
20183,1,NA
20183,2,NA
20183,3,NA
20183,4,NA
20183,5,NA
20183,6,NA
20183,7,NA
20183,8,NA
20183,9,NA
20183,10,NA
20183,11,NA
20183,12,NA
20183,13,NA
20183,14,NA
20183,15,NA
20183,16,NA
20183,17,NA
20183,99,NA
20184,1,NA
20184,2,NA
20184,3,NA
20184,4,NA
20184,5,NA
20184,6,NA
20184,7,NA
20184,8,NA
20184,9,NA
20184,10,NA
20184,11,NA
20184,12,NA
20184,13,NA
20184,14,NA
20184,15,NA
20184,16,NA
20184,17,NA
20184,99,NA
20185,1,NA
20185,2,NA
20185,3,NA
20185,4,NA
20185,5,NA
20185,6,NA
20185,7,NA
20185,8,NA
20185,9,NA
20185,10,NA
20185,11,NA
20185,12,NA
20185,13,NA
20185,14,NA
20185,15,NA
20185,16,NA
20185,17,NA
20185,99,NA
20186,1,NA
20186,2,NA
20186,3,NA
20186,4,NA
20186,5,NA
20186,6,NA
20186,7,NA
20186,8,NA
20186,9,NA
20186,10,NA
20186,11,NA
20186,12,NA
20186,13,NA
20186,14,NA
20186,15,NA
20186,16,NA
20186,17,NA
20186,99,NA
20187,1,NA
20187,2,NA
20187,3,NA
20187,4,NA
20187,5,NA
20187,6,NA
20187,7,NA
20187,8,NA
20187,9,NA
20187,10,NA
20187,11,NA
20187,12,NA
20187,13,NA
20187,14,NA
20187,15,NA
20187,16,NA
20187,17,NA
20187,99,NA
20188,1,NA
20188,2,NA
20188,3,NA
20188,4,NA
20188,5,NA
20188,6,NA
20188,7,NA
20188,8,NA
20188,9,NA
20188,10,NA
20188,11,NA
20188,12,NA
20188,13,NA
20188,14,NA
20188,15,NA
20188,16,NA
20188,17,NA
20188,99,NA
20189,1,NA
20189,2,NA
20189,3,NA
20189,4,NA
20189,5,NA
20189,6,NA
20189,7,NA
20189,8,NA
20189,9,NA
20189,10,NA
20189,11,NA
20189,12,NA
20189,13,NA
20189,14,NA
20189,15,NA
20189,16,NA
20189,17,NA
20189,99,NA
20190,1,NA
20190,2,NA
20190,3,NA
20190,4,NA
20190,5,NA
20190,6,NA
20190,7,NA
20190,8,NA
20190,9,NA
20190,10,NA
20190,11,NA
20190,12,NA
20190,13,NA
20190,14,NA
20190,15,NA
20190,16,NA
20190,17,NA
20190,99,NA
20191,1,NA
20191,2,NA
20191,3,NA
20191,4,NA
20191,5,NA
20191,6,NA
20191,7,NA
20191,8,NA
20191,9,NA
20191,10,NA
20191,11,NA
20191,12,NA
20191,13,NA
20191,14,NA
20191,15,NA
20191,16,NA
20191,17,NA
20191,99,NA
20192,1,NA
20192,2,NA
20192,3,NA
20192,4,NA
20192,5,NA
20192,6,NA
20192,7,NA
20192,8,NA
20192,9,NA
20192,10,NA
20192,11,NA
20192,12,NA
20192,13,NA
20192,14,NA
20192,15,NA
20192,16,NA
20192,17,NA
20192,99,NA
20193,1,NA
20193,2,NA
20193,3,NA
20193,4,NA
20193,5,NA
20193,6,NA
20193,7,NA
20193,8,NA
20193,9,NA
20193,10,NA
20193,11,NA
20193,12,NA
20193,13,NA
20193,14,NA
20193,15,NA
20193,16,NA
20193,17,NA
20193,99,NA
20194,1,NA
20194,2,NA
20194,3,NA
20194,4,NA
20194,5,NA
20194,6,NA
20194,7,NA
20194,8,NA
20194,9,NA
20194,10,NA
20194,11,NA
20194,12,NA
20194,13,NA
20194,14,NA
20194,15,NA
20194,16,NA
20194,17,NA
20194,99,NA
20195,1,NA
20195,2,NA
20195,3,NA
20195,4,NA
20195,5,NA
20195,6,NA
20195,7,NA
20195,8,NA
20195,9,NA
20195,10,NA
20195,11,NA
20195,12,NA
20195,13,NA
20195,14,NA
20195,15,NA
20195,16,NA
20195,17,NA
20195,99,NA
20196,1,NA
20196,2,NA
20196,3,NA
20196,4,NA
20196,5,NA
20196,6,NA
20196,7,NA
20196,8,NA
20196,9,NA
20196,10,NA
20196,11,NA
20196,12,NA
20196,13,NA
20196,14,NA
20196,15,NA
20196,16,NA
20196,17,NA
20196,99,NA
20197,1,NA
20197,2,NA
20197,3,NA
20197,4,NA
20197,5,NA
20197,6,NA
20197,7,NA
20197,8,NA
20197,9,NA
20197,10,NA
20197,11,NA
20197,12,NA
20197,13,NA
20197,14,NA
20197,15,NA
20197,16,NA
20197,17,NA
20197,99,NA
20198,1,NA
20198,2,NA
20198,3,NA
20198,4,NA
20198,5,NA
20198,6,NA
20198,7,NA
20198,8,NA
20198,9,NA
20198,10,NA
20198,11,NA
20198,12,NA
20198,13,NA
20198,14,NA
20198,15,NA
20198,16,NA
20198,17,NA
20198,99,NA
20199,1,NA
20199,2,NA
20199,3,NA
20199,4,NA
20199,5,NA
20199,6,NA
20199,7,NA
20199,8,NA
20199,9,NA
20199,10,NA
20199,11,NA
20199,12,NA
20199,13,NA
20199,14,NA
20199,15,NA
20199,16,NA
20199,17,NA
20199,99,NA
20200,1,NA
20200,2,NA
20200,3,NA
20200,4,NA
20200,5,NA
20200,6,NA
20200,7,NA
20200,8,NA
20200,9,NA
20200,10,NA
20200,11,NA
20200,12,NA
20200,13,NA
20200,14,NA
20200,15,NA
20200,16,NA
20200,17,NA
20200,99,NA
20201,1,NA
20201,2,NA
20201,3,NA
20201,4,NA
20201,5,NA
20201,6,NA
20201,7,NA
20201,8,NA
20201,9,NA
20201,10,NA
20201,11,NA
20201,12,NA
20201,13,NA
20201,14,NA
20201,15,NA
20201,16,NA
20201,17,NA
20201,99,NA
20202,1,NA
20202,2,NA
20202,3,NA
20202,4,NA
20202,5,NA
20202,6,NA
20202,7,NA
20202,8,NA
20202,9,NA
20202,10,NA
20202,11,NA
20202,12,NA
20202,13,NA
20202,14,NA
20202,15,NA
20202,16,NA
20202,17,NA
20202,99,NA
20203,1,NA
20203,2,NA
20203,3,NA
20203,4,NA
20203,5,NA
20203,6,NA
20203,7,NA
20203,8,NA
20203,9,NA
20203,10,NA
20203,11,NA
20203,12,NA
20203,13,NA
20203,14,NA
20203,15,NA
20203,16,NA
20203,17,NA
20203,99,NA
20204,1,NA
20204,2,NA
20204,3,NA
20204,4,NA
20204,5,NA
20204,6,NA
20204,7,NA
20204,8,NA
20204,9,NA
20204,10,NA
20204,11,NA
20204,12,NA
20204,13,NA
20204,14,NA
20204,15,NA
20204,16,NA
20204,17,NA
20204,99,NA
20205,1,NA
20205,2,NA
20205,3,NA
20205,4,NA
20205,5,NA
20205,6,NA
20205,7,NA
20205,8,NA
20205,9,NA
20205,10,NA
20205,11,NA
20205,12,NA
20205,13,NA
20205,14,NA
20205,15,NA
20205,16,NA
20205,17,NA
20205,99,NA
20206,1,NA
20206,2,NA
20206,3,NA
20206,4,NA
20206,5,NA
20206,6,NA
20206,7,NA
20206,8,NA
20206,9,NA
20206,10,NA
20206,11,NA
20206,12,NA
20206,13,NA
20206,14,NA
20206,15,NA
20206,16,NA
20206,17,NA
20206,99,NA
20207,1,NA
20207,2,NA
20207,3,NA
20207,4,NA
20207,5,NA
20207,6,NA
20207,7,NA
20207,8,NA
20207,9,NA
20207,10,NA
20207,11,NA
20207,12,NA
20207,13,NA
20207,14,NA
20207,15,NA
20207,16,NA
20207,17,NA
20207,99,NA
20208,1,NA
20208,2,NA
20208,3,NA
20208,4,NA
20208,5,NA
20208,6,NA
20208,7,NA
20208,8,NA
20208,9,NA
20208,10,NA
20208,11,NA
20208,12,NA
20208,13,NA
20208,14,NA
20208,15,NA
20208,16,NA
20208,17,NA
20208,99,NA
20209,1,NA
20209,2,NA
20209,3,NA
20209,4,NA
20209,5,NA
20209,6,NA
20209,7,NA
20209,8,NA
20209,9,NA
20209,10,NA
20209,11,NA
20209,12,NA
20209,13,NA
20209,14,NA
20209,15,NA
20209,16,NA
20209,17,NA
20209,99,NA
20210,1,NA
20210,2,NA
20210,3,NA
20210,4,NA
20210,5,NA
20210,6,NA
20210,7,NA
20210,8,NA
20210,9,NA
20210,10,NA
20210,11,NA
20210,12,NA
20210,13,NA
20210,14,NA
20210,15,NA
20210,16,NA
20210,17,NA
20210,99,NA
20211,1,NA
20211,2,NA
20211,3,NA
20211,4,NA
20211,5,NA
20211,6,NA
20211,7,NA
20211,8,NA
20211,9,NA
20211,10,NA
20211,11,NA
20211,12,NA
20211,13,NA
20211,14,NA
20211,15,NA
20211,16,NA
20211,17,NA
20211,99,NA
20212,1,NA
20212,2,NA
20212,3,NA
20212,4,NA
20212,5,NA
20212,6,NA
20212,7,NA
20212,8,NA
20212,9,NA
20212,10,NA
20212,11,NA
20212,12,NA
20212,13,NA
20212,14,NA
20212,15,NA
20212,16,NA
20212,17,NA
20212,99,NA
20213,1,NA
20213,2,NA
20213,3,NA
20213,4,NA
20213,5,NA
20213,6,NA
20213,7,NA
20213,8,NA
20213,9,NA
20213,10,NA
20213,11,NA
20213,12,NA
20213,13,NA
20213,14,NA
20213,15,NA
20213,16,NA
20213,17,NA
20213,99,NA
20214,1,NA
20214,2,NA
20214,3,NA
20214,4,NA
20214,5,NA
20214,6,NA
20214,7,NA
20214,8,NA
20214,9,NA
20214,10,NA
20214,11,NA
20214,12,NA
20214,13,NA
20214,14,NA
20214,15,NA
20214,16,NA
20214,17,NA
20214,99,NA
20215,1,NA
20215,2,NA
20215,3,NA
20215,4,NA
20215,5,NA
20215,6,NA
20215,7,NA
20215,8,NA
20215,9,NA
20215,10,NA
20215,11,NA
20215,12,NA
20215,13,NA
20215,14,NA
20215,15,NA
20215,16,NA
20215,17,NA
20215,99,NA
20216,1,NA
20216,2,NA
20216,3,NA
20216,4,NA
20216,5,NA
20216,6,NA
20216,7,NA
20216,8,NA
20216,9,NA
20216,10,NA
20216,11,NA
20216,12,NA
20216,13,NA
20216,14,NA
20216,15,NA
20216,16,NA
20216,17,NA
20216,99,NA
20217,1,NA
20217,2,NA
20217,3,NA
20217,4,NA
20217,5,NA
20217,6,NA
20217,7,NA
20217,8,NA
20217,9,NA
20217,10,NA
20217,11,NA
20217,12,NA
20217,13,NA
20217,14,NA
20217,15,NA
20217,16,NA
20217,17,NA
20217,99,NA
20218,1,NA
20218,2,NA
20218,3,NA
20218,4,NA
20218,5,NA
20218,6,NA
20218,7,NA
20218,8,NA
20218,9,NA
20218,10,NA
20218,11,NA
20218,12,NA
20218,13,NA
20218,14,NA
20218,15,NA
20218,16,NA
20218,17,NA
20218,99,NA
20219,1,NA
20219,2,NA
20219,3,NA
20219,4,NA
20219,5,NA
20219,6,NA
20219,7,NA
20219,8,NA
20219,9,NA
20219,10,NA
20219,11,NA
20219,12,NA
20219,13,NA
20219,14,NA
20219,15,NA
20219,16,NA
20219,17,NA
20219,99,NA
20220,1,NA
20220,2,NA
20220,3,NA
20220,4,NA
20220,5,NA
20220,6,NA
20220,7,NA
20220,8,NA
20220,9,NA
20220,10,NA
20220,11,NA
20220,12,NA
20220,13,NA
20220,14,NA
20220,15,NA
20220,16,NA
20220,17,NA
20220,99,NA
20221,1,NA
20221,2,NA
20221,3,NA
20221,4,NA
20221,5,NA
20221,6,NA
20221,7,NA
20221,8,NA
20221,9,NA
20221,10,NA
20221,11,NA
20221,12,NA
20221,13,NA
20221,14,NA
20221,15,NA
20221,16,NA
20221,17,NA
20221,99,NA
20222,1,NA
20222,2,NA
20222,3,NA
20222,4,NA
20222,5,NA
20222,6,NA
20222,7,NA
20222,8,NA
20222,9,NA
20222,10,NA
20222,11,NA
20222,12,NA
20222,13,NA
20222,14,NA
20222,15,NA
20222,16,NA
20222,17,NA
20222,99,NA
20223,1,NA
20223,2,NA
20223,3,NA
20223,4,NA
20223,5,NA
20223,6,NA
20223,7,NA
20223,8,NA
20223,9,NA
20223,10,NA
20223,11,NA
20223,12,NA
20223,13,NA
20223,14,NA
20223,15,NA
20223,16,NA
20223,17,NA
20223,99,NA
20224,1,NA
20224,2,NA
20224,3,NA
20224,4,NA
20224,5,NA
20224,6,NA
20224,7,NA
20224,8,NA
20224,9,NA
20224,10,NA
20224,11,NA
20224,12,NA
20224,13,NA
20224,14,NA
20224,15,NA
20224,16,NA
20224,17,NA
20224,99,NA
20225,1,NA
20225,2,NA
20225,3,NA
20225,4,NA
20225,5,NA
20225,6,NA
20225,7,NA
20225,8,NA
20225,9,NA
20225,10,NA
20225,11,NA
20225,12,NA
20225,13,NA
20225,14,NA
20225,15,NA
20225,16,NA
20225,17,NA
20225,99,NA
20226,1,NA
20226,2,NA
20226,3,NA
20226,4,NA
20226,5,NA
20226,6,NA
20226,7,NA
20226,8,NA
20226,9,NA
20226,10,NA
20226,11,NA
20226,12,NA
20226,13,NA
20226,14,NA
20226,15,NA
20226,16,NA
20226,17,NA
20226,99,NA
20227,1,NA
20227,2,NA
20227,3,NA
20227,4,NA
20227,5,NA
20227,6,NA
20227,7,NA
20227,8,NA
20227,9,NA
20227,10,NA
20227,11,NA
20227,12,NA
20227,13,NA
20227,14,NA
20227,15,NA
20227,16,NA
20227,17,NA
20227,99,NA
20228,1,NA
20228,2,NA
20228,3,NA
20228,4,NA
20228,5,NA
20228,6,NA
20228,7,NA
20228,8,NA
20228,9,NA
20228,10,NA
20228,11,NA
20228,12,NA
20228,13,NA
20228,14,NA
20228,15,NA
20228,16,NA
20228,17,NA
20228,99,NA
20229,1,NA
20229,2,NA
20229,3,NA
20229,4,NA
20229,5,NA
20229,6,NA
20229,7,NA
20229,8,NA
20229,9,NA
20229,10,NA
20229,11,NA
20229,12,NA
20229,13,NA
20229,14,NA
20229,15,NA
20229,16,NA
20229,17,NA
20229,99,NA
20230,1,NA
20230,2,NA
20230,3,NA
20230,4,NA
20230,5,NA
20230,6,NA
20230,7,NA
20230,8,NA
20230,9,NA
20230,10,NA
20230,11,NA
20230,12,NA
20230,13,NA
20230,14,NA
20230,15,NA
20230,16,NA
20230,17,NA
20230,99,NA
20231,1,NA
20231,2,NA
20231,3,NA
20231,4,NA
20231,5,NA
20231,6,NA
20231,7,NA
20231,8,NA
20231,9,NA
20231,10,NA
20231,11,NA
20231,12,NA
20231,13,NA
20231,14,NA
20231,15,NA
20231,16,NA
20231,17,NA
20231,99,NA
20232,1,NA
20232,2,NA
20232,3,NA
20232,4,NA
20232,5,NA
20232,6,NA
20232,7,NA
20232,8,NA
20232,9,NA
20232,10,NA
20232,11,NA
20232,12,NA
20232,13,NA
20232,14,NA
20232,15,NA
20232,16,NA
20232,17,NA
20232,99,NA
20233,1,NA
20233,2,NA
20233,3,NA
20233,4,NA
20233,5,NA
20233,6,NA
20233,7,NA
20233,8,NA
20233,9,NA
20233,10,NA
20233,11,NA
20233,12,NA
20233,13,NA
20233,14,NA
20233,15,NA
20233,16,NA
20233,17,NA
20233,99,NA
20234,1,NA
20234,2,NA
20234,3,NA
20234,4,NA
20234,5,NA
20234,6,NA
20234,7,NA
20234,8,NA
20234,9,NA
20234,10,NA
20234,11,NA
20234,12,NA
20234,13,NA
20234,14,NA
20234,15,NA
20234,16,NA
20234,17,NA
20234,99,NA
20235,1,NA
20235,2,NA
20235,3,NA
20235,4,NA
20235,5,NA
20235,6,NA
20235,7,NA
20235,8,NA
20235,9,NA
20235,10,NA
20235,11,NA
20235,12,NA
20235,13,NA
20235,14,NA
20235,15,NA
20235,16,NA
20235,17,NA
20235,99,NA
20236,1,NA
20236,2,NA
20236,3,NA
20236,4,NA
20236,5,NA
20236,6,NA
20236,7,NA
20236,8,NA
20236,9,NA
20236,10,NA
20236,11,NA
20236,12,NA
20236,13,NA
20236,14,NA
20236,15,NA
20236,16,NA
20236,17,NA
20236,99,NA
20237,1,NA
20237,2,NA
20237,3,NA
20237,4,NA
20237,5,NA
20237,6,NA
20237,7,NA
20237,8,NA
20237,9,NA
20237,10,NA
20237,11,NA
20237,12,NA
20237,13,NA
20237,14,NA
20237,15,NA
20237,16,NA
20237,17,NA
20237,99,NA
20238,1,NA
20238,2,NA
20238,3,NA
20238,4,NA
20238,5,NA
20238,6,NA
20238,7,NA
20238,8,NA
20238,9,NA
20238,10,NA
20238,11,NA
20238,12,NA
20238,13,NA
20238,14,NA
20238,15,NA
20238,16,NA
20238,17,NA
20238,99,NA
20239,1,NA
20239,2,NA
20239,3,NA
20239,4,NA
20239,5,NA
20239,6,NA
20239,7,NA
20239,8,NA
20239,9,NA
20239,10,NA
20239,11,NA
20239,12,NA
20239,13,NA
20239,14,NA
20239,15,NA
20239,16,NA
20239,17,NA
20239,99,NA
20240,1,NA
20240,2,NA
20240,3,NA
20240,4,NA
20240,5,NA
20240,6,NA
20240,7,NA
20240,8,NA
20240,9,NA
20240,10,NA
20240,11,NA
20240,12,NA
20240,13,NA
20240,14,NA
20240,15,NA
20240,16,NA
20240,17,NA
20240,99,NA
20241,1,NA
20241,2,NA
20241,3,NA
20241,4,NA
20241,5,NA
20241,6,NA
20241,7,NA
20241,8,NA
20241,9,NA
20241,10,NA
20241,11,NA
20241,12,NA
20241,13,NA
20241,14,NA
20241,15,NA
20241,16,NA
20241,17,NA
20241,99,NA
20242,1,NA
20242,2,NA
20242,3,NA
20242,4,NA
20242,5,NA
20242,6,NA
20242,7,NA
20242,8,NA
20242,9,NA
20242,10,NA
20242,11,NA
20242,12,NA
20242,13,NA
20242,14,NA
20242,15,NA
20242,16,NA
20242,17,NA
20242,99,NA
20243,1,NA
20243,2,NA
20243,3,NA
20243,4,NA
20243,5,NA
20243,6,NA
20243,7,NA
20243,8,NA
20243,9,NA
20243,10,NA
20243,11,NA
20243,12,NA
20243,13,NA
20243,14,NA
20243,15,NA
20243,16,NA
20243,17,NA
20243,99,NA
20244,1,NA
20244,2,NA
20244,3,NA
20244,4,NA
20244,5,NA
20244,6,NA
20244,7,NA
20244,8,NA
20244,9,NA
20244,10,NA
20244,11,NA
20244,12,NA
20244,13,NA
20244,14,NA
20244,15,NA
20244,16,NA
20244,17,NA
20244,99,NA
20245,1,NA
20245,2,NA
20245,3,NA
20245,4,NA
20245,5,NA
20245,6,NA
20245,7,NA
20245,8,NA
20245,9,NA
