ubicageo_f,enfrentt,enfren1,enfren2,enfren3
18003,NA,NA,NA,NA
18004,NA,NA,NA,NA
18005,NA,NA,NA,NA
18006,NA,NA,NA,NA
18007,NA,NA,NA,NA
18008,NA,NA,NA,NA
18009,NA,NA,NA,NA
18010,NA,NA,NA,NA
18011,NA,NA,NA,NA
18012,NA,NA,NA,NA
18013,NA,NA,NA,NA
18014,NA,NA,NA,NA
18015,NA,NA,NA,NA
18016,NA,NA,NA,NA
18017,NA,NA,NA,NA
18018,NA,NA,NA,NA
18019,NA,NA,NA,NA
18020,NA,NA,NA,NA
19001,NA,NA,NA,NA
19002,NA,NA,NA,NA
19003,NA,NA,NA,NA
19004,NA,NA,NA,NA
19005,1,1,0,0
19006,NA,NA,NA,NA
19007,NA,NA,NA,NA
19008,NA,NA,NA,NA
19009,NA,NA,NA,NA
19010,NA,NA,NA,NA
19011,NA,NA,NA,NA
19012,1,1,0,0
19013,NA,NA,NA,NA
19014,NSS,NSS,NSS,NSS
19015,NA,NA,NA,NA
19016,NA,NA,NA,NA
19017,NA,NA,NA,NA
19018,3,3,0,0
19019,NA,NA,NA,NA
19020,NSS,NSS,NSS,NSS
19021,1,1,0,0
19022,NA,NA,NA,NA
19023,NA,NA,NA,NA
19024,NA,NA,NA,NA
19025,NA,NA,NA,NA
19026,NA,NA,NA,NA
19027,NSS,NSS,NSS,NSS
19028,NA,NA,NA,NA
19029,NA,NA,NA,NA
19030,NA,NA,NA,NA
19031,2,2,0,0
19032,NA,NA,NA,NA
19033,1,1,0,0
19034,NA,NA,NA,NA
19035,NA,NA,NA,NA
19036,NA,NA,NA,NA
19037,NA,NA,NA,NA
19038,NA,NA,NA,NA
19039,NA,NA,NA,NA
19040,NA,NA,NA,NA
19041,1,1,0,0
19042,NA,NA,NA,NA
19043,NA,NA,NA,NA
19044,NA,NA,NA,NA
19045,NA,NA,NA,NA
19046,2,2,0,0
19047,NA,NA,NA,NA
19048,NA,NA,NA,NA
19049,NA,NA,NA,NA
19050,NA,NA,NA,NA
19051,1,1,0,0
20001,NA,NA,NA,NA
20002,NA,NA,NA,NA
20003,NA,NA,NA,NA
20004,NA,NA,NA,NA
20005,NA,NA,NA,NA
20006,NA,NA,NA,NA
20007,NA,NA,NA,NA
20008,NA,NA,NA,NA
20009,NA,NA,NA,NA
20010,NA,NA,NA,NA
20011,NA,NA,NA,NA
20012,NA,NA,NA,NA
20013,NA,NA,NA,NA
20014,NA,NA,NA,NA
20015,NA,NA,NA,NA
20016,NA,NA,NA,NA
20017,NA,NA,NA,NA
20018,NA,NA,NA,NA
20019,NA,NA,NA,NA
20020,NA,NA,NA,NA
20021,NA,NA,NA,NA
20022,NA,NA,NA,NA
20023,NA,NA,NA,NA
20024,NA,NA,NA,NA
20025,NA,NA,NA,NA
20026,NA,NA,NA,NA
20027,NA,NA,NA,NA
20028,NA,NA,NA,NA
20029,NA,NA,NA,NA
20030,NA,NA,NA,NA
20031,NA,NA,NA,NA
20032,NA,NA,NA,NA
20033,NA,NA,NA,NA
20034,NA,NA,NA,NA
20035,NA,NA,NA,NA
20036,NA,NA,NA,NA
20037,NA,NA,NA,NA
20038,NA,NA,NA,NA
20039,NA,NA,NA,NA
20040,NA,NA,NA,NA
20041,NA,NA,NA,NA
20042,NA,NA,NA,NA
20043,NA,NA,NA,NA
20044,NA,NA,NA,NA
20045,NA,NA,NA,NA
20046,NA,NA,NA,NA
20047,NA,NA,NA,NA
20048,NA,NA,NA,NA
20049,NA,NA,NA,NA
20050,NA,NA,NA,NA
20051,NA,NA,NA,NA
20052,NA,NA,NA,NA
20053,NA,NA,NA,NA
20054,NA,NA,NA,NA
20055,NA,NA,NA,NA
20056,NA,NA,NA,NA
20057,NA,NA,NA,NA
20058,NA,NA,NA,NA
20059,NA,NA,NA,NA
20060,NA,NA,NA,NA
20061,NA,NA,NA,NA
20062,NA,NA,NA,NA
20063,NA,NA,NA,NA
20064,NA,NA,NA,NA
20065,NA,NA,NA,NA
20066,1,1,0,0
20067,NA,NA,NA,NA
20068,NA,NA,NA,NA
20069,NA,NA,NA,NA
20070,NA,NA,NA,NA
20071,NA,NA,NA,NA
20072,NA,NA,NA,NA
20073,NA,NA,NA,NA
20074,NA,NA,NA,NA
20075,NA,NA,NA,NA
20076,NA,NA,NA,NA
20077,NA,NA,NA,NA
20078,NA,NA,NA,NA
20079,NA,NA,NA,NA
20080,NA,NA,NA,NA
20081,NA,NA,NA,NA
20082,NA,NA,NA,NA
20083,NA,NA,NA,NA
20084,NA,NA,NA,NA
20085,NA,NA,NA,NA
20086,NA,NA,NA,NA
20087,NA,NA,NA,NA
20088,NA,NA,NA,NA
20089,NA,NA,NA,NA
20090,NA,NA,NA,NA
20091,NA,NA,NA,NA
20092,NA,NA,NA,NA
20093,NA,NA,NA,NA
20094,NA,NA,NA,NA
20095,NA,NA,NA,NA
20096,NA,NA,NA,NA
20097,NA,NA,NA,NA
20098,NA,NA,NA,NA
20099,NA,NA,NA,NA
20100,NA,NA,NA,NA
20101,NA,NA,NA,NA
20102,NA,NA,NA,NA
20103,NA,NA,NA,NA
20104,NA,NA,NA,NA
20105,NA,NA,NA,NA
20106,NA,NA,NA,NA
20107,NA,NA,NA,NA
20108,NA,NA,NA,NA
20109,NA,NA,NA,NA
20110,NA,NA,NA,NA
20111,NA,NA,NA,NA
20112,NA,NA,NA,NA
20113,NA,NA,NA,NA
20114,NA,NA,NA,NA
20115,NA,NA,NA,NA
20116,NA,NA,NA,NA
20117,NA,NA,NA,NA
20118,NA,NA,NA,NA
20119,NA,NA,NA,NA
20120,NA,NA,NA,NA
20121,NA,NA,NA,NA
20122,NA,NA,NA,NA
20123,NA,NA,NA,NA
20124,NA,NA,NA,NA
20125,NA,NA,NA,NA
20126,NA,NA,NA,NA
20127,NA,NA,NA,NA
20128,NA,NA,NA,NA
20129,NA,NA,NA,NA
20130,1,0,0,1
20131,NA,NA,NA,NA
20132,NA,NA,NA,NA
20133,NA,NA,NA,NA
20134,NA,NA,NA,NA
20135,NA,NA,NA,NA
20136,NA,NA,NA,NA
20137,NA,NA,NA,NA
20138,NA,NA,NA,NA
20139,NA,NA,NA,NA
20140,NA,NA,NA,NA
20141,NA,NA,NA,NA
20142,NA,NA,NA,NA
20143,NA,NA,NA,NA
20144,NA,NA,NA,NA
20145,NA,NA,NA,NA
20146,NA,NA,NA,NA
20147,NA,NA,NA,NA
20148,NA,NA,NA,NA
20149,NA,NA,NA,NA
20150,2,1,1,0
20151,NA,NA,NA,NA
20152,NA,NA,NA,NA
20153,NA,NA,NA,NA
20154,NA,NA,NA,NA
20155,NA,NA,NA,NA
20156,NA,NA,NA,NA
20157,2,2,0,0
20158,NA,NA,NA,NA
20159,NA,NA,NA,NA
20160,NA,NA,NA,NA
20161,NA,NA,NA,NA
20162,NA,NA,NA,NA
20163,NA,NA,NA,NA
20164,NA,NA,NA,NA
20165,NA,NA,NA,NA
20166,NA,NA,NA,NA
20167,NA,NA,NA,NA
20168,NA,NA,NA,NA
20169,NA,NA,NA,NA
20170,NA,NA,NA,NA
20171,NA,NA,NA,NA
20172,NA,NA,NA,NA
20173,NA,NA,NA,NA
20174,NA,NA,NA,NA
20175,NA,NA,NA,NA
20176,NA,NA,NA,NA
20177,NA,NA,NA,NA
20178,NA,NA,NA,NA
20179,NA,NA,NA,NA
20180,NA,NA,NA,NA
20181,NA,NA,NA,NA
20182,NA,NA,NA,NA
20183,NA,NA,NA,NA
20184,1,1,0,0
20185,NA,NA,NA,NA
20186,NA,NA,NA,NA
20187,NA,NA,NA,NA
20188,NA,NA,NA,NA
20189,NA,NA,NA,NA
20190,NA,NA,NA,NA
20191,NA,NA,NA,NA
20192,NA,NA,NA,NA
20193,NA,NA,NA,NA
20194,NA,NA,NA,NA
20195,NSS,NSS,NSS,NSS
20196,NA,NA,NA,NA
20197,NA,NA,NA,NA
20198,NA,NA,NA,NA
20199,NA,NA,NA,NA
20200,NA,NA,NA,NA
20201,NA,NA,NA,NA
20202,NA,NA,NA,NA
20203,NA,NA,NA,NA
20204,NA,NA,NA,NA
20205,NA,NA,NA,NA
20206,NA,NA,NA,NA
20207,NA,NA,NA,NA
20208,NA,NA,NA,NA
20209,NA,NA,NA,NA
20210,NA,NA,NA,NA
20211,NA,NA,NA,NA
20212,NA,NA,NA,NA
20213,NA,NA,NA,NA
20214,NA,NA,NA,NA
20215,NA,NA,NA,NA
20216,NA,NA,NA,NA
20217,NA,NA,NA,NA
20218,NA,NA,NA,NA
20219,NA,NA,NA,NA
20220,NA,NA,NA,NA
20221,NA,NA,NA,NA
20222,NA,NA,NA,NA
20223,NA,NA,NA,NA
20224,NA,NA,NA,NA
20225,NA,NA,NA,NA
20226,NA,NA,NA,NA
20227,NA,NA,NA,NA
20228,NA,NA,NA,NA
20229,NA,NA,NA,NA
20230,NA,NA,NA,NA
20231,NA,NA,NA,NA
20232,NA,NA,NA,NA
20233,NA,NA,NA,NA
20234,NA,NA,NA,NA
20235,NA,NA,NA,NA
20236,NA,NA,NA,NA
20237,NA,NA,NA,NA
20238,NA,NA,NA,NA
20239,NA,NA,NA,NA
20240,NA,NA,NA,NA
20241,NA,NA,NA,NA
20242,NA,NA,NA,NA
20243,NA,NA,NA,NA
20244,NA,NA,NA,NA
20245,NA,NA,NA,NA
20246,NA,NA,NA,NA
20247,NA,NA,NA,NA
20248,NA,NA,NA,NA
20249,NA,NA,NA,NA
20250,NA,NA,NA,NA
20251,NA,NA,NA,NA
20252,NA,NA,NA,NA
20253,NA,NA,NA,NA
20254,NA,NA,NA,NA
20255,NA,NA,NA,NA
20256,NA,NA,NA,NA
20257,NA,NA,NA,NA
20258,NA,NA,NA,NA
20259,NA,NA,NA,NA
20260,NA,NA,NA,NA
20261,NA,NA,NA,NA
20262,NA,NA,NA,NA
20263,NA,NA,NA,NA
20264,NA,NA,NA,NA
20265,NA,NA,NA,NA
20266,NA,NA,NA,NA
20267,NA,NA,NA,NA
20268,NA,NA,NA,NA
20269,NA,NA,NA,NA
20270,NSS,NSS,NSS,NSS
20271,NA,NA,NA,NA
20272,NA,NA,NA,NA
20273,NA,NA,NA,NA
20274,NA,NA,NA,NA
20275,NA,NA,NA,NA
20276,NA,NA,NA,NA
20277,NA,NA,NA,NA
20278,NA,NA,NA,NA
20279,NA,NA,NA,NA
20280,NA,NA,NA,NA
20281,NA,NA,NA,NA
20282,NA,NA,NA,NA
20283,NA,NA,NA,NA
20284,NA,NA,NA,NA
20285,NA,NA,NA,NA
20286,NA,NA,NA,NA
20287,NA,NA,NA,NA
20288,NA,NA,NA,NA
20289,NA,NA,NA,NA
20290,NA,NA,NA,NA
20291,NA,NA,NA,NA
20292,NA,NA,NA,NA
20293,NA,NA,NA,NA
20294,NA,NA,NA,NA
20295,NA,NA,NA,NA
20296,NA,NA,NA,NA
20297,NA,NA,NA,NA
20298,NA,NA,NA,NA
20299,NA,NA,NA,NA
20300,NA,NA,NA,NA
20301,NA,NA,NA,NA
20302,NA,NA,NA,NA
20303,NA,NA,NA,NA
20304,NA,NA,NA,NA
20305,NA,NA,NA,NA
20306,NA,NA,NA,NA
20307,NA,NA,NA,NA
20308,NA,NA,NA,NA
20309,NA,NA,NA,NA
20310,NA,NA,NA,NA
20311,NA,NA,NA,NA
20312,NA,NA,NA,NA
20313,NA,NA,NA,NA
20314,NA,NA,NA,NA
20315,NA,NA,NA,NA
20316,NA,NA,NA,NA
20317,NA,NA,NA,NA
20318,NA,NA,NA,NA
20319,NA,NA,NA,NA
20320,NA,NA,NA,NA
20321,NA,NA,NA,NA
20322,NA,NA,NA,NA
20323,NA,NA,NA,NA
20324,NA,NA,NA,NA
20325,NA,NA,NA,NA
20326,NA,NA,NA,NA
20327,NA,NA,NA,NA
20328,NA,NA,NA,NA
20329,NA,NA,NA,NA
20330,NA,NA,NA,NA
20331,NA,NA,NA,NA
20332,NA,NA,NA,NA
20333,NA,NA,NA,NA
20334,NA,NA,NA,NA
20335,NA,NA,NA,NA
20336,NA,NA,NA,NA
20337,NA,NA,NA,NA
20338,NA,NA,NA,NA
20339,NA,NA,NA,NA
20340,NA,NA,NA,NA
20341,NA,NA,NA,NA
20342,NA,NA,NA,NA
20343,NA,NA,NA,NA
20344,NA,NA,NA,NA
20345,NA,NA,NA,NA
20346,NA,NA,NA,NA
20347,NA,NA,NA,NA
20348,NA,NA,NA,NA
20349,NA,NA,NA,NA
20350,NA,NA,NA,NA
20351,NA,NA,NA,NA
20352,NA,NA,NA,NA
20353,NA,NA,NA,NA
20354,NA,NA,NA,NA
20355,NA,NA,NA,NA
20356,NA,NA,NA,NA
20357,NA,NA,NA,NA
20358,NA,NA,NA,NA
20359,NA,NA,NA,NA
20360,NA,NA,NA,NA
20361,NA,NA,NA,NA
20362,NA,NA,NA,NA
20363,NA,NA,NA,NA
20364,NA,NA,NA,NA
20365,NA,NA,NA,NA
20366,NA,NA,NA,NA
20367,NA,NA,NA,NA
20368,NA,NA,NA,NA
20369,NA,NA,NA,NA
20370,NA,NA,NA,NA
20371,NA,NA,NA,NA
20372,NA,NA,NA,NA
20373,NA,NA,NA,NA
20374,NA,NA,NA,NA
20375,NA,NA,NA,NA
20376,NA,NA,NA,NA
20377,NA,NA,NA,NA
20378,NA,NA,NA,NA
20379,NA,NA,NA,NA
20380,NA,NA,NA,NA
20381,NA,NA,NA,NA
20382,NA,NA,NA,NA
20383,NA,NA,NA,NA
20384,NA,NA,NA,NA
20385,NA,NA,NA,NA
20386,NA,NA,NA,NA
20387,NA,NA,NA,NA
20388,NA,NA,NA,NA
20389,NA,NA,NA,NA
20390,NA,NA,NA,NA
20391,NA,NA,NA,NA
20392,NA,NA,NA,NA
20393,NA,NA,NA,NA
20394,NA,NA,NA,NA
20395,NA,NA,NA,NA
20396,NA,NA,NA,NA
20397,NA,NA,NA,NA
20398,NA,NA,NA,NA
20399,NA,NA,NA,NA
20400,NA,NA,NA,NA
20401,NA,NA,NA,NA
20402,NA,NA,NA,NA
20403,NA,NA,NA,NA
20404,NA,NA,NA,NA
20405,NA,NA,NA,NA
20406,NA,NA,NA,NA
20407,NA,NA,NA,NA
20408,NA,NA,NA,NA
20409,NA,NA,NA,NA
20410,NA,NA,NA,NA
20411,NA,NA,NA,NA
20412,NA,NA,NA,NA
20413,NA,NA,NA,NA
20414,NA,NA,NA,NA
20415,NA,NA,NA,NA
20416,NA,NA,NA,NA
20417,NA,NA,NA,NA
20418,NA,NA,NA,NA
20419,NA,NA,NA,NA
20420,NA,NA,NA,NA
20421,NA,NA,NA,NA
20422,NA,NA,NA,NA
20423,NA,NA,NA,NA
20424,NA,NA,NA,NA
20425,NA,NA,NA,NA
20426,NA,NA,NA,NA
20427,NA,NA,NA,NA
20428,NA,NA,NA,NA
20429,NA,NA,NA,NA
20430,NA,NA,NA,NA
20431,NA,NA,NA,NA
20432,NA,NA,NA,NA
20433,NA,NA,NA,NA
20434,NA,NA,NA,NA
20435,NA,NA,NA,NA
20436,NA,NA,NA,NA
20437,NA,NA,NA,NA
20438,NA,NA,NA,NA
20439,NA,NA,NA,NA
20440,NA,NA,NA,NA
20441,NA,NA,NA,NA
20442,NA,NA,NA,NA
20443,NA,NA,NA,NA
20444,NA,NA,NA,NA
20445,NA,NA,NA,NA
20446,NA,NA,NA,NA
20447,NA,NA,NA,NA
20448,NA,NA,NA,NA
20449,NA,NA,NA,NA
20450,NA,NA,NA,NA
20451,NA,NA,NA,NA
20452,NA,NA,NA,NA
20453,NA,NA,NA,NA
20454,NA,NA,NA,NA
20455,NA,NA,NA,NA
20456,NA,NA,NA,NA
20457,NA,NA,NA,NA
20458,NA,NA,NA,NA
20459,NA,NA,NA,NA
20460,NA,NA,NA,NA
20461,NA,NA,NA,NA
20462,NA,NA,NA,NA
20463,NA,NA,NA,NA
20464,NA,NA,NA,NA
20465,NA,NA,NA,NA
20466,NA,NA,NA,NA
20467,NA,NA,NA,NA
20468,NA,NA,NA,NA
20469,NA,NA,NA,NA
20470,NA,NA,NA,NA
20471,NA,NA,NA,NA
20472,NA,NA,NA,NA
20473,NA,NA,NA,NA
20474,NA,NA,NA,NA
20475,NA,NA,NA,NA
20476,NA,NA,NA,NA
20477,NA,NA,NA,NA
20478,NA,NA,NA,NA
20479,NA,NA,NA,NA
20480,NA,NA,NA,NA
20481,NA,NA,NA,NA
20482,NA,NA,NA,NA
20483,NA,NA,NA,NA
20484,NA,NA,NA,NA
20485,NA,NA,NA,NA
20486,NA,NA,NA,NA
20487,NA,NA,NA,NA
20488,NA,NA,NA,NA
20489,NA,NA,NA,NA
20490,NA,NA,NA,NA
20491,NA,NA,NA,NA
20492,NA,NA,NA,NA
20493,NA,NA,NA,NA
20494,NA,NA,NA,NA
20495,NSS,NSS,NSS,NSS
20496,1,1,0,0
20497,NA,NA,NA,NA
20498,NA,NA,NA,NA
20499,NA,NA,NA,NA
20500,NA,NA,NA,NA
20501,NA,NA,NA,NA
20502,NA,NA,NA,NA
20503,NA,NA,NA,NA
20504,NA,NA,NA,NA
20505,NA,NA,NA,NA
20506,NA,NA,NA,NA
20507,NA,NA,NA,NA
20508,NA,NA,NA,NA
20509,NA,NA,NA,NA
20510,NA,NA,NA,NA
20511,NA,NA,NA,NA
20512,NA,NA,NA,NA
20513,NA,NA,NA,NA
20514,NA,NA,NA,NA
20515,NA,NA,NA,NA
20516,NA,NA,NA,NA
20517,NA,NA,NA,NA
20518,NA,NA,NA,NA
20519,NA,NA,NA,NA
20520,NA,NA,NA,NA
20521,NA,NA,NA,NA
20522,NA,NA,NA,NA
20523,NA,NA,NA,NA
20524,NA,NA,NA,NA
20525,NA,NA,NA,NA
20526,NA,NA,NA,NA
20527,NA,NA,NA,NA
20528,NA,NA,NA,NA
20529,NA,NA,NA,NA
20530,NA,NA,NA,NA
20531,NA,NA,NA,NA
20532,NA,NA,NA,NA
20533,NA,NA,NA,NA
20534,NA,NA,NA,NA
20535,NA,NA,NA,NA
20536,NA,NA,NA,NA
20537,NA,NA,NA,NA
20538,NA,NA,NA,NA
20539,NA,NA,NA,NA
20540,NA,NA,NA,NA
20541,NA,NA,NA,NA
20542,NA,NA,NA,NA
20543,NA,NA,NA,NA
20544,NA,NA,NA,NA
20545,NA,NA,NA,NA
20546,NA,NA,NA,NA
20547,NA,NA,NA,NA
20548,NA,NA,NA,NA
20549,NA,NA,NA,NA
20550,NA,NA,NA,NA
20551,NA,NA,NA,NA
20552,NA,NA,NA,NA
20553,NA,NA,NA,NA
20554,NA,NA,NA,NA
20555,NA,NA,NA,NA
20556,NA,NA,NA,NA
20557,NA,NA,NA,NA
20558,NA,NA,NA,NA
20559,NA,NA,NA,NA
20560,NA,NA,NA,NA
20561,NA,NA,NA,NA
20562,NA,NA,NA,NA
20563,NA,NA,NA,NA
20564,NA,NA,NA,NA
20565,NA,NA,NA,NA
20566,NA,NA,NA,NA
20567,NA,NA,NA,NA
20568,NSS,NSS,NSS,NSS
20569,NA,NA,NA,NA
20570,NA,NA,NA,NA
21001,NA,NA,NA,NA
21002,NA,NA,NA,NA
21003,NA,NA,NA,NA
21004,NA,NA,NA,NA
21005,NA,NA,NA,NA
21006,NA,NA,NA,NA
21007,NA,NA,NA,NA
21008,NA,NA,NA,NA
21009,NA,NA,NA,NA
21010,NA,NA,NA,NA
21011,NA,NA,NA,NA
21012,NA,NA,NA,NA
21013,NA,NA,NA,NA
21014,NA,NA,NA,NA
21015,NA,NA,NA,NA
21016,NA,NA,NA,NA
21017,NA,NA,NA,NA
21018,NA,NA,NA,NA
21019,NA,NA,NA,NA
21020,NA,NA,NA,NA
21021,NA,NA,NA,NA
21022,NA,NA,NA,NA
21023,NA,NA,NA,NA
21024,NA,NA,NA,NA
21025,NA,NA,NA,NA
21026,NA,NA,NA,NA
21027,NA,NA,NA,NA
21028,NA,NA,NA,NA
21029,NA,NA,NA,NA
21030,NA,NA,NA,NA
21031,NA,NA,NA,NA
21032,NA,NA,NA,NA
21033,NA,NA,NA,NA
21034,1,1,0,0
21035,NA,NA,NA,NA
21036,NA,NA,NA,NA
21037,NA,NA,NA,NA
21038,NA,NA,NA,NA
21039,NA,NA,NA,NA
21040,NA,NA,NA,NA
21041,2,0,2,0
21042,NA,NA,NA,NA
21043,NA,NA,NA,NA
21044,NA,NA,NA,NA
21045,NSS,NSS,NSS,NSS
21046,NA,NA,NA,NA
21047,NA,NA,NA,NA
21048,NA,NA,NA,NA
21049,NA,NA,NA,NA
21050,NA,NA,NA,NA
21051,NA,NA,NA,NA
21052,NA,NA,NA,NA
21053,1,1,0,0
21054,NA,NA,NA,NA
21055,NA,NA,NA,NA
21056,NA,NA,NA,NA
21057,NA,NA,NA,NA
21058,NA,NA,NA,NA
21059,NA,NA,NA,NA
21060,NA,NA,NA,NA
21061,NA,NA,NA,NA
21062,NA,NA,NA,NA
21063,NA,NA,NA,NA
21064,NA,NA,NA,NA
21065,NA,NA,NA,NA
21066,NA,NA,NA,NA
21067,NA,NA,NA,NA
21068,NA,NA,NA,NA
21069,NA,NA,NA,NA
21070,NA,NA,NA,NA
21071,NA,NA,NA,NA
21072,NA,NA,NA,NA
21073,NA,NA,NA,NA
21074,NA,NA,NA,NA
21075,NA,NA,NA,NA
21076,NA,NA,NA,NA
21077,NA,NA,NA,NA
21078,NA,NA,NA,NA
21079,NA,NA,NA,NA
21080,NA,NA,NA,NA
21081,NA,NA,NA,NA
21082,NA,NA,NA,NA
21083,NA,NA,NA,NA
21084,NA,NA,NA,NA
21085,NA,NA,NA,NA
21086,NA,NA,NA,NA
21087,NA,NA,NA,NA
21088,NA,NA,NA,NA
21089,NA,NA,NA,NA
21090,NA,NA,NA,NA
21091,NA,NA,NA,NA
21092,NA,NA,NA,NA
21093,NA,NA,NA,NA
21094,NA,NA,NA,NA
21095,NA,NA,NA,NA
21096,NA,NA,NA,NA
21097,NA,NA,NA,NA
21098,NA,NA,NA,NA
21099,NA,NA,NA,NA
21100,NA,NA,NA,NA
21101,NA,NA,NA,NA
21102,NA,NA,NA,NA
21103,NA,NA,NA,NA
21104,NA,NA,NA,NA
21105,NA,NA,NA,NA
21106,NA,NA,NA,NA
21107,NA,NA,NA,NA
21108,NA,NA,NA,NA
21109,NA,NA,NA,NA
21110,NA,NA,NA,NA
21111,NA,NA,NA,NA
21112,NA,NA,NA,NA
21113,NA,NA,NA,NA
21114,2,2,0,0
21115,NA,NA,NA,NA
21116,NA,NA,NA,NA
21117,NA,NA,NA,NA
21118,NA,NA,NA,NA
21119,NA,NA,NA,NA
21120,NA,NA,NA,NA
21121,NA,NA,NA,NA
21122,NA,NA,NA,NA
21123,NA,NA,NA,NA
21124,NA,NA,NA,NA
21125,NA,NA,NA,NA
21126,NA,NA,NA,NA
21127,NA,NA,NA,NA
21128,NA,NA,NA,NA
21129,NA,NA,NA,NA
21130,NA,NA,NA,NA
21131,NA,NA,NA,NA
21132,NA,NA,NA,NA
21133,NA,NA,NA,NA
21134,NA,NA,NA,NA
21135,NA,NA,NA,NA
21136,1,1,0,0
21137,NA,NA,NA,NA
21138,NA,NA,NA,NA
21139,NA,NA,NA,NA
21140,NA,NA,NA,NA
21141,NA,NA,NA,NA
21142,NA,NA,NA,NA
21143,NA,NA,NA,NA
21144,NA,NA,NA,NA
21145,NA,NA,NA,NA
21146,NA,NA,NA,NA
21147,NA,NA,NA,NA
21148,NA,NA,NA,NA
21149,NA,NA,NA,NA
21150,NA,NA,NA,NA
21151,NA,NA,NA,NA
21152,NA,NA,NA,NA
21153,NA,NA,NA,NA
21154,NA,NA,NA,NA
21155,NA,NA,NA,NA
21156,1,1,0,0
21157,NA,NA,NA,NA
21158,NA,NA,NA,NA
21159,NA,NA,NA,NA
21160,NA,NA,NA,NA
21161,1,1,0,0
21162,NA,NA,NA,NA
21163,NA,NA,NA,NA
21164,1,0,0,1
21165,NA,NA,NA,NA
21166,NA,NA,NA,NA
21167,NA,NA,NA,NA
21168,NA,NA,NA,NA
21169,NA,NA,NA,NA
21170,NA,NA,NA,NA
21171,NA,NA,NA,NA
21172,NA,NA,NA,NA
21173,NA,NA,NA,NA
21174,NA,NA,NA,NA
21175,NA,NA,NA,NA
21176,NA,NA,NA,NA
21177,NA,NA,NA,NA
21178,NA,NA,NA,NA
21179,NA,NA,NA,NA
21180,NA,NA,NA,NA
21181,NA,NA,NA,NA
21182,NA,NA,NA,NA
21183,NA,NA,NA,NA
21184,NA,NA,NA,NA
21185,NA,NA,NA,NA
21186,NA,NA,NA,NA
21187,NA,NA,NA,NA
21188,NA,NA,NA,NA
21189,NA,NA,NA,NA
21190,NA,NA,NA,NA
21191,NA,NA,NA,NA
21192,NA,NA,NA,NA
21193,NA,NA,NA,NA
21194,NA,NA,NA,NA
21195,NA,NA,NA,NA
21196,NA,NA,NA,NA
21197,NA,NA,NA,NA
21198,NA,NA,NA,NA
21199,NA,NA,NA,NA
21200,NA,NA,NA,NA
21201,NA,NA,NA,NA
21202,NA,NA,NA,NA
21203,NA,NA,NA,NA
21204,NA,NA,NA,NA
21205,NA,NA,NA,NA
21206,NA,NA,NA,NA
21207,NA,NA,NA,NA
21208,1,1,0,0
21209,NA,NA,NA,NA
21210,NA,NA,NA,NA
21211,NA,NA,NA,NA
21212,1,1,0,0
21213,NA,NA,NA,NA
21214,NA,NA,NA,NA
21215,NA,NA,NA,NA
21216,NA,NA,NA,NA
21217,NA,NA,NA,NA
22001,NA,NA,NA,NA
22002,NA,NA,NA,NA
22003,NA,NA,NA,NA
22004,NA,NA,NA,NA
22005,1,1,0,0
22006,NA,NA,NA,NA
22007,NA,NA,NA,NA
22008,NA,NA,NA,NA
22009,NA,NA,NA,NA
22010,NA,NA,NA,NA
22011,NA,NA,NA,NA
22012,NA,NA,NA,NA
22013,NA,NA,NA,NA
22014,6,6,0,0
22015,NA,NA,NA,NA
22016,NA,NA,NA,NA
22017,NA,NA,NA,NA
22018,NA,NA,NA,NA
23001,NA,NA,NA,NA
23002,NA,NA,NA,NA
23003,NA,NA,NA,NA
23004,NA,NA,NA,NA
23005,NA,NA,NA,NA
23006,NA,NA,NA,NA
23007,NA,NA,NA,NA
23008,NA,NA,NA,NA
23009,NA,NA,NA,NA
23010,NA,NA,NA,NA
23011,NA,NA,NA,NA
24001,NA,NA,NA,NA
24002,NA,NA,NA,NA
24003,NA,NA,NA,NA
24004,NA,NA,NA,NA
24005,NA,NA,NA,NA
24006,NA,NA,NA,NA
24007,NA,NA,NA,NA
24008,NA,NA,NA,NA
24009,NA,NA,NA,NA
24010,1,1,0,0
24011,2,2,0,0
24012,NA,NA,NA,NA
24013,1,1,0,0
24014,NA,NA,NA,NA
24015,NA,NA,NA,NA
24016,NA,NA,NA,NA
24017,1,1,0,0
24018,NA,NA,NA,NA
24019,NA,NA,NA,NA
24020,NA,NA,NA,NA
24021,NA,NA,NA,NA
24022,NA,NA,NA,NA
24023,NA,NA,NA,NA
24024,1,1,0,0
24025,NA,NA,NA,NA
24026,NA,NA,NA,NA
24027,NA,NA,NA,NA
24028,1,1,0,0
24029,NA,NA,NA,NA
24030,NA,NA,NA,NA
24031,NA,NA,NA,NA
24032,NA,NA,NA,NA
24033,NA,NA,NA,NA
24034,NA,NA,NA,NA
24035,NA,NA,NA,NA
24036,NA,NA,NA,NA
24037,NA,NA,NA,NA
24038,NA,NA,NA,NA
24039,NA,NA,NA,NA
24040,NA,NA,NA,NA
24041,NA,NA,NA,NA
24042,NA,NA,NA,NA
24043,NA,NA,NA,NA
24044,NA,NA,NA,NA
24045,NA,NA,NA,NA
24046,NA,NA,NA,NA
24047,NA,NA,NA,NA
24048,NA,NA,NA,NA
24049,NSS,NSS,NSS,NSS
24050,NA,NA,NA,NA
24051,NA,NA,NA,NA
24052,NA,NA,NA,NA
